time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata

23.715,-0.46,5.17,8.35,0,0,unable to access data

23.745,-0.46,5.09,8.27,0,0,unable to access data

23.776,-0.38,5.05,8.19,0,0,unable to access data

23.806,-0.38,5.05,8.04,0,0,unable to access data

23.837,-0.5,5.13,7.81,0,0,unable to access data

23.867,-0.46,5.17,7.69,0,0,unable to access data

23.897,-0.31,5.13,7.92,0,0,unable to access data

23.928,-0.31,5.13,8.08,0,0,unable to access data

23.958,-0.42,5.13,8.27,0,0,unable to access data

23.989,-0.42,5.13,8.38,0,0,unable to access data

24.019,-0.42,5.17,8.23,0,0,unable to access data

24.05,-0.27,5.21,8.12,0,0,unable to access data

24.09,-0.19,5.17,8.19,0,0,unable to access data

24.121,-0.31,5.17,8.19,0,0,unable to access data

24.151,-0.11,5.21,8.12,0,0,unable to access data

24.182,0.5,5.05,8.15,0,0,unable to access data

24.212,0.5,4.71,8.12,0,0,unable to access data

24.243,-0.5,4.56,8.5,0,0,unable to access data

24.273,-1.38,4.4,8.88,0,0,unable to access data

24.304,-1.11,4.17,8.88,0,0,unable to access data

24.334,0.08,3.83,8.96,0,0,unable to access data

24.365,-0.04,4.06,8.5,0,0,unable to access data

24.4,-0.57,4.06,8.61,0,0,unable to access data

24.431,-0.46,4.25,8.61,0,0,unable to access data

24.461,0.15,3.75,9.03,0,0,unable to access data

24.492,-0.34,3.94,8.54,0,0,unable to access data

24.522,-1.42,4.4,8.42,0,0,unable to access data

24.553,-0.38,4.21,8.73,0,0,unable to access data

24.583,0.5,4.02,8.19,0,0,unable to access data

24.614,-0.11,3.94,8.04,0,0,unable to access data

24.644,-0.42,3.94,8.88,0,0,unable to access data

24.674,-0.61,3.94,9.15,0,0,unable to access data

24.705,-0.31,3.52,9.34,0,0,unable to access data

24.735,0.11,3.37,9.42,0,0,unable to access data

24.766,-0.65,4.17,8.31,0,0,unable to access data

24.796,-1.57,4.94,7.73,0,0,unable to access data

24.827,-1.68,5.17,7.81,0,0,unable to access data

24.857,-1.42,4.52,8.38,0,0,unable to access data

24.888,-1.45,4.29,8.23,0,0,unable to access data

24.919,-1.3,4.33,8.31,0,0,unable to access data

24.949,-1.53,4.33,8.27,0,0,unable to access data

24.981,-1.57,4.59,8.35,0,0,unable to access data

25.011,-1.57,4.48,8.23,0,0,unable to access data

25.043,-1.42,4.33,8.19,0,0,unable to access data

25.074,-1.38,4.25,8.46,0,0,unable to access data

25.104,-1.53,4.17,8.96,0,0,unable to access data

25.135,-1.49,4.17,9.03,0,0,unable to access data

25.165,-1.19,4.1,8.88,0,0,unable to access data

25.196,-1.11,4.13,8.77,0,0,unable to access data

25.226,-1.11,4.21,8.5,0,0,unable to access data

25.257,-1,4.02,8.46,0,0,unable to access data

25.287,-1.03,4.13,8.35,0,0,unable to access data

25.318,-1.19,4.25,8.31,0,0,unable to access data

25.348,-1.07,4.17,8.35,0,0,unable to access data

25.379,-1.15,4.1,8.46,0,0,unable to access data

25.409,-1.38,4.25,8.54,0,0,unable to access data

25.44,-1.42,4.33,8.42,0,0,unable to access data

25.47,-1.34,4.25,8.42,0,0,unable to access data

25.501,-1.26,4.1,8.5,0,0,unable to access data

25.531,-1.22,4.06,8.46,0,0,unable to access data

25.562,-1.15,4.06,8.38,0,0,unable to access data

25.592,-1.03,4.1,8.42,0,0,unable to access data

25.623,-0.96,4.13,8.5,0,0,unable to access data

25.653,-1.03,4.17,8.54,0,0,unable to access data

25.684,-1.11,4.33,8.46,0,0,unable to access data

25.714,-1.11,4.25,8.46,0,0,unable to access data

25.745,-1.19,4.25,8.65,0,0,unable to access data

25.775,-1.26,4.33,8.54,0,0,unable to access data

25.806,-1.15,4.25,8.5,0,0,unable to access data

25.836,-0.96,4.1,8.5,0,0,unable to access data

25.867,-0.77,3.9,8.5,0,0,unable to access data

25.897,-0.88,3.87,8.58,0,0,unable to access data

25.928,-1,3.79,8.73,0,0,unable to access data

25.958,-1.07,3.83,8.73,0,0,unable to access data

25.989,-1.19,4.02,8.54,0,0,unable to access data

26.02,-1.26,4.17,8.42,0,0,unable to access data

26.05,-1.15,4.06,8.46,0,0,unable to access data

26.081,-1.03,3.98,8.5,0,0,unable to access data

26.111,-1.07,3.98,8.58,0,0,unable to access data

26.142,-1.03,3.98,8.65,0,0,unable to access data

26.172,-1,3.87,8.73,0,0,unable to access data

26.203,-0.84,3.79,8.77,0,0,unable to access data

26.233,-0.8,3.83,8.73,0,0,unable to access data

26.264,-0.8,3.87,8.69,0,0,unable to access data

26.294,-0.69,3.83,8.65,0,0,unable to access data

26.325,-0.61,3.79,8.58,0,0,unable to access data

26.355,-0.61,3.79,8.88,0,0,unable to access data

26.386,-0.69,3.83,9.07,0,0,unable to access data

26.416,-0.8,3.87,9.11,0,0,unable to access data

26.447,-0.73,3.83,9.07,0,0,unable to access data

26.477,-0.61,3.83,9.03,0,0,unable to access data

26.508,-0.61,3.9,8.84,0,0,unable to access data

26.538,-0.54,3.87,8.77,0,0,unable to access data

26.569,-0.61,3.94,8.61,0,0,unable to access data

26.599,-0.61,3.98,8.65,0,0,unable to access data

26.63,-0.57,3.9,8.84,0,0,unable to access data

26.66,-0.65,3.94,8.92,0,0,unable to access data

26.691,-0.69,4.1,8.54,0,0,unable to access data

26.721,-0.69,4.02,8.35,0,0,unable to access data

26.752,-0.57,3.98,8.46,0,0,unable to access data

26.782,-0.54,4.1,8.31,0,0,unable to access data

26.813,-0.5,4.02,8.27,0,0,unable to access data

26.843,-0.54,3.75,8.46,0,0,unable to access data

26.874,-0.57,3.48,8.73,0,0,unable to access data

26.904,-0.61,3.29,8.96,0,0,unable to access data

26.935,-0.54,3.14,9.19,0,0,unable to access data

26.966,-0.57,3.02,9.15,0,0,unable to access data

26.996,-0.42,2.95,9.3,0,0,unable to access data

27.027,-0.04,2.72,10.03,0,0,unable to access data

27.058,0,2.68,9.88,0,0,unable to access data

27.088,-0.19,2.91,9.34,0,0,unable to access data

27.119,-0.31,3.1,9,0,0,unable to access data

27.15,-0.34,3.22,9.19,0,0,unable to access data

27.18,-0.46,3.02,9.07,0,0,unable to access data

27.211,-0.42,2.91,8.88,0,0,unable to access data

27.241,-0.84,2.99,9.84,0,0,unable to access data

27.272,-1.03,3.18,9.23,0,0,unable to access data

27.302,-0.5,3.18,8.69,0,0,unable to access data

27.333,0,3.33,8.69,0,0,unable to access data

27.364,-0.31,3.87,8.19,0,0,unable to access data

27.394,-0.31,4.4,8.65,0,0,unable to access data

27.425,-1.95,4.29,9.19,0,0,unable to access data

27.455,-2.64,5.28,10.03,0,0,unable to access data

27.486,-2.91,2.87,6.43,0,0,unable to access data

27.516,-2.72,3.94,6.78,0,0,unable to access data

27.547,-3.1,4.56,8,0,0,unable to access data

27.578,-2.26,4.75,9.26,0,0,unable to access data

27.608,-1.42,4.36,8.12,0,0,unable to access data

27.639,-0.69,4.48,8.84,0,0,unable to access data

27.669,-0.54,4.33,8.8,0,0,unable to access data

27.7,-1.26,3.98,8.42,0,0,unable to access data

27.731,-1.19,4.52,7.89,0,0,unable to access data

27.761,-0.11,4.59,7.16,0,0,unable to access data

27.792,-0.5,3.98,7.73,0,0,unable to access data

27.822,-0.19,4.86,6.58,0,0,unable to access data

27.853,0.92,4.02,7.5,0,0,unable to access data

27.884,1.11,3.83,9.11,0,0,unable to access data

27.914,0.34,4.13,8.96,0,0,unable to access data

27.945,-1.91,4.25,9,0,0,unable to access data

27.975,-1.68,4.52,9.07,0,0,unable to access data

28.006,-1.07,4.33,9.26,0,0,unable to access data

28.036,-2.34,4.29,8.61,0,0,unable to access data

28.067,-4.13,4.71,7.73,0,0,unable to access data

28.098,-4.29,4.63,8.42,0,0,unable to access data

28.128,-3.98,3.56,5.97,0,0,unable to access data

28.159,-4.94,4.21,6.39,0,0,unable to access data

28.189,-5.63,3.94,7.81,0,0,unable to access data

28.22,-5.24,2.91,7.12,0,0,unable to access data

28.25,-4.94,1.99,9.42,0,0,unable to access data

28.281,-4.86,1.8,9.34,0,0,unable to access data

28.312,-4.94,2.37,7.43,0,0,unable to access data

28.342,-4.82,3.22,7.27,0,0,unable to access data

28.373,-4.82,3.71,7.04,0,0,unable to access data

28.403,-4.94,3.79,6.85,0,0,unable to access data

28.434,-4.4,3.29,7.2,0,0,unable to access data

28.464,-4.21,2.68,7.5,0,0,unable to access data

28.495,-3.71,2.37,7.46,0,0,unable to access data

28.526,-2.83,1.88,6.7,0,0,unable to access data

28.557,-3.29,1.88,5.9,0,0,unable to access data

28.587,-5.86,2.14,4.52,0,0,unable to access data

28.618,-8.57,2.99,4.25,0,0,unable to access data

28.648,-9.3,2.6,5.36,0,0,unable to access data

28.679,-9.03,2.07,6.74,0,0,unable to access data

28.71,-8.46,1.88,7.69,0,0,unable to access data

28.74,-7.66,1.76,7.69,0,0,unable to access data
