time,x-axis,y-axis,z-axis,Event1,Event2,latitude,longitude

47.783,-2.49,2.95,8.27,0,0,0,0

47.814,-2.56,2.91,8.42,0,0,0,0

47.844,-3.1,3.06,8.8,0,0,0,0

47.875,-3.14,3.02,9.11,0,0,0,0

47.905,-2.83,2.79,8.8,0,0,0,0

47.935,-2.83,2.76,8.69,0,0,0,0

47.966,-2.87,2.79,8.69,0,0,0,0

47.996,-2.83,2.83,8.58,0,0,0,0

48.027,-2.83,2.91,8.54,0,0,0,0

48.057,-2.87,2.87,8.65,0,0,0,0

48.087,-2.91,2.83,8.65,0,0,0,0

48.133,-2.91,2.79,8.54,0,0,0,0

48.164,-2.91,2.83,8.5,0,0,0,0

48.194,-2.91,2.83,8.46,0,0,0,0

48.225,-2.79,2.83,8.61,0,0,0,0

48.255,-2.72,2.79,8.61,0,0,0,0

48.286,-2.68,2.83,8.58,0,0,0,0

48.316,-2.76,2.87,8.58,0,0,0,0

48.347,-2.56,2.83,8.58,0,0,0,0

48.377,-2.41,2.68,8.61,0,0,0,0

48.408,-2.6,2.45,8.96,0,0,0,0

48.438,-2.68,2.41,9.07,0,0,0,0

48.469,-2.45,2.26,9.15,0,0,0,0

48.499,-2.11,2.11,9.38,0,0,0,0

48.53,-2.14,2.18,9.23,0,0,0,0

48.56,-2.26,2.26,9,0,0,0,0

48.591,-2.18,2.41,8.88,0,0,0,0

48.621,-2.22,2.6,8.73,0,0,0,0

48.652,-2.3,2.76,8.69,0,0,0,0

48.682,-2.34,2.79,8.65,0,0,0,0

48.713,-2.26,2.76,8.73,0,0,0,0

48.743,-2.26,2.79,8.77,0,0,0,0

48.774,-2.37,2.83,8.77,0,0,0,0

48.804,-2.45,2.87,8.92,0,0,0,0

48.835,-2.41,2.83,8.88,0,0,0,0

48.865,-2.41,2.95,8.77,0,0,0,0

48.896,-2.41,2.95,8.61,0,0,0,0

48.926,-2.41,2.99,8.61,0,0,0,0

48.957,-2.49,3.02,8.58,0,0,0,0

48.987,-2.45,3.06,8.54,0,0,0,0

49.018,-2.41,3.06,8.5,0,0,0,0

49.048,-2.49,3.14,8.5,0,0,0,0

