time,x-axis,y-axis,z-axis,Speedbreaker,Pothole
24.564,1.92,2.18,8.62,0,0
24.642,1.69,2.41,8.62,0,0
24.723,1.65,2.41,8.58,0,0
24.805,1.61,2.45,8.69,0,0
24.883,1.53,2.49,8.62,0,0
24.962,1.61,2.41,8.62,0,0
25.051,1.57,2.45,8.66,0,0
25.129,1.53,2.45,8.69,0,0
25.286,1.57,2.45,8.69,0,0
25.371,1.53,2.45,8.66,0,0
25.451,1.5,2.45,8.66,0,0
25.529,1.5,2.45,8.62,0,0
25.608,1.5,2.45,8.58,0,0
25.687,1.46,2.49,8.62,0,0
25.844,1.42,2.53,8.66,0,0
25.931,1.46,2.49,8.62,0,0
26.01,1.33,2.53,8.66,0,0
26.088,1.33,2.56,8.62,0,0
26.167,1.38,2.53,8.66,0,0
26.249,1.33,2.53,8.69,0,0
26.405,1.33,2.53,8.73,0,0
26.496,1.33,2.53,8.66,0,0
26.655,1.57,2.41,8.66,0,0
26.741,1.76,2.3,8.66,0,0
26.826,1.69,2.34,8.66,0,0
26.904,1.8,2.3,8.66,0,0
26.983,1.65,2.41,8.66,0,0
27.068,1.69,2.37,8.66,0,0
27.146,1.76,2.34,8.62,0,0
27.225,1.57,2.37,8.66,0,0
27.304,1.57,2.45,8.66,0,0
27.382,1.65,2.34,8.69,0,0
27.462,1.57,2.41,8.62,0,0
27.541,1.69,2.37,8.66,0,0
27.62,1.69,2.34,8.66,0,0
27.698,1.61,2.41,8.69,0,0
27.777,1.61,2.37,8.62,0,0
27.861,1.69,2.37,8.62,0,0
27.94,1.73,2.3,8.66,0,0
28.018,1.61,2.41,8.62,0,0
28.097,1.69,2.37,8.66,0,0
28.176,1.73,2.37,8.66,0,0
28.256,1.69,2.37,8.66,0,0
28.413,1.76,2.34,8.69,0,0
28.501,1.69,2.37,8.66,0,0
28.58,1.73,2.37,8.69,0,0
28.658,1.69,2.37,8.62,0,0
28.737,1.61,2.41,8.69,0,0
28.816,1.73,2.34,8.62,0,0
28.894,1.65,2.37,8.62,0,0
28.973,1.73,2.37,8.66,0,0
29.053,1.65,2.37,8.62,0,0
29.131,1.69,2.37,8.66,0,0
29.21,1.69,2.41,8.66,0,0
29.288,1.69,2.41,8.62,0,0
29.367,1.65,2.37,8.62,0,0
29.451,1.69,2.34,8.66,0,0
29.53,1.65,2.37,8.66,0,0
29.608,1.69,2.37,8.66,0,0
29.687,1.69,2.37,8.62,0,0
29.771,1.69,2.41,8.58,0,0
29.851,1.69,2.37,8.69,0,0
29.93,1.65,2.37,8.66,0,0
30.008,1.69,2.34,8.66,0,0
30.087,1.73,2.34,8.66,0,0
30.166,1.76,2.34,8.66,0,0
30.251,1.69,2.37,8.58,0,0
30.331,1.69,2.37,8.66,0,0
30.413,1.69,2.41,8.62,0,0
30.492,1.69,2.37,8.66,0,0
30.572,1.73,2.37,8.69,0,0
30.661,1.8,2.34,8.66,0,0
30.739,1.69,2.37,8.66,0,0
30.821,1.8,2.37,8.66,0,0
30.9,1.69,2.41,8.62,0,0
30.978,1.73,2.34,8.69,0,0
31.059,1.84,2.22,8.62,0,0
31.138,1.73,2.37,8.77,0,0
31.216,1.73,2.3,8.54,0,0
31.295,1.8,2.34,8.73,0,0
31.374,1.84,2.22,8.62,0,0
31.461,1.8,2.3,8.66,0,0
31.54,1.84,2.26,8.69,0,0
31.618,1.8,2.3,8.62,0,0
31.697,1.84,2.22,8.66,0,0
31.781,1.95,2.22,8.62,0,0
31.865,1.92,2.22,8.66,0,0
31.943,1.92,2.26,8.62,0,0
32.031,1.92,2.22,8.62,0,0
32.109,1.92,2.22,8.66,0,0
32.191,1.88,2.26,8.66,0,0
32.269,1.92,2.26,8.66,0,0
32.348,1.95,2.22,8.66,0,0
32.427,1.84,2.22,8.66,0,0
32.505,1.88,2.3,8.69,0,0
32.584,1.73,2.34,8.66,0,0
32.664,1.84,2.26,8.69,0,0
32.743,1.69,2.37,8.58,0,0
32.822,1.8,2.3,8.62,0,0
32.9,1.69,2.3,8.66,0,0
32.979,1.76,2.3,8.66,0,0
33.062,1.61,2.34,8.69,0,0
33.141,1.69,2.41,8.54,0,0
33.22,1.61,2.3,8.73,0,0
33.298,1.69,2.07,8.66,0,0
33.377,1.76,2.41,8.66,0,0
33.461,1.57,2.3,8.66,0,0
33.54,1.76,2.37,8.66,0,0
33.618,1.69,2.34,8.69,0,0
33.697,1.76,2.22,8.69,0,0
33.776,1.69,2.45,8.66,0,0
33.861,1.61,2.41,8.66,0,0
33.94,1.53,2.34,8.62,0,0
34.018,1.69,2.49,8.58,0,0
34.097,1.69,2.3,8.66,0,0
34.176,1.69,2.37,8.58,0,0
34.256,1.73,2.15,8.62,0,0
34.334,1.95,2.26,8.62,0,0
34.413,1.8,2.37,8.69,0,0
34.492,1.73,2.34,8.66,0,0
34.571,1.65,2.3,8.62,0,0
34.651,1.88,2.18,8.66,0,0
34.73,1.73,2.22,8.69,0,0
34.811,1.61,1.99,8.73,0,0
34.89,1.92,2.18,8.77,0,0
34.968,2.03,1.69,8.85,0,0
35.051,1.5,1.57,8.39,0,0
35.13,0.57,2.03,7.93,0,0
35.211,0.99,2.45,9.38,0,0
35.3,0.72,2.49,8.96,0,0
35.379,0.38,2.64,8.39,0,0
35.461,1.46,2.6,8.92,0,0
35.539,1.08,2.68,8.81,0,0
35.618,1.31,2.56,8.73,0,0
35.697,1.18,2.49,8.73,0,0
35.776,1.27,2.53,8.66,0,0
35.861,1.18,2.56,8.66,0,0
35.94,1.33,2.56,8.66,0,0
36.018,1.18,2.56,8.69,0,0
36.097,1.14,2.56,8.62,0,0
36.176,1.12,2.56,8.69,0,0
36.261,1.31,2.53,8.62,0,0
36.341,1.18,2.56,8.69,0,0
36.421,1.23,2.53,8.66,0,0
36.5,1.23,2.6,8.66,0,0
36.579,1.33,2.68,8.73,0,0
36.661,1.23,2.53,8.66,0,0
36.741,0.95,2.6,8.77,0,0
36.821,1.23,2.56,8.66,0,0
36.91,1.12,2.64,8.66,0,0
36.989,1.12,2.56,8.69,0,0
37.07,1.12,2.6,8.62,0,0
37.148,1.12,2.64,8.69,0,0
37.227,1.08,2.6,8.69,0,0
37.306,1.12,2.6,8.66,0,0
37.384,1.12,2.6,8.69,0,0
37.471,1.08,2.64,8.66,0,0
37.55,1.12,2.6,8.66,0,0
37.628,1.12,2.64,8.66,0,0
37.707,1.12,2.6,8.66,0,0
37.786,1.08,2.64,8.66,0,0
37.871,1.08,2.6,8.66,0,0
37.949,1.14,2.6,8.69,0,0
38.028,1.12,2.64,8.66,0,0
38.107,0.99,2.68,8.66,0,0
38.185,1.12,2.56,8.58,0,0
38.264,1.12,2.64,8.62,0,0
38.342,1.12,2.56,8.62,0,0
38.421,1.08,2.56,8.66,0,0
38.499,1.12,2.6,8.66,0,0
38.578,1.08,2.6,8.66,0,0
38.661,1.12,2.6,8.69,0,0
38.74,1.08,2.64,8.66,0,0
38.818,1.12,2.6,8.69,0,0
38.897,1.04,2.6,8.69,0,0
38.975,1.12,2.64,8.66,0,0
39.061,1.12,2.6,8.66,0,0
39.139,1.12,2.6,8.69,0,0
39.218,1.08,2.64,8.69,0,0
39.297,1.04,2.68,8.69,0,0
39.375,0.84,2.76,8.81,0,0
39.461,1.23,2.64,8.5,0,0
39.54,0.95,2.64,8.69,0,0
39.621,1.04,2.64,8.66,0,0
39.699,1.12,2.6,8.69,0,0
39.781,1.12,2.64,8.62,0,0
39.871,1.08,2.64,8.69,0,0
39.949,1.12,2.64,8.66,0,0
40.029,1.08,2.6,8.69,0,0
40.108,1.08,2.68,8.66,0,0
40.187,1.08,2.64,8.62,0,0
40.271,1.08,2.64,8.69,0,0
40.349,1.08,2.64,8.66,0,0
40.428,1.12,2.6,8.66,0,0
