time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata,
29.852,1.38,1.07,9.35,0,0,28.62731208,77.36465794

29.872,0.61,1.07,9.96,0,0,28.62731208,77.36465794

29.892,0.61,1.07,9.96,0,0,28.62731208,77.36465794

29.912,1.07,1.69,9.65,0,0,28.62731208,77.36465794

29.932,1.07,1.69,9.35,0,0,28.62731208,77.36465794

29.952,1.07,1.69,9.35,0,0,28.62731208,77.36465794

29.972,1.53,1.69,8.89,0,0,28.62731208,77.36465794

29.999,1.38,0.77,9.04,0,0,28.62731208,77.36465794

30.018,1.38,0.77,9.04,0,0,28.62731208,77.36465794

30.038,1.84,0.61,9.04,0,0,28.62731208,77.36465794

30.055,1.84,0.61,8.89,0,0,28.62731208,77.36465794

30.074,1.84,0.46,8.89,0,0,28.62731208,77.36465794

30.092,1.69,0.77,8.73,0,0,28.62731208,77.36465794

30.112,1.69,0.77,8.73,0,0,28.62731208,77.36465794

30.132,1.38,1.23,9.81,0,0,28.62731208,77.36465794

30.154,0.15,1.23,10.11,0,0,28.62731208,77.36465794

30.173,0.15,1.23,10.11,0,0,28.62731208,77.36465794

30.192,1.07,1.07,9.35,0,0,28.62731208,77.36465794

30.212,1.07,1.07,9.35,0,0,28.62731208,77.36465794

30.232,0.77,0.92,9.35,0,0,28.62731208,77.36465794

30.255,0.77,1.07,9.04,0,0,28.62731208,77.36465794

30.272,0.77,1.07,9.04,0,0,28.62731208,77.36465794

30.292,0.61,0.77,9.19,0,0,28.62731208,77.36465794

30.312,0.61,0.77,9.5,0,0,28.62731208,77.36465794

30.332,0.31,0.77,9.5,0,0,28.62731208,77.36465794

30.352,0.77,1.07,9.5,0,0,28.62731208,77.36465794

30.372,0.77,1.07,9.5,0,0,28.62731208,77.36465794

30.392,0.46,1.23,9.65,0,0,28.62731208,77.36465794

30.412,0.77,1.38,9.35,0,0,28.62731208,77.36465794

30.432,0.77,1.38,9.35,0,0,28.62731208,77.36465794

30.452,0.77,1.38,9.35,0,0,28.62731208,77.36465794

30.473,0.77,0.92,9.19,0,0,28.62731208,77.36465794

30.492,0.46,0.92,9.19,0,0,28.62731208,77.36465794

30.512,0.61,1.38,7.81,0,0,28.62731208,77.36465794

30.532,0.61,1.38,7.81,0,0,28.62731208,77.36465794

30.552,0.92,1.23,10.11,0,0,28.62731208,77.36465794

30.572,-0.15,1.07,10.27,0,0,28.62731208,77.36465794

30.592,-0.15,1.07,10.27,0,0,28.62731208,77.36465794

30.63,0.46,1.99,8.43,0,0,28.62731208,77.36465794

30.652,0.46,1.84,9.19,0,0,28.62731208,77.36465794

30.682,-0.15,1.69,9.81,0,0,28.62731208,77.36465794

30.703,-0.15,1.38,9.5,0,0,28.62731208,77.36465794

30.722,-0.15,1.38,9.5,0,0,28.62731208,77.36465794

30.757,0.77,1.69,9.04,0,0,28.62731208,77.36465794

30.774,0.92,1.53,8.89,0,0,28.62731208,77.36465794

30.794,0.92,1.53,8.89,0,0,28.62731208,77.36465794

30.812,0.15,1.07,9.81,0,0,28.62731208,77.36465794

30.832,0.77,1.69,9.04,0,0,28.62731208,77.36465794

30.852,0.77,1.69,9.04,0,0,28.62731208,77.36465794

30.872,0.61,1.69,8.73,0,0,28.62731208,77.36465794

30.892,0.46,1.69,9.19,0,0,28.62731208,77.36465794

30.912,0.46,1.69,9.19,0,0,28.62731208,77.36465794

30.932,0.46,1.69,8.73,0,0,28.62731208,77.36465794

30.952,0.46,1.69,8.73,0,0,28.62731208,77.36465794

30.972,0.31,1.69,9.19,0,0,28.62731208,77.36465794

30.992,0.31,2.45,9.35,0,0,28.62731208,77.36465794

31.012,0.31,2.45,9.35,0,0,28.62731208,77.36465794

31.032,-0.15,2.76,9.5,0,0,28.62731208,77.36465794

31.052,-0.15,2.76,9.5,0,0,28.62731208,77.36465794

31.072,-0.46,3.22,9.5,0,0,28.62731208,77.36465794

31.092,-0.92,2.6,9.65,0,0,28.62731208,77.36465794

31.112,-0.92,2.6,9.65,0,0,28.62731208,77.36465794

31.132,-0.61,3.22,9.5,0,0,28.62731208,77.36465794

31.153,-0.15,3.37,8.58,0,0,28.62731208,77.36465794

31.173,-0.15,3.37,8.58,0,0,28.62731208,77.36465794

31.192,-0.15,2.76,8.89,0,0,28.62731208,77.36465794

31.212,-0.15,2.76,8.89,0,0,28.62731208,77.36465794

31.232,-0.31,3.52,9.19,0,0,28.62731208,77.36465794

31.254,-0.46,3.37,8.89,0,0,28.62731208,77.36465794

31.272,-0.46,3.37,8.89,0,0,28.62731208,77.36465794

31.292,-0.61,3.98,8.58,0,0,28.62731208,77.36465794

31.312,-0.61,4.44,7.81,0,0,28.62731208,77.36465794

31.332,-0.61,4.44,7.81,0,0,28.62731208,77.36465794

31.352,-0.46,4.44,7.81,0,0,28.62731208,77.36465794

31.378,0.46,3.52,6.59,0,0,28.62731208,77.36465794

31.396,0.46,3.52,6.59,0,0,28.62731208,77.36465794

31.421,-0.31,3.68,7.51,0,0,28.62731208,77.36465794

31.437,-0.31,3.68,7.51,0,0,28.62731208,77.36465794

31.452,-0.31,5.06,8.58,0,0,28.62731208,77.36465794

31.472,-0.31,5.36,6.74,0,0,28.62731208,77.36465794

31.492,-0.31,5.36,6.74,0,0,28.62731208,77.36465794

31.512,-1.84,6.28,7.66,0,0,28.62731208,77.36465794

31.532,-1.84,6.28,7.66,0,0,28.62731208,77.36465794

31.552,-4.44,6.44,9.04,0,0,28.62731208,77.36465794

31.572,-2.3,5.36,7.2,0,0,28.62731208,77.36465794

31.592,-2.3,5.36,7.2,0,0,28.62731208,77.36465794

31.612,-2.6,6.44,7.05,0,0,28.62731208,77.36465794

31.632,-2.6,6.44,7.66,0,0,28.62731208,77.36465794

31.652,-2.45,6.59,7.66,0,0,28.62731208,77.36465794

31.672,-1.07,5.67,6.74,0,0,28.62731208,77.36465794

31.692,-1.07,5.67,6.74,0,0,28.62731208,77.36465794

31.712,-1.07,5.21,5.67,0,0,28.62731208,77.36465794

31.732,-0.77,4.75,7.2,0,0,28.62731208,77.36465794

31.752,-0.77,4.75,7.2,0,0,28.62731208,77.36465794

31.773,-1.53,5.36,8.73,0,0,28.62731208,77.36465794

31.796,-0.92,5.36,8.12,0,0,28.62731208,77.36465794

31.816,-0.92,5.36,8.12,0,0,28.62731208,77.36465794

31.834,-0.61,4.9,7.2,0,0,28.62731208,77.36465794

31.858,-0.92,4.9,7.97,0,0,28.62731208,77.36465794

31.874,-0.92,4.9,7.97,0,0,28.62731208,77.36465794

31.894,-1.07,4.29,8.58,0,0,28.62731208,77.36465794

31.913,-1.07,4.29,8.58,0,0,28.62731208,77.36465794

31.932,-0.31,4.6,8.43,0,0,28.62731208,77.36465794

31.952,-0.31,4.6,8.43,0,0,28.62731208,77.36465794

31.972,-0.31,4.6,7.51,0,0,28.62731208,77.36465794

31.992,-0.15,4.14,7.97,0,0,28.62731208,77.36465794

32.012,-0.15,4.14,7.97,0,0,28.62731208,77.36465794

32.04,0.46,4.75,7.66,0,0,28.62731208,77.36465794

32.057,0.46,4.75,7.81,0,0,28.62731208,77.36465794

32.084,0.46,4.75,7.81,0,0,28.62731208,77.36465794

32.112,0.46,4.6,7.81,0,0,28.62731208,77.36465794

32.132,0.15,4.44,8.43,0,0,28.62731208,77.36465794

32.153,-0.15,4.44,8.73,0,0,28.62731208,77.36465794

32.172,-0.15,4.44,8.73,0,0,28.62731208,77.36465794

32.192,-0.15,4.6,8.43,0,0,28.62731208,77.36465794

32.212,0.15,4.6,7.97,0,0,28.62731208,77.36465794

32.232,0.15,4.6,7.97,0,0,28.62731208,77.36465794

32.255,-0.31,4.29,8.12,0,0,28.62731208,77.36465794

32.272,-0.31,4.29,8.12,0,0,28.62731208,77.36465794

32.292,-0.31,4.6,7.66,0,0,28.62731208,77.36465794

32.312,-0.15,4.6,7.81,0,0,28.62731208,77.36465794

32.332,-0.15,4.6,7.81,0,0,28.62731208,77.36465794

32.352,-0.46,4.6,8.12,0,0,28.62731208,77.36465794

32.372,-0.46,4.6,8.12,0,0,28.62731208,77.36465794

32.392,-0.31,4.75,7.81,0,0,28.62731208,77.36465794

32.412,-0.31,4.9,7.81,0,0,28.62731208,77.36465794

32.432,-0.31,4.9,7.81,0,0,28.62731208,77.36465794

32.452,-0.77,4.6,8.43,0,0,28.62731208,77.36465794

32.472,-0.61,4.75,8.43,0,0,28.62731208,77.36465794

32.492,-0.61,4.75,8.43,0,0,28.62731208,77.36465794

32.512,-0.61,4.44,7.97,0,0,28.62731208,77.36465794

32.532,-0.61,4.44,7.97,0,0,28.62731208,77.36465794

32.552,-0.61,4.6,8.27,0,0,28.62731208,77.36465794

32.572,0.15,4.44,8.12,0,0,28.62731208,77.36465794

32.592,0.15,4.44,8.12,0,0,28.62731208,77.36465794

32.612,0.31,4.44,8.27,0,0,28.62731208,77.36465794

32.632,0.46,4.9,8.43,0,0,28.62731208,77.36465794

32.652,0.46,4.9,8.43,0,0,28.62731208,77.36465794

32.672,0.46,4.6,8.12,0,0,28.62731208,77.36465794

32.703,0.77,4.29,7.66,0,0,28.62731208,77.36465794

32.733,0.92,4.6,7.81,0,0,28.62731208,77.36465794

32.753,0.92,4.6,7.81,0,0,28.62731208,77.36465794

32.772,0.77,4.44,7.35,0,0,28.62731208,77.36465794

32.792,0.61,4.44,7.51,0,0,28.62731208,77.36465794

32.812,0.61,4.44,7.51,0,0,28.62731208,77.36465794

32.832,0.15,4.44,7.97,0,0,28.62731208,77.36465794

32.852,0.15,4.44,7.97,0,0,28.62731208,77.36465794

32.872,0.15,4.75,7.97,0,0,28.62731208,77.36465794

32.892,-0.15,4.44,7.81,0,0,28.62731208,77.36465794

32.912,-0.15,4.44,7.81,0,0,28.62731208,77.36465794

32.932,-0.46,4.6,8.12,0,0,28.62731208,77.36465794

32.952,-0.46,4.75,8.27,0,0,28.62731208,77.36465794

32.972,-0.77,4.75,8.27,0,0,28.62731208,77.36465794

32.992,-0.92,4.44,8.27,0,0,28.62731208,77.36465794

33.012,-0.92,4.44,8.27,0,0,28.62731208,77.36465794

33.032,-1.23,4.6,7.97,0,0,28.62731208,77.36465794

33.052,-1.38,4.29,8.27,0,0,28.62731208,77.36465794

33.072,-1.38,4.29,8.27,0,0,28.62731208,77.36465794

33.092,-1.53,4.9,7.81,0,0,28.62731208,77.36465794

33.112,-1.53,4.9,7.81,0,0,28.62731208,77.36465794

33.132,-2.15,4.75,7.66,0,0,28.62731208,77.36465794

33.153,-2.15,4.75,7.97,0,0,28.62731208,77.36465794

33.172,-2.15,4.75,7.97,0,0,28.62731208,77.36465794

33.192,-2.6,4.9,7.81,0,0,28.62731208,77.36465794

33.212,-2.3,4.6,7.97,0,0,28.62731208,77.36465794

33.232,-2.3,4.6,7.97,0,0,28.62731208,77.36465794

33.255,-1.53,4.9,7.97,0,0,28.62731208,77.36465794

33.272,-1.53,4.9,7.97,0,0,28.62731208,77.36465794

33.292,-1.23,4.44,8.27,0,0,28.62731208,77.36465794

33.312,-0.92,4.9,8.27,0,0,28.62731208,77.36465794

33.344,-1.38,5.21,7.97,0,0,28.62731208,77.36465794

33.37,-1.38,5.21,7.97,0,0,28.62731208,77.36465794

33.396,-1.84,5.21,8.27,0,0,28.62731208,77.36465794

33.414,-0.15,4.44,9.19,0,0,28.62731208,77.36465794

33.432,-0.15,4.44,9.19,0,0,28.62731208,77.36465794

33.452,-1.84,4.44,7.2,0,0,28.62731208,77.36465794

33.472,-1.38,4.44,8.58,0,0,28.62731208,77.36465794

33.492,-1.38,4.44,8.58,0,0,28.62731208,77.36465794

33.512,-0.46,3.83,8.12,0,0,28.62731208,77.36465794

33.532,-0.46,4.14,7.97,0,0,28.62731208,77.36465794

33.552,-0.46,4.14,7.97,0,0,28.62731208,77.36465794

33.572,-0.77,4.75,7.97,0,0,28.62731208,77.36465794

33.592,-0.77,4.75,7.97,0,0,28.62731208,77.36465794

33.612,-0.15,4.29,8.58,0,0,28.62731208,77.36465794

33.632,-0.31,4.14,8.58,0,0,28.62731208,77.36465794

33.652,-0.31,4.14,8.58,0,0,28.62731208,77.36465794

33.672,-0.61,4.29,8.58,0,0,28.62731208,77.36465794

33.692,-0.61,4.29,8.58,0,0,28.62731208,77.36465794

33.712,-0.46,4.44,8.27,0,0,28.62731208,77.36465794

33.732,-0.46,3.98,8.12,0,0,28.62731208,77.36465794

33.752,-0.46,3.98,8.12,0,0,28.62731208,77.36465794

33.772,-0.31,3.83,7.81,0,0,28.62731208,77.36465794

33.792,-0.15,4.14,8.27,0,0,28.62731208,77.36465794

33.812,-0.15,4.14,8.27,0,0,28.62731208,77.36465794

33.832,0.46,3.83,8.58,0,0,28.62731208,77.36465794

33.852,0.46,3.83,8.58,0,0,28.62731208,77.36465794

33.872,1.99,2.6,8.27,0,0,28.62731208,77.36465794

33.892,2.6,3.22,9.19,0,0,28.62731208,77.36465794

33.912,2.6,3.22,9.19,0,0,28.62731208,77.36465794

33.932,2.76,2.6,9.04,0,0,28.62731208,77.36465794

33.952,3.06,2.15,7.97,0,0,28.62731208,77.36465794

33.972,3.06,2.15,7.97,0,0,28.62731208,77.36465794

33.999,1.99,2.6,7.35,0,0,28.62731208,77.36465794

34.016,1.99,2.6,7.35,0,0,28.62731208,77.36465794

34.038,0.92,3.83,7.05,0,0,28.62731208,77.36465794

34.054,-0.61,2.76,6.74,0,0,28.62731208,77.36465794

34.072,-0.61,2.76,6.74,0,0,28.62731208,77.36465794

34.092,-1.38,3.37,7.05,0,0,28.62731208,77.36465794

34.112,-1.99,2.6,7.66,0,0,28.62731208,77.36465794

34.132,-1.99,2.6,7.66,0,0,28.62731208,77.36465794

34.153,-2.3,3.98,8.12,0,0,28.62731208,77.36465794

34.172,-2.3,3.98,8.12,0,0,28.62731208,77.36465794

34.192,-2.6,4.29,6.74,0,0,28.62731208,77.36465794

34.212,-1.84,2.91,8.27,0,0,28.62731208,77.36465794

34.232,-1.84,2.91,8.27,0,0,28.62731208,77.36465794

34.255,-1.07,2.91,7.05,0,0,28.62731208,77.36465794

34.272,-1.07,2.91,7.05,0,0,28.62731208,77.36465794

34.292,-0.46,2.15,9.04,0,0,28.62731208,77.36465794

34.312,-0.15,2.45,9.35,0,0,28.62731208,77.36465794

34.332,-0.15,2.45,9.35,0,0,28.62731208,77.36465794

34.352,-0.15,2.91,8.43,0,0,28.62731208,77.36465794

34.372,0.31,1.84,8.12,0,0,28.62731208,77.36465794

34.392,0.31,1.84,8.12,0,0,28.62731208,77.36465794

34.412,1.23,0.61,11.19,0,0,28.62731208,77.36465794

34.432,1.23,0.61,11.19,0,0,28.62731208,77.36465794

34.452,0.77,0.92,10.11,0,0,28.62731208,77.36465794

34.472,3.06,0.92,9.19,0,0,28.62731208,77.36465794

34.492,3.06,0.92,9.19,0,0,28.62731208,77.36465794

34.512,2.91,-1.23,9.5,0,0,28.62731208,77.36465794

34.532,1.07,-0.46,9.35,0,0,28.62731208,77.36465794

34.552,1.07,-0.46,9.35,0,0,28.62731208,77.36465794

34.572,0.77,-2.3,9.5,0,0,28.62731208,77.36465794

34.592,0.77,-2.3,9.5,0,0,28.62731208,77.36465794

34.612,-2.45,-1.38,10.73,0,0,28.62731208,77.36465794

34.632,-1.38,-0.92,10.88,0,0,28.62731208,77.36465794

34.663,-1.38,-0.92,10.88,0,0,28.62731208,77.36465794

34.694,-2.6,-1.69,11.34,0,0,28.62731208,77.36465794

34.712,-2.6,-1.69,11.34,0,0,28.62731208,77.36465794

34.732,-3.68,-0.46,8.73,0,0,28.62731208,77.36465794

34.752,-3.68,-0.46,8.73,0,0,28.62731208,77.36465794

34.772,-2.45,-1.07,9.5,0,0,28.62731208,77.36465794

34.792,-2.91,-1.38,9.04,0,0,28.62731208,77.36465794

34.812,-2.91,-1.38,9.04,0,0,28.62731208,77.36465794

34.832,-2.3,-1.69,8.43,0,0,28.62731208,77.36465794

34.852,-2.3,-2.3,9.96,0,0,28.62731208,77.36465794

34.872,-0.77,-2.3,9.96,0,0,28.62731208,77.36465794

34.892,-3.37,-3.06,8.89,0,0,28.62731208,77.36465794

34.912,-3.37,-3.06,8.89,0,0,28.62731208,77.36465794

34.932,-2.3,-2.6,9.81,0,0,28.62731208,77.36465794

34.952,-2.91,-2.45,9.5,0,0,28.62731208,77.36465794

34.972,-2.91,-2.45,9.5,0,0,28.62731208,77.36465794

34.992,-2.76,-3.68,8.27,0,0,28.62731208,77.36465794

35.012,-2.76,-3.68,8.27,0,0,28.62731208,77.36465794

35.032,-4.14,-0.77,9.81,0,0,28.62731208,77.36465794

35.052,-5.67,-1.53,8.89,0,0,28.62731208,77.36465794

35.072,-5.67,-1.53,8.89,0,0,28.62731208,77.36465794

35.092,-2.91,-0.61,10.73,0,0,28.62731208,77.36465794

35.112,-0.46,-0.92,11.03,0,0,28.62731208,77.36465794

35.132,-0.46,-0.92,11.03,0,0,28.62731208,77.36465794

35.153,-0.31,0.15,10.88,0,0,28.62731208,77.36465794

35.173,-0.31,0.15,10.88,0,0,28.62731208,77.36465794

35.192,-4.44,-1.38,10.88,0,0,28.62731208,77.36465794

35.212,-1.69,-2.6,9.04,0,0,28.62731208,77.36465794

35.232,-1.69,-2.6,9.04,0,0,28.62731208,77.36465794

35.255,-1.84,-0.92,9.35,0,0,28.62731208,77.36465794

35.272,-2.3,-1.07,10.11,0,0,28.62731208,77.36465794

35.296,-2.3,-1.07,10.11,0,0,28.62731208,77.36465794

35.315,-1.99,-0.61,8.89,0,0,28.62731208,77.36465794

35.335,-1.99,-2.15,9.35,0,0,28.62731208,77.36465794

35.355,-1.07,-2.15,9.35,0,0,28.62731208,77.36465794

35.372,-1.38,-4.29,10.27,0,0,28.62731208,77.36465794

35.392,-1.38,-4.29,10.27,0,0,28.62731208,77.36465794

35.412,-0.92,-0.61,8.89,0,0,28.62731208,77.36465794

35.432,-0.92,-3.68,9.65,0,0,28.62731208,77.36465794

35.452,-0.92,-3.68,9.65,0,0,28.62731208,77.36465794

35.472,-1.38,-4.29,10.11,0,0,28.62731208,77.36465794

35.492,-1.38,-4.29,10.11,0,0,28.62731208,77.36465794

35.512,-0.46,-3.52,8.58,0,0,28.62731208,77.36465794

35.532,-0.46,-4.29,8.73,0,0,28.62731208,77.36465794

35.552,-0.46,-4.29,8.73,0,0,28.62731208,77.36465794

35.572,-0.15,-5.36,10.11,0,0,28.62731208,77.36465794

35.592,-0.15,-5.36,10.11,0,0,28.62731208,77.36465794

35.612,-2.45,-5.06,7.35,0,0,28.62731208,77.36465794

35.632,-13.02,-5.06,13.33,0,0,28.62731208,77.36465794

35.652,-13.02,-5.06,13.33,0,0,28.62731208,77.36465794

35.672,-6.13,-2.15,7.05,0,0,28.62731208,77.36465794

35.692,7.51,-0.15,-0.46,0,0,28.62731208,77.36465794

35.712,7.51,-0.15,-0.46,0,0,28.62731208,77.36465794

35.732,6.13,-5.21,0.15,0,0,28.62731208,77.36465794

35.753,6.13,-5.21,0.15,0,0,28.62731208,77.36465794

35.772,3.22,-5.36,6.74,0,0,28.62731208,77.36465794

35.792,4.14,-5.21,8.12,0,0,28.62731208,77.36465794

35.812,4.14,-5.21,8.12,0,0,28.62731208,77.36465794

35.832,4.75,-5.21,5.21,0,0,28.62731208,77.36465794

35.852,3.37,-4.9,5.06,0,0,28.62731208,77.36465794

35.872,3.37,-4.9,5.06,0,0,28.62731208,77.36465794

35.892,0.92,-1.69,-1.53,0,0,28.62731208,77.36465794

35.912,0.92,-1.69,-1.53,0,0,28.62731208,77.36465794

35.932,-0.61,-0.61,-2.3,0,0,28.62731208,77.36465794

35.96,-0.61,0.92,0.46,0,0,28.62731208,77.36465794

35.999,-0.15,-0.31,-0.31,0,0,28.62731208,77.36465794

36.032,0.46,0.61,-0.61,0,0,28.62731208,77.36465794

36.052,-0.92,1.53,0.61,0,0,28.62731208,77.36465794

36.073,-0.92,1.53,0.61,0,0,28.62731208,77.36465794

36.092,-0.92,-0.15,0.92,0,0,28.62731208,77.36465794

36.112,-0.15,-0.15,1.69,0,0,28.62731208,77.36465794

36.132,-0.15,-0.15,1.69,0,0,28.62731208,77.36465794

36.153,-1.84,-0.77,5.52,0,0,28.62731208,77.36465794

36.175,-0.15,-0.31,7.35,0,0,28.62731208,77.36465794

36.192,-0.15,-0.31,7.35,0,0,28.62731208,77.36465794

36.212,-0.31,-0.31,9.81,0,0,28.62731208,77.36465794

36.232,-0.31,-0.31,9.81,0,0,28.62731208,77.36465794

36.254,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

36.272,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.292,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.312,-0.31,-0.31,9.65,0,0,28.62731208,77.36465794

36.332,-0.31,-0.31,9.65,0,0,28.62731208,77.36465794

36.352,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.372,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.392,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.412,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.432,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.452,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.472,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.492,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.512,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.532,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

36.552,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

36.573,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.592,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.617,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.636,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.655,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.675,-0.31,-0.46,9.65,0,0,28.62731208,77.36465794

36.692,-0.46,-0.31,9.5,0,0,28.62731208,77.36465794

36.712,-0.46,-0.31,9.5,0,0,28.62731208,77.36465794

36.732,-0.31,-0.31,9.65,0,0,28.62731208,77.36465794

36.752,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

36.803,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

36.819,-0.31,-0.31,9.65,0,0,28.62731208,77.36465794

36.835,-0.31,-0.31,9.65,0,0,28.62731208,77.36465794

36.857,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.892,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

36.912,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

36.932,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.952,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.972,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

36.992,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

37.012,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.032,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.052,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.073,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.092,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

37.112,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.132,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.153,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.174,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.192,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.212,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.232,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.255,-0.31,-0.31,9.5,0,0,28.62731208,77.36465794

37.272,-0.31,-0.31,9.65,0,0,28.62731208,77.36465794

37.292,-0.31,-0.31,9.65,0,0,28.62731208,77.36465794

37.321,-0.31,-0.31,9.65,0,0,28.62731208,77.36465794

37.336,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

37.358,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

37.374,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

37.392,-0.31,-0.46,9.5,0,0,28.62731208,77.36465794

