time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata,

69.119,-1.07,6.28,11.03,0,0,unable to access data,

69.178,0.15,5.21,5.98,0,0,unable to access data,

69.238,-1.07,6.28,7.66,0,0,unable to access data,

69.298,-0.61,6.13,7.35,0,0,unable to access data,

69.358,-0.61,5.52,6.74,0,0,unable to access data,

69.419,-1.07,5.82,6.9,0,0,unable to access data,

69.479,-1.07,5.52,6.59,0,0,unable to access data,

69.539,-0.61,6.13,7.81,0,0,unable to access data,

69.599,-0.31,5.52,8.12,0,0,unable to access data,

69.659,0.15,5.82,8.27,0,0,unable to access data,

69.719,0.77,5.36,11.65,0,0,unable to access data,

69.779,2.15,3.83,12.11,0,0,unable to access data,

69.841,2.15,4.29,9.65,0,0,unable to access data,

69.9,0.31,3.37,9.19,0,0,unable to access data,

69.959,1.38,3.68,5.82,0,0,unable to access data,

70.019,0.15,5.82,7.05,0,0,unable to access data,

70.079,0.61,4.9,9.19,0,0,unable to access data,

70.139,1.07,5.21,6.9,0,0,unable to access data,

70.199,1.53,5.06,9.65,0,0,unable to access data,

70.259,-0.15,5.36,8.43,0,0,unable to access data,

70.319,-0.92,5.06,7.97,0,0,unable to access data,

70.379,0.31,4.75,7.81,0,0,unable to access data,

70.439,0.15,5.06,9.96,0,0,unable to access data,

70.499,0.15,5.06,8.58,0,0,unable to access data,

70.559,1.23,4.44,7.2,0,0,unable to access data,

70.619,-0.92,5.06,10.73,0,0,unable to access data,

70.679,-1.99,5.98,8.89,0,0,unable to access data,

70.739,-1.38,5.52,7.2,0,0,unable to access data,

70.8,0.46,4.44,7.81,0,0,unable to access data,

70.86,-1.99,5.98,8.27,0,0,unable to access data,

70.919,-0.46,4.9,9.04,0,0,unable to access data,

70.979,-0.15,5.06,8.27,0,0,unable to access data,

71.039,-1.53,5.36,7.81,0,0,unable to access data,

71.099,-0.15,4.9,7.66,0,0,unable to access data,

71.159,-0.31,5.21,7.97,0,0,unable to access data,

71.219,-1.53,6.28,8.43,0,0,unable to access data,

