time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata,

202.735,-2.45,5.52,7.51,0,0,28.62798797,77.37011936

202.755,-2.15,5.21,7.35,0,0,28.62798797,77.37011936

202.784,-1.99,4.9,7.51,0,0,28.62798797,77.37011936

202.821,-1.69,5.21,7.51,0,0,28.62798797,77.37011936

202.84,-1.69,5.21,8.12,0,0,28.62798797,77.37011936

202.868,-1.69,5.21,8.12,0,0,28.62798797,77.37011936

202.89,-1.23,5.06,7.97,0,0,28.62798797,77.37011936

202.922,-1.07,5.06,7.97,0,0,28.62798797,77.37011936

202.945,-0.61,5.06,8.73,0,0,28.62798797,77.37011936

202.975,-0.61,4.75,8.27,0,0,28.62798797,77.37011936

202.995,-0.61,4.75,8.27,0,0,28.62798797,77.37011936

203.015,-0.31,4.75,7.81,0,0,28.62798797,77.37011936

203.035,0.15,5.36,7.97,0,0,28.62798797,77.37011936

203.055,0.15,5.36,7.97,0,0,28.62798797,77.37011936

203.075,0.77,5.06,7.05,0,0,28.62798797,77.37011936

203.095,0.77,5.06,7.05,0,0,28.62798797,77.37011936

203.115,0.92,4.6,6.44,0,0,28.62798797,77.37011936

203.135,0.61,4.75,7.51,0,0,28.62798797,77.37011936

203.156,0.61,4.75,7.51,0,0,28.62798797,77.37011936

203.175,0.46,5.36,7.66,0,0,28.62798797,77.37011936

203.195,0.61,5.36,6.59,0,0,28.62798797,77.37011936

203.215,0.61,5.36,6.59,0,0,28.62798797,77.37011936

203.235,0.61,4.75,5.98,0,0,28.62798797,77.37011936

203.255,0.61,4.75,5.98,0,0,28.62798797,77.37011936

203.275,0.31,5.21,8.43,0,0,28.62798797,77.37011936

203.296,-1.23,4.6,8.43,0,0,28.62798797,77.37011936

203.315,-1.23,4.6,8.43,0,0,28.62798797,77.37011936

203.335,-1.23,5.21,5.52,0,0,28.62798797,77.37011936

203.355,-1.23,4.9,6.28,0,0,28.62798797,77.37011936

203.375,-0.92,4.9,6.28,0,0,28.62798797,77.37011936

203.395,-1.23,4.29,8.73,0,0,28.62798797,77.37011936

203.415,-1.23,4.29,8.73,0,0,28.62798797,77.37011936

203.436,-0.61,3.68,11.03,0,0,28.62798797,77.37011936

203.455,-0.15,5.52,8.73,0,0,28.62798797,77.37011936

203.475,-0.15,5.52,8.73,0,0,28.62798797,77.37011936

203.495,-2.45,4.6,7.05,0,0,28.62798797,77.37011936

203.515,-2.45,4.6,7.05,0,0,28.62798797,77.37011936

203.535,-2.15,2.76,4.6,0,0,28.62798797,77.37011936

203.555,-4.6,5.21,11.65,0,0,28.62798797,77.37011936

203.575,-4.6,5.21,11.65,0,0,28.62798797,77.37011936

203.595,-0.92,6.9,9.19,0,0,28.62798797,77.37011936

203.615,-0.15,5.21,8.73,0,0,28.62798797,77.37011936

203.643,-0.15,5.21,8.73,0,0,28.62798797,77.37011936

203.661,-0.77,4.29,7.81,0,0,28.62798797,77.37011936

203.68,-0.61,3.37,8.27,0,0,28.62798797,77.37011936

203.698,-0.61,3.37,8.27,0,0,28.62798797,77.37011936

203.718,-0.61,2.3,7.66,0,0,28.62798797,77.37011936

203.738,-0.61,2.3,7.66,0,0,28.62798797,77.37011936

203.757,-1.07,4.14,8.27,0,0,28.62798797,77.37011936

203.777,-1.38,4.44,7.66,0,0,28.62798797,77.37011936

203.806,-1.38,4.44,7.66,0,0,28.62798797,77.37011936

203.844,-1.38,3.52,7.35,0,0,28.62798797,77.37011936

203.875,-1.99,6.44,7.35,0,0,28.62798797,77.37011936

203.895,-1.99,6.44,7.35,0,0,28.62798797,77.37011936

203.915,-3.98,5.82,6.44,0,0,28.62798797,77.37011936

203.935,-3.98,5.82,6.44,0,0,28.62798797,77.37011936

203.955,-1.23,4.14,8.89,0,0,28.62798797,77.37011936

203.975,-0.46,3.68,7.81,0,0,28.62798797,77.37011936

203.995,-0.46,3.68,7.81,0,0,28.62798797,77.37011936

204.015,-0.61,3.68,7.97,0,0,28.62798797,77.37011936

204.035,-0.46,2.91,10.11,0,0,28.62798797,77.37011936

204.055,-0.46,2.91,10.11,0,0,28.62798797,77.37011936

204.075,-1.84,2.6,10.11,0,0,28.62798797,77.37011936

204.095,-1.84,2.6,10.11,0,0,28.62798797,77.37011936

204.115,-2.15,3.98,9.5,0,0,28.62798797,77.37011936

204.135,-3.06,4.14,9.04,0,0,28.62798797,77.37011936

204.155,-3.06,4.14,9.04,0,0,28.62798797,77.37011936

204.175,-1.69,2.76,9.81,0,0,28.62798797,77.37011936

204.195,-0.15,2.15,10.11,0,0,28.62798797,77.37011936

204.215,-0.15,2.15,10.11,0,0,28.62798797,77.37011936

204.235,-2.76,3.37,10.11,0,0,28.62798797,77.37011936

204.255,-2.76,3.37,10.11,0,0,28.62798797,77.37011936

204.275,-0.46,1.23,9.5,0,0,28.62798797,77.37011936

204.295,-0.77,4.44,8.58,0,0,28.62798797,77.37011936

204.315,-0.77,4.44,8.58,0,0,28.62798797,77.37011936

204.342,0.46,3.83,9.35,0,0,28.62798797,77.37011936

204.359,-1.07,3.37,8.12,0,0,28.62798797,77.37011936

204.383,-1.07,3.37,8.12,0,0,28.62798797,77.37011936

204.399,-1.69,2.91,6.44,0,0,28.62798797,77.37011936

204.415,-1.69,2.91,6.44,0,0,28.62798797,77.37011936

204.435,-0.31,2.76,7.51,0,0,28.62798797,77.37011936

