time,x-axis,y-axis,z-axis,Event1,Event2
38.858000000000004 , 0.92 , 8.27 , 3.98,0,0
38.924 , 0.46 , 8.73 , 4.44,0,0
38.985 , 0.61 , 7.8100000000000005 , 4.75,0,0
39.045 , -0.15 , 7.51 , 4.6000000000000005,0,0
39.105000000000004 , -1.53 , 8.120000000000001 , 3.37,0,0
39.164 , -0.61 , 7.51 , 5.67,0,0
39.224000000000004 , 1.3800000000000001 , 8.120000000000001 , 6.13,0,0
39.286 , 2.7600000000000002 , 7.51 , 2.91,0,0
39.354 , 2.7600000000000002 , 6.9 , 3.52,0,0
39.414 , 2.3000000000000003 , 5.21 , 4.14,0,0
39.474000000000004 , -0.77 , 2.45 , 10.73,0,0
39.534 , -0.92 , 0.15 , 9.35,0,0
39.594 , 1.53 , -1.23 , 13.64,0,0
39.655 , -0.31 , 0.92 , 9.81,0,0
39.715 , 1.99 , -1.99 , 9.81,0,0
39.784 , 3.37 , -6.9 , 16.240000000000002,0,0
39.845 , 1.23 , -2.45 , 9.81,0,0
39.904 , 2.6 , -1.53 , 4.14,0,0
39.964 , 6.74 , -1.84 , 7.51,0,0
40.025 , 2.7600000000000002 , -1.69 , 7.3500000000000005,0,0
40.085 , 4.9 , -2.15 , 6.59,0,0
40.146 , 8.120000000000001 , -3.83 , 4.75,0,0
40.215 , 7.05 , -0.15 , 7.2,0,0
40.274 , 7.66 , 0.61 , 5.5200000000000005,0,0
40.334 , 3.06 , -1.23 , 5.0600000000000005,0,0
40.394 , 0.77 , -3.52 , 6.44,0,0
40.454 , 1.07 , 0.15 , 5.98,0,0
40.514 , 0.92 , 1.23 , 5.5200000000000005,0,0
40.575 , -0.31 , 2.3000000000000003 , 9.81,0,0
40.634 , 2.3000000000000003 , 1.23 , 7.05,0,0
40.694 , 2.91 , -0.61 , 8.89,0,0
40.754 , 3.52 , -1.07 , 8.43,0,0
40.815 , 3.22 , -0.46 , 8.89,0,0
40.884 , 2.91 , -0.15 , 9.35,0,0
40.944 , 3.06 , -0.15 , 9.5,0,0
41.004 , 2.91 , -0.15 , 9.35,0,0
