time,x-axis,y-axis,z-axis,Event1,Event2,latitude,longitude
22.887 , -0.84 , 6.09 , 7.43,0,0,0.0 , 0.0
22.917 , -0.88 , 6.16 , 7.2700000000000005,0,0,0.0 , 0.0
22.948 , -0.8 , 6.05 , 7.3500000000000005,0,0,0.0 , 0.0
22.978 , -0.8 , 5.97 , 7.46,0,0,0.0 , 0.0
23.009 , -0.88 , 6.09 , 7.390000000000001,0,0,0.0 , 0.0
23.039 , -0.73 , 6.01 , 7.46,0,0,0.0 , 0.0
23.07 , -0.61 , 5.97 , 7.46,0,0,0.0 , 0.0
23.1 , -0.8 , 6.13 , 7.3100000000000005,0,0,0.0 , 0.0
23.131 , -0.8 , 6.05 , 7.43,0,0,0.0 , 0.0
23.161 , -0.73 , 6.01 , 7.46,0,0,0.0 , 0.0
23.191 , -0.73 , 6.09 , 7.390000000000001,0,0,0.0 , 0.0
23.222 , -0.77 , 6.13 , 7.3500000000000005,0,0,0.0 , 0.0
23.264 , -0.61 , 6.01 , 7.58,0,0,0.0 , 0.0
23.295 , -0.5700000000000001 , 5.97 , 7.58,0,0,0.0 , 0.0
23.325 , -0.65 , 6.05 , 7.5,0,0,0.0 , 0.0
23.356 , -0.6900000000000001 , 5.97 , 7.5,0,0,0.0 , 0.0
23.386 , -0.65 , 6.05 , 7.3100000000000005,0,0,0.0 , 0.0
23.417 , -0.65 , 6.05 , 7.390000000000001,0,0,0.0 , 0.0
23.447 , -0.73 , 6.05 , 7.390000000000001,0,0,0.0 , 0.0
23.478 , -0.77 , 6.05 , 7.390000000000001,0,0,0.0 , 0.0
23.508 , -0.6900000000000001 , 5.97 , 7.43,0,0,0.0 , 0.0
23.539 , -0.77 , 5.97 , 7.58,0,0,0.0 , 0.0
23.569 , -0.88 , 6.01 , 7.46,0,0,0.0 , 0.0
23.6 , -0.84 , 6.01 , 7.390000000000001,0,0,0.0 , 0.0
23.63 , -1.0 , 6.05 , 7.5,0,0,0.0 , 0.0
23.661 , -1.07 , 6.05 , 7.58,0,0,0.0 , 0.0
23.691 , -0.92 , 5.97 , 7.58,0,0,0.0 , 0.0
23.722 , -0.88 , 5.9 , 7.66,0,0,0.0 , 0.0
23.752 , -0.96 , 5.9 , 7.54,0,0,0.0 , 0.0
23.783 , -0.88 , 5.9 , 7.3500000000000005,0,0,0.0 , 0.0
23.813 , -0.84 , 5.93 , 7.43,0,0,0.0 , 0.0
23.843 , -0.65 , 6.47 , 7.24,0,0,0.0 , 0.0
23.874 , -0.96 , 5.7 , 7.390000000000001,0,0,0.0 , 0.0
23.904 , -1.26 , 5.59 , 7.5,0,0,0.0 , 0.0
23.935000000000002 , -1.42 , 5.74 , 7.43,0,0,0.0 , 0.0
23.965 , -1.07 , 5.55 , 7.390000000000001,0,0,0.0 , 0.0
23.996000000000002 , -1.03 , 5.09 , 7.43,0,0,0.0 , 0.0
24.026 , -1.95 , 4.82 , 7.3100000000000005,0,0,0.0 , 0.0
24.057000000000002 , -2.49 , 4.5200000000000005 , 8.35,0,0,0.0 , 0.0
24.088 , -2.11 , 4.75 , 8.19,0,0,0.0 , 0.0
24.119 , -2.56 , 4.98 , 7.58,0,0,0.0 , 0.0
24.149 , -2.3000000000000003 , 4.86 , 7.66,0,0,0.0 , 0.0
24.18 , -1.8800000000000001 , 4.75 , 7.7700000000000005,0,0,0.0 , 0.0
24.21 , -2.49 , 4.75 , 8.040000000000001,0,0,0.0 , 0.0
24.241 , -2.56 , 4.63 , 8.23,0,0,0.0 , 0.0
24.272000000000002 , -2.68 , 4.33 , 8.35,0,0,0.0 , 0.0
24.302 , -3.06 , 4.5600000000000005 , 7.8500000000000005,0,0,0.0 , 0.0
24.333000000000002 , -3.33 , 4.79 , 7.66,0,0,0.0 , 0.0
24.363 , -3.25 , 4.71 , 7.73,0,0,0.0 , 0.0
24.394000000000002 , -3.87 , 4.71 , 7.73,0,0,0.0 , 0.0
24.424 , -4.36 , 4.82 , 7.8100000000000005,0,0,0.0 , 0.0
24.455000000000002 , -4.29 , 4.94 , 7.43,0,0,0.0 , 0.0
24.485 , -4.13 , 5.28 , 6.890000000000001,0,0,0.0 , 0.0
24.516000000000002 , -3.98 , 5.36 , 6.93,0,0,0.0 , 0.0
24.546 , -3.71 , 5.47 , 6.74,0,0,0.0 , 0.0
24.577 , -3.48 , 5.47 , 6.8100000000000005,0,0,0.0 , 0.0
24.607 , -2.87 , 5.17 , 7.54,0,0,0.0 , 0.0
24.638 , -2.95 , 4.82 , 7.890000000000001,0,0,0.0 , 0.0
24.668 , -3.29 , 5.47 , 7.58,0,0,0.0 , 0.0
