time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata,

47.643,-0.46,7.35,6.74,0,0,28.63587283,77.36596865

47.7,-0.31,7.05,6.59,0,0,28.63587283,77.36596865

47.76,-0.46,7.2,7.05,0,0,28.63587283,77.36596865

47.82,-0.15,6.9,6.9,0,0,28.63587283,77.36596865

47.88,-0.31,7.2,6.13,0,0,28.63587283,77.36596865

47.941,-0.31,7.05,6.74,0,0,28.67066494,77.431091

48,-0.31,6.9,6.74,0,0,28.67066494,77.431091

48.06,-0.61,7.81,6.59,0,0,28.67066494,77.431091

48.12,1.23,7.2,4.75,0,0,28.67066494,77.431091

48.18,1.07,5.82,7.2,0,0,28.67066494,77.431091

48.24,-0.92,7.2,8.12,0,0,28.67066494,77.431091

48.302,1.69,4.29,9.19,0,0,28.67066494,77.431091

48.36,-0.15,6.9,6.9,0,0,28.67066494,77.431091

48.42,-0.61,6.28,7.66,0,0,28.67066494,77.431091

48.48,1.69,5.36,7.51,0,0,28.67066494,77.431091

48.54,0.77,5.98,8.12,0,0,28.67066494,77.431091

48.6,0.61,6.13,7.35,0,0,28.67066494,77.431091

48.66,1.53,5.36,7.81,0,0,28.67066494,77.431091

48.72,1.53,4.75,8.89,0,0,28.67066494,77.431091

48.78,0.92,5.82,7.81,0,0,28.67066494,77.431091

48.84,1.38,5.82,7.51,0,0,28.67066494,77.431091

48.9,0.92,5.82,7.66,0,0,28.67066494,77.431091

48.96,1.69,5.98,7.97,0,0,28.6706352,77.43107117

49.02,3.06,5.52,7.2,0,0,28.6706352,77.43107117

49.081,0.92,6.44,7.97,0,0,28.6706352,77.43107117

49.14,0.61,5.52,8.58,0,0,28.6706352,77.43107117

49.2,2.45,5.98,5.36,0,0,28.6706352,77.43107117

49.26,0.92,5.67,8.73,0,0,28.6706352,77.43107117

49.32,0.61,5.36,7.81,0,0,28.6706352,77.43107117

49.38,0.15,5.82,8.73,0,0,28.6706352,77.43107117

49.44,1.23,5.82,8.43,0,0,28.6706352,77.43107117

49.5,1.69,5.06,9.19,0,0,28.6706352,77.43107117

49.56,1.99,8.43,3.83,0,0,28.6706352,77.43107117

49.62,1.07,7.35,8.43,0,0,28.6706352,77.43107117

49.682,1.84,5.67,8.12,0,0,28.6706352,77.43107117

49.74,0.61,6.74,7.35,0,0,28.6706352,77.43107117

49.8,0.31,7.2,8.27,0,0,28.6706352,77.43107117

49.863,1.84,6.44,8.43,0,0,28.6706352,77.43107117

49.92,0.92,6.9,5.06,0,0,28.6706352,77.43107117

49.98,0.92,7.51,4.44,0,0,28.6706352,77.43107117

50.04,0.77,7.05,4.29,0,0,28.6706352,77.43107117

50.1,1.69,6.13,8.27,0,0,28.6706352,77.43107117

50.16,-1.23,7.2,7.2,0,0,28.6706352,77.43107117

50.22,0.92,6.28,6.9,0,0,28.6706352,77.43107117

50.281,2.45,5.67,6.74,0,0,28.6706352,77.43107117

50.34,2.45,7.35,7.2,0,0,28.6706352,77.43107117

50.401,0.77,6.44,7.2,0,0,28.6706352,77.43107117

50.46,2.6,5.52,8.12,0,0,28.6706352,77.43107117

50.52,0.61,6.59,6.74,0,0,28.6706352,77.43107117

50.58,1.07,6.13,7.51,0,0,28.6706352,77.43107117

50.64,1.69,6.13,7.51,0,0,28.6706352,77.43107117

50.7,0.92,6.44,7.35,0,0,28.6706352,77.43107117

50.761,1.38,6.13,7.2,0,0,28.6706352,77.43107117

50.821,1.38,6.28,7.51,0,0,28.6706352,77.43107117

50.88,1.38,6.44,7.51,0,0,28.6706352,77.43107117

50.941,1.53,6.28,7.35,0,0,28.6706352,77.43107117

51,1.38,6.44,7.2,0,0,28.6706352,77.43107117

51.06,1.38,6.13,7.2,0,0,28.6706352,77.43107117

51.12,1.69,6.28,7.2,0,0,28.6706352,77.43107117

51.18,1.38,6.59,7.05,0,0,28.6706352,77.43107117

51.24,1.38,6.59,7.2,0,0,28.6706352,77.43107117

51.3,1.23,6.44,7.2,0,0,28.6706352,77.43107117

51.36,1.07,7.35,6.13,0,0,28.6706352,77.43107117

51.42,0.92,6.59,7.2,0,0,28.6706352,77.43107117

51.48,1.23,5.21,6.74,0,0,28.6706352,77.43107117

51.54,-1.07,3.22,9.35,0,0,28.6706352,77.43107117

51.6,-1.07,3.98,9.19,0,0,28.6706352,77.43107117

51.66,0.46,4.29,10.42,0,0,28.6706352,77.43107117

51.72,1.69,4.9,8.43,0,0,28.6706352,77.43107117

51.78,1.99,4.75,9.04,0,0,28.6706352,77.43107117

51.84,2.6,5.52,4.75,0,0,28.6706352,77.43107117

51.9,1.99,5.82,6.9,0,0,28.6706352,77.43107117

51.96,1.84,4.9,8.27,0,0,28.6706352,77.43107117

52.02,-0.77,5.36,8.89,0,0,28.6706352,77.43107117

52.08,-1.23,3.83,9.35,0,0,28.6706352,77.43107117

52.14,-2.15,4.29,9.65,0,0,28.6706352,77.43107117

52.2,-1.99,3.37,10.73,0,0,28.6706352,77.43107117

52.26,-0.15,1.38,10.57,0,0,28.6706352,77.43107117

52.32,-1.84,1.69,8.58,0,0,28.6706352,77.43107117

52.38,-1.69,1.53,11.03,0,0,28.6706352,77.43107117

52.44,-2.76,3.22,10.88,0,0,28.6706352,77.43107117

52.5,-0.77,0.92,11.34,0,0,28.6706352,77.43107117

52.56,0.31,-0.15,9.81,0,0,28.6706352,77.43107117

52.621,-1.38,-0.61,10.57,0,0,28.6706352,77.43107117

52.68,0.61,-1.53,10.88,0,0,28.6706352,77.43107117

52.74,0.77,-0.92,8.89,0,0,28.6706352,77.43107117

52.801,-0.77,1.23,8.58,0,0,28.6706352,77.43107117

52.863,1.23,0.77,9.35,0,0,28.6706352,77.43107117

52.92,1.84,-1.07,11.65,0,0,28.6706352,77.43107117

52.98,5.06,-3.83,13.48,0,0,28.6706352,77.43107117

53.04,-3.22,3.52,5.67,0,0,28.6706352,77.43107117

53.1,1.84,-0.31,9.96,0,0,28.6706352,77.43107117

53.16,-0.46,2.45,11.19,0,0,28.6706352,77.43107117

53.22,2.15,0.15,8.43,0,0,28.6706352,77.43107117

53.28,3.98,-2.45,10.11,0,0,28.6706352,77.43107117

53.34,-5.21,3.83,10.42,0,0,28.6706352,77.43107117

53.4,-1.07,1.23,10.11,0,0,28.6706352,77.43107117

53.46,-1.07,1.07,10.73,0,0,28.6706352,77.43107117

53.52,-4.9,1.99,11.65,0,0,28.6706352,77.43107117

53.58,-6.9,3.37,7.51,0,0,28.6706352,77.43107117

53.64,-8.12,2.91,7.97,0,0,28.6706352,77.43107117

53.7,-7.97,4.14,6.74,0,0,28.6706352,77.43107117

53.76,-8.43,4.14,7.66,0,0,28.6706352,77.43107117

53.82,-3.06,2.3,5.06,0,0,28.6706352,77.43107117

53.88,-3.98,3.22,3.52,0,0,28.6706352,77.43107117

53.941,-4.6,3.83,5.82,0,0,28.6706352,77.43107117

54,-7.81,1.69,5.21,0,0,28.6706352,77.43107117

54.06,-8.58,2.6,6.59,0,0,28.6706352,77.43107117

54.121,-8.73,3.52,5.36,0,0,28.6706352,77.43107117

54.18,-5.82,6.13,7.81,0,0,28.6706352,77.43107117

54.24,-3.83,2.3,4.75,0,0,28.6706352,77.43107117

54.3,-7.35,4.75,9.04,0,0,28.6706352,77.43107117

54.36,-5.82,4.29,5.21,0,0,28.6706352,77.43107117

