time,x-axis,y-axis,z-axis,Speedbreaker,Pothole
36.011,-1.23,4.14,8.58,0,0
36.07,-0.92,3.37,8.43,0,0
36.131,-0.46,3.68,8.58,0,0
36.2,-0.61,3.68,8.58,0,0
36.26,-0.61,3.52,8.58,0,0
36.32,-0.61,3.52,8.58,0,0
36.38,-0.31,3.52,8.58,0,0
36.441,-0.61,3.52,8.58,0,0
36.5,-0.61,3.37,8.43,0,0
36.56,-0.61,3.52,8.58,0,0
36.62,-0.61,3.52,8.58,0,0
36.68,-0.46,3.37,8.58,0,0
36.74,-0.61,3.52,8.58,0,0
36.801,-0.15,3.22,8.73,0,0
36.86,-0.15,3.37,8.58,0,0
36.921,-0.31,3.06,8.58,0,0
36.98,-0.31,3.22,8.73,0,0
37.04,-0.31,3.37,8.73,0,0
37.1,-0.31,3.37,8.73,0,0
37.16,-0.15,3.37,8.73,0,0
37.22,-0.31,3.22,8.73,0,0
37.28,-0.31,3.37,8.73,0,0
37.34,-0.31,3.37,8.58,0,0
37.4,-0.31,3.22,8.73,0,0
37.46,-0.31,3.22,8.58,0,0
37.521,-0.31,3.22,8.73,0,0
37.58,-0.46,3.22,8.73,0,0
37.641,-0.31,3.22,8.73,0,0
37.702,-0.46,3.22,8.73,0,0
37.77,-0.31,3.22,8.73,0,0
37.832,-0.31,3.37,8.73,0,0
37.9,-0.31,3.37,8.58,0,0
37.962,-0.46,3.37,8.58,0,0
38.03,-0.46,3.22,8.73,0,0
38.09,-0.46,3.22,8.73,0,0
38.151,-0.31,3.37,8.58,0,0
38.21,-0.46,3.37,8.73,0,0
38.27,-0.46,3.22,8.73,0,0
38.33,-0.31,3.37,8.58,0,0
38.39,-0.46,3.37,8.73,0,0
38.451,-0.31,3.37,8.58,0,0
38.512,-0.46,3.22,8.58,0,0
38.571,-0.31,3.37,8.73,0,0
38.631,-0.31,3.37,8.73,0,0
38.69,-0.31,3.22,8.73,0,0
38.75,-0.31,3.37,8.73,0,0
38.81,-0.15,3.37,8.58,0,0
38.871,-0.15,3.37,8.73,0,0
38.932,-0.15,3.37,8.58,0,0
39,-0.15,3.37,8.58,0,0
39.06,-0.15,3.37,8.43,0,0
39.12,-0.31,3.37,8.58,0,0
39.18,-0.15,3.37,8.73,0,0
39.24,-0.15,3.52,8.58,0,0
39.301,-0.15,3.52,8.58,0,0
39.36,-0.15,3.52,8.58,0,0
39.42,-0.31,3.37,8.73,0,0
39.48,-0.15,3.52,8.73,0,0
39.54,0.15,3.52,8.58,0,0
39.6,0.15,3.52,8.73,0,0
39.673,0.15,3.52,8.73,0,0
39.74,-0.15,3.37,8.58,0,0
39.8,-0.15,3.37,8.73,0,0
39.86,-0.15,3.22,8.58,0,0
39.92,0.15,3.37,8.89,0,0
39.98,0.15,3.37,9.04,0,0
40.04,0.61,3.06,8.58,0,0
40.1,0.61,3.06,8.58,0,0
40.164,0.31,3.06,8.43,0,0
40.23,0.31,2.91,8.89,0,0
40.29,0.46,3.06,8.89,0,0
40.35,0.46,2.91,9.04,0,0
40.41,0.31,3.22,8.89,0,0
40.47,0.15,2.91,9.04,0,0
40.53,0.46,2.6,9.19,0,0
40.59,0.61,2.3,8.89,0,0
40.65,0.31,2.6,9.04,0,0
40.71,0.15,2.6,8.58,0,0
40.77,0.31,2.6,8.58,0,0
40.84,0.15,2.6,8.73,0,0
40.909,-0.15,2.6,8.89,0,0
40.97,-0.15,2.76,9.04,0,0
41.03,0.15,2.76,8.89,0,0
41.09,0.15,2.91,8.73,0,0
41.15,0.15,2.76,8.89,0,0
41.21,-0.15,2.45,9.04,0,0
41.27,-0.15,2.3,9.19,0,0
41.33,-0.15,1.99,9.04,0,0
41.409,-0.61,2.15,9.19,0,0
41.47,0.31,1.53,9.19,0,0
41.531,0.46,1.99,9.35,0,0
