time,x-axis,y-axis,z-axis,Speedbreaker,Pothole
35.556,0.5,3.45,8.73,0,0
35.616,0.46,3.17,8.5,0,0
35.712,0.53,3.3,8.5,0,0
35.775,0.5,3.3,8.58,0,0
35.838,0.5,3.3,8.54,0,0
35.906,0.5,3.26,8.66,0,0
35.979,0.57,3.26,8.66,0,0
36.047,0.5,3.34,8.47,0,0
36.118,0.53,3.3,8.58,0,0
36.187,0.46,3.3,8.62,0,0
36.259,0.57,3.21,8.54,0,0
36.329,0.5,3.38,8.73,0,0
36.397,0.53,3.34,8.54,0,0
36.467,0.69,3.15,8.39,0,0
36.537,0.46,3.6,8.35,0,0
36.607,0.61,3.45,8.54,0,0
36.677,0.69,3.57,8.35,0,0
36.748,0.57,3.6,8.47,0,0
36.817,0.91,3.15,8.69,0,0
36.887,0.69,3.41,8.5,0,0
36.957,0.53,3.49,8.39,0,0
37.028,0.38,3.64,8.39,0,0
37.097,0.3,3.21,8.47,0,0
37.157,0.08,3.41,8.58,0,0
37.223,0.08,3.06,8.88,0,0
37.288,0.19,3.34,8.43,0,0
37.36,0,3.17,8.66,0,0
37.427,0.19,3.15,8.73,0,0
37.487,0.08,3.02,8.69,0,0
37.55,0.08,3.26,8.62,0,0
37.623,0.27,3.21,8.47,0,0
37.685,0.15,3.3,8.66,0,0
37.749,0.04,3.26,8.66,0,0
37.812,0.15,3.3,8.69,0,0
37.877,-0.04,3.34,8.62,0,0
37.944,0.11,3.26,8.66,0,0
38.008,0.11,3.3,8.58,0,0
38.077,0.23,3.53,8.27,0,0
38.149,0.27,2.91,9.23,0,0
38.213,0.08,2.79,9.11,0,0
38.279,-1.23,4.21,8.66,0,0
38.347,-1.23,3.79,8.31,0,0
38.41,-1.08,3.45,8.27,0,0
38.474,-0.93,2.76,8.88,0,0
38.539,-0.38,1.65,8.58,0,0
38.604,-0.72,2.79,7.65,0,0
38.669,-1.57,3.6,8.01,0,0
38.737,-1.95,2.64,9.77,0,0
38.808,-1.5,2.45,9.08,0,0
38.878,-0.99,3.3,8.24,0,0
38.947,-1.69,3.53,8.58,0,0
39.023,-1.33,3.15,9.49,0,0
39.088,-2.6,3.6,6.89,0,0
39.161,-1.31,3.76,7.21,0,0
39.228,-2.64,3.57,8.62,0,0
39.297,-1.57,2.3,8.16,0,0
39.369,-1.76,1.14,9.96,0,0
39.437,-2.11,0.42,6.78,0,0
39.499,-3.45,-1.14,11.18,0,0
39.567,1.27,-0.72,8.58,0,0
39.639,-1.04,-1.08,9.62,0,0
39.703,-0.23,-0.76,9.04,0,0
39.768,-0.23,-0.84,9.15,0,0
39.851,-0.31,-0.84,9.19,0,0
39.917,-0.27,-0.8,9.23,0,0
39.979,-0.31,-0.89,9.28,0,0
40.043,-0.27,-0.8,9.08,0,0
40.107,-0.27,-0.8,9.08,0,0
40.17,-0.31,-0.84,9.23,0,0
40.233,-0.31,-0.89,9.23,0,0
40.299,-0.27,-0.91,9.15,0,0
40.368,-0.27,-0.84,9.19,0,0
40.438,-0.27,-0.84,9.11,0,0
40.507,-0.27,-0.84,9.15,0,0
40.577,-0.27,-0.84,9.19,0,0
40.647,-0.31,-0.84,9.19,0,0
40.719,-0.27,-0.89,9.15,0,0
40.787,-0.27,-0.89,9.15,0,0
40.876,-0.27,-0.8,9.23,0,0
40.943,-0.27,-0.84,9.19,0,0
41.008,-0.27,-0.84,9.28,0,0
41.077,-0.27,-0.89,9.23,0,0
41.144,-0.27,-0.84,9.19,0,0
41.208,-0.27,-0.84,9.15,0,0
41.273,-0.27,-0.84,9.15,0,0
41.337,-0.23,-0.89,9.23,0,0
41.409,-0.31,-0.89,9.15,0,0
41.473,-0.27,-0.84,9.11,0,0
41.538,-0.27,-0.89,9.15,0,0
41.607,-0.23,-0.84,9.19,0,0
41.674,-0.27,-0.84,9.19,0,0
41.739,-0.27,-0.84,9.15,0,0
41.807,-0.23,-0.84,9.11,0,0
41.879,-0.27,-0.89,9.23,0,0
41.947,-0.27,-0.84,9.3,0,0
42.018,-0.27,-0.84,9.23,0,0
42.087,-0.31,-0.84,9.15,0,0
42.159,-0.27,-0.84,9.11,0,0
42.227,-0.27,-0.84,9.15,0,0
42.29,-0.27,-0.89,9.23,0,0
42.359,-0.23,-0.84,9.19,0,0
42.427,-0.27,-0.91,9.23,0,0
42.518,-0.27,-0.84,9.19,0,0
42.582,-0.27,-0.84,9.15,0,0
42.645,-0.27,-0.84,9.23,0,0
42.708,-0.31,-0.91,9.28,0,0
42.778,-0.27,-0.89,9.28,0,0
42.847,-0.27,-0.84,9.15,0,0
42.919,-0.23,-0.8,9.11,0,0
42.983,-0.23,-0.89,9.15,0,0
43.048,-0.23,-0.89,9.23,0,0
43.117,-0.31,-0.89,9.28,0,0
43.186,-0.27,-0.89,9.15,0,0
43.248,-0.34,-0.91,9.15,0,0
43.317,-0.27,-0.8,9.23,0,0
43.38,-0.11,-0.91,9.15,0,0
43.442,-0.34,-0.91,9.19,0,0
43.505,-0.34,-0.84,9.08,0,0
43.569,-0.19,-0.84,9.3,0,0
43.632,-0.19,-0.89,9.19,0,0
43.697,-0.31,-0.72,9.28,0,0
43.767,-0.31,-0.91,9.15,0,0
43.839,-0.15,-0.84,9.34,0,0
43.907,-0.27,-0.76,9.19,0,0
43.969,-0.27,-0.84,9.11,0,0
44.037,-0.19,-0.84,9.15,0,0
44.112,-0.04,-0.89,9,0,0
44.181,-0.15,-0.89,9.19,0,0
44.247,-0.11,-0.89,9.28,0,0
44.309,-0.15,-0.84,9.23,0,0
44.377,-0.08,-0.89,9.15,0,0
44.439,-0.08,-0.72,9.28,0,0
44.51,-0.08,-0.69,9.15,0,0
44.577,-0.23,-0.72,9.3,0,0
44.649,-0.08,-0.69,9.11,0,0
44.713,-0.08,-0.72,9.15,0,0
44.779,-0.04,-0.76,9.23,0,0
44.847,-0.11,-0.69,9.15,0,0
44.909,-0.11,-0.8,9.19,0,0
44.973,-0.04,-0.76,9.34,0,0
45.036,-0.11,-0.61,9.28,0,0
45.098,0,-0.61,9.15,0,0
45.167,-0.11,-0.5,9.23,0,0
45.256,0.04,-0.61,9.19,0,0
45.346,0.11,-0.69,9.23,0,0
45.41,0.08,-0.57,9.28,0,0
45.474,0.11,-0.53,9.15,0,0
45.536,0.08,-0.46,9.28,0,0
45.599,0.04,-0.57,9.15,0,0
45.667,0.19,-0.61,9.19,0,0
45.739,0.19,-0.69,9.08,0,0
45.804,-0.04,-0.57,9.28,0,0
45.868,0.11,-0.53,9.19,0,0
45.937,0.3,-0.69,9.11,0,0
45.999,0.08,-0.72,9.28,0,0
46.065,0.15,-0.5,8.92,0,0
46.128,0.11,-0.84,9.38,0,0
46.193,0.04,-0.61,9.34,0,0
46.258,-0.15,-0.34,9.19,0,0
46.327,0,-0.8,9.15,0,0
46.393,0.3,-0.69,9.28,0,0
46.458,0.04,-0.8,9.28,0,0
46.528,-0.04,-0.8,9.19,0,0
46.598,0.04,-0.65,9.23,0,0
46.667,0.15,-0.89,9,0,0
46.737,0.11,-0.69,9.23,0,0
46.799,-0.08,-0.84,9.47,0,0
46.867,-0.15,-0.5,9.11,0,0
46.939,-0.11,-0.69,9.28,0,0
47.007,0.19,-0.61,9.3,0,0
47.07,-0.19,-0.65,9.23,0,0
47.137,-0.08,-0.61,9.23,0,0
47.199,-0.04,-0.53,9.23,0,0
47.267,0.23,-0.65,9.11,0,0
47.329,0.04,-0.69,9.3,0,0
47.393,-0.08,-0.57,9.23,0,0
47.456,-0.04,-0.61,9.19,0,0
47.518,0.08,-0.69,9.04,0,0
47.601,-0.19,-0.5,9.34,0,0
47.67,0.15,-0.61,9.15,0,0
47.732,0,-0.57,9.28,0,0
47.796,0.08,-0.57,9.19,0,0
47.867,-0.27,-0.76,9.11,0,0
47.937,0.27,-0.65,9.23,0,0
47.998,-0.08,-0.76,9.3,0,0
48.067,-0.15,-0.8,9.15,0,0
48.129,0.08,-0.65,9.3,0,0
48.197,0.08,-0.65,9.23,0,0
48.267,0.11,-0.53,9.08,0,0
48.332,0.08,-0.42,9.23,0,0
48.394,0.15,-0.72,9.38,0,0
48.458,-0.61,-0.89,9.3,0,0
48.52,-0.11,-0.61,9,0,0
48.587,-0.15,-0.57,9.34,0,0
48.658,0.27,-0.53,9.23,0,0
48.727,-0.11,-0.95,9.28,0,0
48.795,0.38,-1.18,9.08,0,0
48.858,-0.42,-0.99,9.15,0,0
48.927,-0.65,-1.04,9.08,0,0
48.99,0.08,-0.91,9.11,0,0
49.057,0,-1.08,9.34,0,0
49.133,0.15,-0.89,8.88,0,0
49.2,-0.27,-1.04,9.19,0,0
49.267,0.04,-0.99,9.15,0,0
49.337,-0.04,-0.99,9.15,0,0
49.4,-0.08,-0.91,9,0,0
49.462,-0.31,-1.14,8.73,0,0
49.528,-0.27,-0.95,9.3,0,0
49.593,1.46,-1.33,9.34,0,0
49.657,0.11,-1.5,9.23,0,0
49.727,-0.31,-1.04,8.81,0,0
49.791,-0.04,-1.33,9.23,0,0
49.853,0.23,-1.38,9.28,0,0
49.914,0.08,-1.27,9.38,0,0
49.979,0.04,-1.08,8.77,0,0
50.043,0.08,-1.18,9.08,0,0
50.11,0.3,-1.31,9.34,0,0
50.176,0.34,-1.12,9.11,0,0
50.238,0.15,-1.27,9.19,0,0
50.301,0.27,-1.14,9.04,0,0
50.367,-0.19,-1.23,8.96,0,0
50.437,-0.08,-1.38,9.11,0,0
50.512,0.23,-1.31,9.19,0,0
50.577,0.53,-1.31,9.19,0,0
50.649,-0.04,-1.08,9.08,0,0
50.713,-0.04,-1.14,9.04,0,0
50.779,0,-1.38,9.28,0,0
50.847,0.04,-1.23,9.15,0,0
50.909,0.19,-1.14,9.15,0,0
50.977,0.27,-1.27,9.15,0,0
51.039,-0.27,-1.27,9.19,0,0
51.107,0.04,-1.18,8.96,0,0
51.178,0.3,-1.27,9.34,0,0
51.247,0.15,-1.23,9.04,0,0
51.313,0,-1.23,9.04,0,0
51.379,0.15,-1.12,9.23,0,0
51.447,-0.04,-1.23,9.11,0,0
51.509,0.08,-1.12,9.08,0,0
51.571,0.19,-1.14,9.15,0,0
