time,x-axis,y-axis,z-axis,Event1,Event2,latitude,longitude
54.127,-0.34,3.47,9.22,0,0,0,0

54.158,-0.34,3.45,9.03,0,0,0,0

54.19,-0.26,3.45,9.03,0,0,0,0

54.222,-0.26,3.45,9.07,0,0,0,0

54.253,-0.38,3.41,9.11,0,0,0,0

54.285,-0.45,3.36,9.15,0,0,0,0

54.317,-0.45,3.41,8.96,0,0,0,0

54.348,-0.41,3.45,9.11,0,0,0,0

54.38,-0.41,3.45,9.26,0,0,0,0

54.412,-0.41,3.51,9.22,0,0,0,0

54.444,-0.38,3.55,9.11,0,0,0,0

54.475,-0.41,3.51,9.19,0,0,0,0

54.507,-0.41,3.51,9.22,0,0,0,0

54.539,-0.38,3.47,9.07,0,0,0,0

54.57,-0.38,3.41,9.11,0,0,0,0

54.602,-0.41,3.36,9.19,0,0,0,0

54.634,-0.41,3.41,9.07,0,0,0,0

54.665,-0.41,3.45,9.07,0,0,0,0

54.697,-0.41,3.47,9.11,0,0,0,0

