time,x-axis,y-axis,z-axis,Speedbreaker,Pothole
17.398,0.77,6.28,7.05,0,0
17.458,0.77,5.98,6.74,0,0
17.518,0.15,5.82,7.2,0,0
17.578,0.61,6.28,7.05,0,0
17.638,0.46,6.28,7.51,0,0
17.698,0.61,6.13,7.35,0,0
17.761,0.61,5.52,7.66,0,0
17.828,1.23,5.98,6.9,0,0
17.888,0.61,6.13,7.35,0,0
17.948,0.15,5.52,7.66,0,0
18.008,-0.15,5.06,8.43,0,0
18.068,1.07,5.21,7.35,0,0
18.128,-0.31,4.9,7.97,0,0
18.188,0.77,3.98,6.74,0,0
18.248,0.46,3.83,7.97,0,0
18.308,0.31,3.98,8.43,0,0
18.368,0.15,3.83,9.35,0,0
18.428,0.61,3.22,9.5,0,0
18.488,0.15,2.91,9.65,0,0
18.548,0.46,2.76,9.19,0,0
18.608,0.15,3.06,8.43,0,0
18.668,0.46,2.76,9.19,0,0
18.728,0.31,3.06,9.65,0,0
18.788,0.46,2.45,9.81,0,0
18.848,-0.15,2.76,9.81,0,0
18.908,0.15,1.69,9.19,0,0
18.968,0.15,2.15,9.19,0,0
19.028,-0.31,2.15,10.42,0,0
19.088,0.31,1.07,9.65,0,0
19.161,-0.15,2.6,9.5,0,0
19.228,-0.15,1.53,10.57,0,0
19.288,0.31,2.45,9.5,0,0
19.348,-0.15,1.84,10.73,0,0
19.408,0.92,1.23,9.65,0,0
19.473,0.15,2.15,10.88,0,0
19.548,0.77,1.53,9.04,0,0
19.608,-0.15,1.23,10.42,0,0
19.668,0.61,2.45,10.27,0,0
19.728,0.31,1.99,10.11,0,0
19.788,0.61,2.15,9.04,0,0
19.849,-0.15,2.76,10.88,0,0
19.918,-0.15,1.99,12.87,0,0
19.978,-0.77,2.15,10.11,0,0
20.038,-1.38,0.46,6.59,0,0
20.098,0.15,2.6,4.9,0,0
20.158,1.38,3.22,5.36,0,0
20.218,2.6,3.37,7.2,0,0
20.278,0.61,3.06,9.04,0,0
20.338,0.31,3.98,7.66,0,0
20.398,1.38,5.06,9.35,0,0
20.458,-1.99,4.75,11.65,0,0
20.518,-2.6,4.14,12.26,0,0
20.578,-2.3,3.22,10.57,0,0
20.638,-0.31,3.06,5.82,0,0
20.698,1.38,2.3,4.44,0,0
20.758,1.84,2.6,5.67,0,0
20.828,-0.92,3.52,8.27,0,0
