time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata,

38.884,1.07,1.23,8.89,0,0,28.63465251,77.36031519

38.9,1.07,1.23,8.89,0,0,28.63465251,77.36031519

38.921,1.69,1.23,9.35,0,0,28.63465251,77.36031519

38.937,1.69,1.23,9.35,0,0,28.63465251,77.36031519

38.957,1.38,1.23,9.04,0,0,28.63465251,77.36031519

38.977,1.38,1.53,9.04,0,0,28.63465251,77.36031519

38.997,1.38,1.53,9.04,0,0,28.63465251,77.36031519

39.017,1.99,1.07,9.19,0,0,28.63465251,77.36031519

39.037,1.53,1.07,9.35,0,0,28.63465251,77.36031519

39.058,1.53,1.07,9.35,0,0,28.63465251,77.36031519

39.077,1.23,1.07,9.35,0,0,28.63465251,77.36031519

39.097,1.23,1.07,9.35,0,0,28.63465251,77.36031519

39.117,1.38,1.07,9.35,0,0,28.63465251,77.36031519

39.137,1.38,0.92,9.35,0,0,28.63465251,77.36031519

39.157,1.38,0.92,9.35,0,0,28.63465251,77.36031519

39.177,1.23,1.07,9.35,0,0,28.63465251,77.36031519

39.197,1.23,1.07,9.35,0,0,28.63465251,77.36031519

39.217,1.38,1.23,9.35,0,0,28.63465251,77.36031519

39.237,1.38,1.23,9.04,0,0,28.63465251,77.36031519

39.257,1.38,1.23,9.04,0,0,28.63465251,77.36031519

39.277,1.69,1.07,9.04,0,0,28.63465251,77.36031519

39.297,1.69,0.92,9.19,0,0,28.63465251,77.36031519

39.317,1.69,0.92,9.19,0,0,28.63465251,77.36031519

39.337,1.69,1.07,9.19,0,0,28.63465251,77.36031519

39.357,1.69,1.07,9.19,0,0,28.63465251,77.36031519

39.377,1.69,1.07,9.04,0,0,28.63465251,77.36031519

39.397,1.84,1.07,9.19,0,0,28.63465251,77.36031519

39.417,1.84,1.07,9.19,0,0,28.63465251,77.36031519

39.447,2.15,0.92,9.19,0,0,28.63465251,77.36031519

39.469,1.99,1.23,9.19,0,0,28.63465251,77.36031519

39.488,2.3,1.07,9.04,0,0,28.63465251,77.36031519

39.509,2.3,1.07,9.04,0,0,28.63465251,77.36031519

39.547,2.15,1.23,9.35,0,0,28.63465251,77.36031519

39.567,2.3,1.23,9.19,0,0,28.63465251,77.36031519

39.599,2.15,1.38,9.19,0,0,28.63465251,77.36031519

39.617,2.45,1.23,9.19,0,0,28.63465251,77.36031519

39.638,2.45,1.23,9.19,0,0,28.63465251,77.36031519

39.657,2.45,1.07,8.89,0,0,28.63465251,77.36031519

39.677,2.45,1.07,8.89,0,0,28.63465251,77.36031519

39.697,2.6,1.38,8.89,0,0,28.63465251,77.36031519

39.717,2.6,1.38,8.89,0,0,28.63465251,77.36031519

39.737,2.6,1.38,8.89,0,0,28.63465251,77.36031519

39.757,2.6,1.23,8.89,0,0,28.63465251,77.36031519

39.777,2.6,1.23,8.89,0,0,28.63465251,77.36031519

