time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata,
34.068 s,-0.31,1.53,9.5,0,0,unable to access data,

34.092 s,-0.31,1.53,9.5,0,0,unable to access data,

34.112 s,0.31,1.07,8.89,0,0,unable to access data,

34.133 s,0.31,1.23,8.73,0,0,unable to access data,

34.149 s,0.31,1.23,8.73,0,0,unable to access data,

34.168 s,0.15,1.38,9.19,0,0,unable to access data,

34.188 s,0.15,1.38,9.19,0,0,unable to access data,

34.208 s,0.15,0.92,9.65,0,0,unable to access data,

34.228 s,-0.15,0.92,9.35,0,0,unable to access data,

34.248 s,-0.15,0.92,9.35,0,0,unable to access data,

34.268 s,-0.31,1.53,9.65,0,0,unable to access data,

34.288000000000004 s,-0.31,1.53,9.65,0,0,unable to access data,

34.308 s,-0.31,1.23,9.04,0,0,unable to access data,

34.328 s,0.15,1.23,9.65,0,0,unable to access data,

34.348 s,0.15,1.23,9.65,0,0,unable to access data,

34.369 s,-0.31,1.07,9.65,0,0,unable to access data,

34.388 s,-0.31,1.07,9.65,0,0,unable to access data,

34.408 s,-0.46,1.07,9.04,0,0,unable to access data,

34.428 s,0.15,1.23,9.04,0,0,unable to access data,

34.448 s,0.15,1.23,9.04,0,0,unable to access data,

34.468 s,-0.15,1.07,9.35,0,0,unable to access data,

34.488 s,-0.46,1.07,9.35,0,0,unable to access data,

34.509 s,-0.46,1.07,9.35,0,0,unable to access data,

34.528 s,-0.15,0.92,9.5,0,0,unable to access data,

34.548 s,-0.15,0.92,9.5,0,0,unable to access data,

34.568 s,0.61,1.07,9.5,0,0,unable to access data,

34.588 s,0.31,1.38,9.19,0,0,unable to access data,

34.608000000000004 s,0.31,1.38,9.19,0,0,unable to access data,

34.628 s,0.15,1.23,9.81,0,0,unable to access data,

34.648 s,0.31,0.92,9.96,0,0,unable to access data,

34.668 s,0.31,0.92,9.96,0,0,unable to access data,

34.691 s,0.61,1.07,8.43,0,0,unable to access data,

34.723 s,-0.31,1.23,9.65,0,0,unable to access data,

34.748 s,-0.15,1.07,9.5,0,0,unable to access data,

34.768 s,-0.15,1.07,9.5,0,0,unable to access data,

34.788000000000004 s,0.31,1.07,8.58,0,0,unable to access data,

34.813 s,0.15,1.23,9.19,0,0,unable to access data,

34.83 s,0.15,1.23,9.19,0,0,unable to access data,

34.852000000000004 s,-0.15,1.38,9.5,0,0,unable to access data,

34.875 s,-0.46,1.38,9.65,0,0,unable to access data,

34.908 s,-0.92,1.38,8.89,0,0,unable to access data,

34.928 s,-0.92,1.38,8.89,0,0,unable to access data,

34.948 s,-1.07,1.99,8.27,0,0,unable to access data,

34.968 s,-1.07,1.99,8.27,0,0,unable to access data,

34.988 s,-1.38,2.3,8.43,0,0,unable to access data,

35.008 s,-1.23,2.76,8.12,0,0,unable to access data,

35.028 s,-1.23,2.76,8.12,0,0,unable to access data,

35.048 s,-1.23,2.15,7.05,0,0,unable to access data,

35.068 s,-1.23,2.45,7.35,0,0,unable to access data,

35.088 s,-1.23,2.45,7.35,0,0,unable to access data,

35.108000000000004 s,-1.23,2.45,7.97,0,0,unable to access data,

35.128 s,-1.23,2.45,7.97,0,0,unable to access data,

35.148 s,-0.61,2.3,8.73,0,0,unable to access data,

35.168 s,-0.15,1.69,10.57,0,0,unable to access data,

35.188 s,-0.15,1.69,10.57,0,0,unable to access data,

35.208 s,0.15,1.23,11.03,0,0,unable to access data,

35.228 s,-0.31,1.53,11.34,0,0,unable to access data,

35.248 s,-0.31,1.53,11.34,0,0,unable to access data,

35.276 s,-0.77,1.99,11.65,0,0,unable to access data,

35.308 s,-0.77,1.69,10.57,0,0,unable to access data,

35.328 s,-0.77,2.15,9.96,0,0,unable to access data,

35.348 s,-0.77,2.15,9.96,0,0,unable to access data,

35.368 s,-1.23,2.15,9.04,0,0,unable to access data,

35.388 s,-1.23,2.15,9.04,0,0,unable to access data,

35.408 s,-1.53,2.3,8.43,0,0,unable to access data,

35.428 s,-1.53,2.45,8.58,0,0,unable to access data,

35.448 s,-1.53,2.45,8.58,0,0,unable to access data,

35.468 s,-1.53,2.3,8.73,0,0,unable to access data,

35.488 s,-1.38,2.15,9.35,0,0,unable to access data,

35.508 s,-1.38,2.15,9.35,0,0,unable to access data,

35.528 s,-1.38,2.15,9.35,0,0,unable to access data,

35.555 s,-1.07,1.99,9.04,0,0,unable to access data,

35.573 s,-1.07,1.99,9.04,0,0,unable to access data,

35.595 s,-0.77,2.15,9.19,0,0,unable to access data,

35.61 s,-0.77,2.15,9.19,0,0,unable to access data,

35.628 s,-0.92,2.15,9.5,0,0,unable to access data,

35.648 s,-1.07,2.15,9.04,0,0,unable to access data,

35.669000000000004 s,-1.07,2.15,9.04,0,0,unable to access data,

35.688 s,-1.07,1.99,8.73,0,0,unable to access data,

35.708 s,-1.07,1.99,8.73,0,0,unable to access data,

35.728 s,-0.92,2.15,9.04,0,0,unable to access data,

35.748 s,-1.23,2.15,9.35,0,0,unable to access data,

35.768 s,-1.23,2.15,9.35,0,0,unable to access data,

35.788000000000004 s,-1.23,2.15,9.04,0,0,unable to access data,

35.809 s,-1.53,2.15,8.89,0,0,unable to access data,

35.828 s,-1.53,2.15,8.89,0,0,unable to access data,

35.848 s,-1.23,2.3,8.89,0,0,unable to access data,

35.868 s,-1.23,2.3,8.89,0,0,unable to access data,

35.888 s,-1.23,2.45,9.35,0,0,unable to access data,

35.908 s,-1.38,2.45,8.89,0,0,unable to access data,

35.928 s,-1.38,2.45,8.89,0,0,unable to access data,

35.949 s,-1.23,2.3,8.73,0,0,unable to access data,

35.968 s,-1.23,2.3,8.73,0,0,unable to access data,

35.988 s,-1.23,2.45,9.19,0,0,unable to access data,

36.008 s,-1.23,2.3,9.35,0,0,unable to access data,

36.028 s,-1.23,2.3,9.35,0,0,unable to access data,

36.048 s,-1.23,2.15,9.04,0,0,unable to access data,

36.068 s,-1.23,2.3,8.58,0,0,unable to access data,

36.088 s,-1.23,2.3,8.58,0,0,unable to access data,

36.108000000000004 s,-1.23,2.3,9.04,0,0,unable to access data,

36.128 s,-1.23,2.3,9.04,0,0,unable to access data,

36.148 s,-1.07,2.15,9.19,0,0,unable to access data,

36.168 s,-1.07,2.15,9.04,0,0,unable to access data,

36.188 s,-1.07,2.15,9.04,0,0,unable to access data,

36.208 s,-1.07,2.15,9.04,0,0,unable to access data,

36.228 s,-1.07,2.3,8.89,0,0,unable to access data,

36.258 s,-1.07,2.3,8.89,0,0,unable to access data,

36.289 s,-1.38,2.45,9.65,0,0,unable to access data,

36.309 s,-1.07,2.3,9.19,0,0,unable to access data,

36.328 s,-0.77,2.3,8.43,0,0,unable to access data,

36.348 s,-0.77,2.3,8.43,0,0,unable to access data,

36.368 s,-0.92,2.45,8.43,0,0,unable to access data,

36.388 s,-1.38,2.15,9.19,0,0,unable to access data,

36.408 s,-1.38,2.15,9.19,0,0,unable to access data,

36.428 s,-1.23,2.15,9.5,0,0,unable to access data,

36.448 s,-1.23,2.15,9.5,0,0,unable to access data,

36.468 s,-0.92,2.15,8.58,0,0,unable to access data,

36.488 s,-0.92,1.99,9.04,0,0,unable to access data,

36.508 s,-0.92,1.99,9.04,0,0,unable to access data,

36.528 s,-0.61,2.15,9.5,0,0,unable to access data,

36.548 s,-0.61,2.15,9.5,0,0,unable to access data,

36.568 s,-0.61,2.3,9.96,0,0,unable to access data,

36.588 s,-0.77,1.99,9.81,0,0,unable to access data,

36.608000000000004 s,-0.77,1.99,9.81,0,0,unable to access data,

36.628 s,-0.92,1.38,9.5,0,0,unable to access data,

36.648 s,-1.07,1.53,9.35,0,0,unable to access data,

36.668 s,-1.07,1.53,9.35,0,0,unable to access data,

36.688 s,-1.07,2.3,9.81,0,0,unable to access data,

36.708 s,-1.07,2.3,9.81,0,0,unable to access data,

36.728 s,-1.07,1.07,8.73,0,0,unable to access data,

36.748 s,-1.07,0.61,9.19,0,0,unable to access data,

36.768 s,-1.07,0.61,9.19,0,0,unable to access data,

36.788000000000004 s,-1.07,1.38,10.57,0,0,unable to access data,

36.808 s,-1.23,0.92,9.96,0,0,unable to access data,

36.828 s,-1.23,0.92,9.96,0,0,unable to access data,

36.848 s,-1.23,0.77,9.35,0,0,unable to access data,

36.868 s,-1.23,0.77,9.35,0,0,unable to access data,

36.888 s,-1.23,1.38,8.73,0,0,unable to access data,

36.908 s,-1.23,1.69,8.27,0,0,unable to access data,

36.939 s,-1.07,1.38,8.12,0,0,unable to access data,

36.969 s,-0.77,1.07,8.58,0,0,unable to access data,

36.988 s,-0.77,1.07,8.58,0,0,unable to access data,

37.008 s,-0.77,1.07,9.04,0,0,unable to access data,

37.028 s,-0.77,1.07,9.04,0,0,unable to access data,

37.048 s,-0.61,1.07,9.5,0,0,unable to access data,

37.068 s,-0.46,1.23,9.65,0,0,unable to access data,

37.088 s,-0.46,1.23,9.65,0,0,unable to access data,

37.108000000000004 s,-0.46,1.38,9.19,0,0,unable to access data,

37.128 s,-0.46,1.38,9.19,0,0,unable to access data,

37.148 s,-0.46,1.53,9.35,0,0,unable to access data,

37.168 s,-0.46,1.53,9.81,0,0,unable to access data,

37.188 s,-0.46,1.53,9.81,0,0,unable to access data,

37.208 s,-0.46,1.38,9.65,0,0,unable to access data,

37.228 s,-0.61,1.38,9.19,0,0,unable to access data,

37.248 s,-0.61,1.38,9.19,0,0,unable to access data,

37.268 s,-0.61,1.69,9.19,0,0,unable to access data,

37.288000000000004 s,-0.61,1.69,9.19,0,0,unable to access data,

37.308 s,-0.61,1.69,9.5,0,0,unable to access data,

37.328 s,-0.46,1.38,9.04,0,0,unable to access data,

37.348 s,-0.46,1.38,9.04,0,0,unable to access data,

37.368 s,-0.31,1.38,9.19,0,0,unable to access data,

37.388 s,-0.61,1.69,9.5,0,0,unable to access data,

37.413000000000004 s,-0.61,1.69,9.5,0,0,unable to access data,

37.428 s,-0.61,1.69,9.65,0,0,unable to access data,

37.448 s,-0.61,1.69,9.65,0,0,unable to access data,

37.468 s,-0.61,1.53,9.5,0,0,unable to access data,

37.488 s,-0.46,1.84,9.19,0,0,unable to access data,

37.508 s,-0.46,1.84,9.19,0,0,unable to access data,

37.528 s,-0.46,1.84,9.35,0,0,unable to access data,

37.548 s,-0.46,1.84,9.35,0,0,unable to access data,

37.568 s,-0.46,1.69,9.35,0,0,unable to access data,

37.588 s,-0.77,1.84,9.19,0,0,unable to access data,

37.618 s,-0.46,1.99,9.04,0,0,unable to access data,

37.665 s,-0.46,1.99,9.04,0,0,unable to access data,

37.688 s,-0.61,2.3,8.73,0,0,unable to access data,

37.708 s,-0.61,2.3,8.73,0,0,unable to access data,

37.728 s,-0.46,2.3,8.89,0,0,unable to access data,

37.748 s,-0.31,1.99,9.19,0,0,unable to access data,

37.768 s,-0.31,1.99,9.19,0,0,unable to access data,

37.788000000000004 s,-0.31,1.69,9.04,0,0,unable to access data,

37.808 s,-0.46,2.15,8.73,0,0,unable to access data,

37.828 s,-0.46,2.15,8.73,0,0,unable to access data,

37.848 s,-0.77,2.45,9.19,0,0,unable to access data,

37.868 s,-0.77,2.45,9.19,0,0,unable to access data,

37.888 s,-0.61,2.3,9.5,0,0,unable to access data,

37.908 s,-0.92,2.15,9.65,0,0,unable to access data,

37.928 s,-0.92,2.15,9.65,0,0,unable to access data,

37.948 s,-1.07,2.45,9.65,0,0,unable to access data,

37.968 s,-1.23,3.22,10.11,0,0,unable to access data,

37.988 s,-1.23,3.22,10.11,0,0,unable to access data,

38.008 s,-0.31,2.3,9.96,0,0,unable to access data,

38.028 s,-0.31,2.3,9.96,0,0,unable to access data,

38.048 s,0.31,2.15,9.04,0,0,unable to access data,

38.068 s,0.31,2.45,9.65,0,0,unable to access data,

38.088 s,0.31,2.45,9.65,0,0,unable to access data,

38.108000000000004 s,0.15,3.52,9.04,0,0,unable to access data,

38.128 s,0.15,3.52,9.04,0,0,unable to access data,

38.148 s,0.77,2.6,9.35,0,0,unable to access data,

38.168 s,1.23,1.84,9.96,0,0,unable to access data,

38.188 s,1.23,1.84,9.96,0,0,unable to access data,

38.208 s,3.68,2.91,6.59,0,0,unable to access data,

38.228 s,3.06,1.07,5.98,0,0,unable to access data,

38.248 s,3.06,1.07,5.98,0,0,unable to access data,

38.268 s,0.61,-0.92,11.95,0,0,unable to access data,

38.288000000000004 s,0.61,-0.92,11.95,0,0,unable to access data,

38.313 s,2.91,1.07,6.9,0,0,unable to access data,

38.334 s,4.75,4.44,6.9,0,0,unable to access data,

38.35 s,4.75,4.44,6.9,0,0,unable to access data,

38.37 s,1.53,4.44,9.81,0,0,unable to access data,

38.388 s,1.23,3.06,9.04,0,0,unable to access data,

38.408 s,1.23,3.06,9.04,0,0,unable to access data,

38.428 s,0.31,0.46,8.12,0,0,unable to access data,

38.448 s,0.31,0.46,8.12,0,0,unable to access data,

38.468 s,1.84,1.38,6.9,0,0,unable to access data,

38.488 s,2.76,3.68,7.97,0,0,unable to access data,

38.508 s,2.76,3.68,7.97,0,0,unable to access data,

38.528 s,1.99,3.22,10.57,0,0,unable to access data,

38.548 s,1.99,3.22,9.96,0,0,unable to access data,

38.568 s,0.31,0.31,9.96,0,0,unable to access data,

38.588 s,2.45,1.53,9.04,0,0,unable to access data,

38.608000000000004 s,2.45,1.53,9.04,0,0,unable to access data,

38.628 s,2.15,0.77,9.04,0,0,unable to access data,

38.648 s,0.92,1.23,9.5,0,0,unable to access data,

38.668 s,0.92,1.23,9.5,0,0,unable to access data,

38.688 s,0.61,1.23,9.81,0,0,unable to access data,

38.708 s,0.61,1.23,9.81,0,0,unable to access data,

38.728 s,0.61,0.77,9.65,0,0,unable to access data,

38.748 s,1.07,0.46,9.04,0,0,unable to access data,

38.768 s,1.07,0.46,9.04,0,0,unable to access data,

38.788000000000004 s,0.77,1.23,8.73,0,0,unable to access data,

38.808 s,0.46,0.61,9.19,0,0,unable to access data,

38.828 s,0.46,0.61,9.19,0,0,unable to access data,

38.848 s,-0.61,0.61,9.65,0,0,unable to access data,

38.868 s,-0.61,0.61,9.65,0,0,unable to access data,

38.888 s,-1.07,0.61,10.57,0,0,unable to access data,

38.908 s,-0.77,-0.61,8.89,0,0,unable to access data,

38.928 s,-0.77,-0.61,8.89,0,0,unable to access data,

38.948 s,-0.92,-0.15,8.27,0,0,unable to access data,

38.968 s,-1.23,0.92,9.35,0,0,unable to access data,

38.988 s,-1.23,0.92,9.35,0,0,unable to access data,

39.016 s,-1.69,-0.46,9.19,0,0,unable to access data,

39.031 s,-1.69,-0.46,9.19,0,0,unable to access data,

39.053 s,-1.53,0.31,9.04,0,0,unable to access data,

39.07 s,-2.91,0.15,11.19,0,0,unable to access data,

39.088 s,-2.91,0.15,11.19,0,0,unable to access data,

39.108000000000004 s,-0.61,0.15,9.81,0,0,unable to access data,

39.128 s,-0.61,0.15,9.81,0,0,unable to access data,

39.148 s,-0.46,-0.46,10.11,0,0,unable to access data,

39.168 s,-0.31,-0.15,9.04,0,0,unable to access data,

39.188 s,-0.31,-0.15,9.04,0,0,unable to access data,

39.208 s,0.31,0.15,9.5,0,0,unable to access data,

39.228 s,0.61,0.15,9.65,0,0,unable to access data,

39.248 s,0.61,0.15,9.65,0,0,unable to access data,

39.268 s,0.92,-0.61,9.04,0,0,unable to access data,

39.288000000000004 s,0.92,-0.61,9.04,0,0,unable to access data,

39.308 s,-0.15,0.61,9.81,0,0,unable to access data,

39.328 s,-0.46,-0.15,9.5,0,0,unable to access data,

39.348 s,-0.46,-0.15,9.5,0,0,unable to access data,

39.368 s,-1.07,0.61,10.27,0,0,unable to access data,

39.388 s,-0.46,0.46,9.96,0,0,unable to access data,

39.408 s,-0.46,0.46,9.96,0,0,unable to access data,

39.428 s,1.07,-0.46,8.12,0,0,unable to access data,

39.448 s,1.07,-0.46,8.12,0,0,unable to access data,

39.468 s,1.07,-0.31,9.5,0,0,unable to access data,

39.488 s,1.07,-0.46,10.27,0,0,unable to access data,

39.508 s,1.07,-0.46,10.27,0,0,unable to access data,

39.528 s,0.77,-0.46,9.35,0,0,unable to access data,

39.548 s,-0.15,0.46,9.04,0,0,unable to access data,

39.568 s,-0.15,0.46,9.04,0,0,unable to access data,

39.588 s,0.31,0.15,9.19,0,0,unable to access data,

39.608000000000004 s,0.31,0.15,9.19,0,0,unable to access data,

39.628 s,0.46,0.15,9.65,0,0,unable to access data,

39.648 s,0.77,-0.46,8.89,0,0,unable to access data,

39.668 s,0.77,-0.46,8.89,0,0,unable to access data,

39.688 s,1.07,-0.92,9.19,0,0,unable to access data,

39.72 s,0.61,-0.61,9.65,0,0,unable to access data,

39.75 s,0.46,-0.31,9.81,0,0,unable to access data,

39.768 s,0.46,-0.31,9.81,0,0,unable to access data,

39.788000000000004 s,0.46,-0.31,9.5,0,0,unable to access data,

39.808 s,0.31,-0.15,9.5,0,0,unable to access data,

39.828 s,0.31,-0.15,9.5,0,0,unable to access data,

39.848 s,0.46,-0.15,9.19,0,0,unable to access data,

39.868 s,0.46,-0.15,9.19,0,0,unable to access data,

39.888 s,0.77,-0.61,9.5,0,0,unable to access data,

39.908 s,0.46,-0.92,9.81,0,0,unable to access data,

39.928000000000004 s,0.46,-0.92,9.81,0,0,unable to access data,

39.948 s,0.15,-0.46,9.96,0,0,unable to access data,

39.968 s,0.15,-0.61,9.19,0,0,unable to access data,

39.988 s,0.15,-0.61,9.19,0,0,unable to access data,

40.008 s,-0.15,-0.77,10.42,0,0,unable to access data,

40.028 s,-0.15,-0.77,10.42,0,0,unable to access data,

40.048 s,-0.15,-0.46,10.11,0,0,unable to access data,

40.068 s,-0.31,-0.46,9.81,0,0,unable to access data,

40.088 s,-0.31,-0.46,9.81,0,0,unable to access data,

40.108000000000004 s,-0.31,-0.46,9.35,0,0,unable to access data,

40.128 s,-0.31,-0.15,9.5,0,0,unable to access data,

40.148 s,-0.31,-0.15,9.5,0,0,unable to access data,

40.168 s,-0.15,-0.46,9.5,0,0,unable to access data,

40.188 s,-0.15,-0.46,9.5,0,0,unable to access data,

40.208 s,-0.15,-0.31,9.81,0,0,unable to access data,

40.228 s,-0.15,-0.46,9.81,0,0,unable to access data,

40.248 s,-0.15,-0.46,9.81,0,0,unable to access data,

40.268 s,-0.15,-0.46,9.5,0,0,unable to access data,

40.288000000000004 s,-0.15,-0.46,9.5,0,0,unable to access data,

40.308 s,-0.15,-0.61,9.35,0,0,unable to access data,

40.328 s,-0.15,-0.61,9.5,0,0,unable to access data,

40.348 s,-0.15,-0.61,9.5,0,0,unable to access data,

40.368 s,-0.15,-0.61,9.65,0,0,unable to access data,

40.399 s,-0.15,-0.77,9.65,0,0,unable to access data,

40.43 s,-0.15,-0.92,9.65,0,0,unable to access data,

40.448 s,-0.15,-0.92,9.65,0,0,unable to access data,

40.468 s,-0.15,-0.92,9.5,0,0,unable to access data,

40.488 s,-0.15,-0.77,9.35,0,0,unable to access data,

40.508 s,-0.15,-0.77,9.35,0,0,unable to access data,

40.528 s,-0.46,-0.31,9.5,0,0,unable to access data,

40.548 s,-0.61,-0.31,9.65,0,0,unable to access data,

40.568 s,-0.61,-0.31,9.65,0,0,unable to access data,

40.588 s,-0.77,-0.15,9.5,0,0,unable to access data,

40.608000000000004 s,-0.77,-0.15,9.5,0,0,unable to access data,

40.628 s,-0.61,-0.15,9.5,0,0,unable to access data,

40.648 s,-0.61,-0.15,9.65,0,0,unable to access data,

40.668 s,-0.61,-0.15,9.65,0,0,unable to access data,

40.688 s,-0.61,-0.15,9.65,0,0,unable to access data,

40.708 s,-0.61,-0.15,9.81,0,0,unable to access data,

40.728 s,-0.61,-0.15,9.81,0,0,unable to access data,

40.748 s,-0.31,-0.31,9.81,0,0,unable to access data,

40.768 s,-0.31,-0.31,9.81,0,0,unable to access data,

40.788000000000004 s,-0.31,-0.31,9.65,0,0,unable to access data,

40.808 s,-0.46,-0.31,9.65,0,0,unable to access data,

40.828 s,-0.46,-0.31,9.65,0,0,unable to access data,

40.848 s,-0.61,-0.31,9.5,0,0,unable to access data,

40.868 s,-0.61,-0.31,9.5,0,0,unable to access data,

40.888 s,-0.77,-0.31,9.35,0,0,unable to access data,

40.908 s,-0.92,-0.15,9.5,0,0,unable to access data,

40.928000000000004 s,-0.92,-0.15,9.5,0,0,unable to access data,

40.948 s,-1.07,-0.15,9.35,0,0,unable to access data,

40.968 s,-0.92,-0.15,9.35,0,0,unable to access data,

40.988 s,-0.92,-0.15,9.35,0,0,unable to access data,

41.008 s,-0.92,-0.15,9.35,0,0,unable to access data,

41.028 s,-0.92,-0.15,9.35,0,0,unable to access data,

41.048 s,-0.61,-0.15,9.35,0,0,unable to access data,

41.08 s,-0.46,-0.15,9.35,0,0,unable to access data,

41.11 s,-0.46,-0.15,9.19,0,0,unable to access data,

41.128 s,-0.61,-0.15,9.19,0,0,unable to access data,

41.148 s,-0.61,-0.15,9.19,0,0,unable to access data,

41.168 s,-0.77,-0.31,9.35,0,0,unable to access data,

41.188 s,-0.77,-0.31,9.35,0,0,unable to access data,

41.208 s,-0.92,-0.31,9.5,0,0,unable to access data,

41.228 s,-0.77,-0.31,9.5,0,0,unable to access data,

41.248 s,-0.77,-0.31,9.5,0,0,unable to access data,

41.268 s,-0.61,-0.31,9.35,0,0,unable to access data,

41.288000000000004 s,-0.61,-0.31,9.35,0,0,unable to access data,

41.308 s,-0.31,-0.15,9.19,0,0,unable to access data,

41.328 s,-0.31,-0.31,9.04,0,0,unable to access data,

41.348 s,-0.31,-0.31,9.04,0,0,unable to access data,

41.368 s,-0.46,-0.15,9.19,0,0,unable to access data,

41.388 s,-0.61,-0.15,9.65,0,0,unable to access data,

41.408 s,-0.61,-0.15,9.65,0,0,unable to access data,

41.428000000000004 s,-0.77,-0.31,9.81,0,0,unable to access data,

41.448 s,-0.77,-0.31,9.81,0,0,unable to access data,

41.468 s,-0.77,-0.46,9.81,0,0,unable to access data,

41.488 s,-1.07,-0.46,9.81,0,0,unable to access data,

41.508 s,-1.07,-0.46,9.81,0,0,unable to access data,

41.528 s,-1.23,-0.15,9.81,0,0,unable to access data,

41.548 s,-1.38,-0.15,9.65,0,0,unable to access data,

41.568 s,-1.38,-0.15,9.65,0,0,unable to access data,

41.588 s,-1.38,-0.15,9.65,0,0,unable to access data,

41.608000000000004 s,-1.38,-0.15,9.65,0,0,unable to access data,

41.628 s,-1.38,-0.15,9.35,0,0,unable to access data,

41.648 s,-1.23,-0.15,9.35,0,0,unable to access data,

41.668 s,-1.23,-0.15,9.35,0,0,unable to access data,

41.688 s,-1.23,-0.15,9.35,0,0,unable to access data,

41.708 s,-1.23,-0.15,9.35,0,0,unable to access data,

41.728 s,-1.23,-0.15,9.35,0,0,unable to access data,

41.759 s,-1.07,-0.31,9.35,0,0,unable to access data,

41.79 s,-1.23,-0.31,9.5,0,0,unable to access data,

41.811 s,-1.23,-0.15,9.65,0,0,unable to access data,

41.828 s,-1.23,-0.15,9.65,0,0,unable to access data,

41.848 s,-1.23,-0.31,9.5,0,0,unable to access data,

41.868 s,-1.23,-0.31,9.5,0,0,unable to access data,

41.888 s,-1.38,-0.15,9.65,0,0,unable to access data,

41.908 s,-1.23,-0.15,9.5,0,0,unable to access data,

41.928000000000004 s,-1.23,-0.15,9.5,0,0,unable to access data,

41.948 s,-1.38,-0.15,9.5,0,0,unable to access data,

41.968 s,-1.23,-0.15,9.19,0,0,unable to access data,

41.988 s,-1.23,-0.15,9.19,0,0,unable to access data,

42.008 s,-1.23,-0.15,9.5,0,0,unable to access data,

42.028 s,-1.23,-0.15,9.5,0,0,unable to access data,

42.048 s,-1.69,-0.15,9.65,0,0,unable to access data,

42.068 s,-1.53,-0.31,9.5,0,0,unable to access data,

42.088 s,-1.53,-0.31,9.5,0,0,unable to access data,

42.108000000000004 s,-1.53,-0.15,9.65,0,0,unable to access data,

42.128 s,-1.69,-0.15,9.65,0,0,unable to access data,

42.148 s,-1.69,-0.15,9.65,0,0,unable to access data,

42.168 s,-1.69,-0.31,9.5,0,0,unable to access data,

42.188 s,-1.69,-0.31,9.5,0,0,unable to access data,

42.208 s,-1.38,-0.15,9.5,0,0,unable to access data,

42.228 s,-1.53,-0.15,9.5,0,0,unable to access data,

42.248 s,-1.53,-0.15,9.5,0,0,unable to access data,

42.268 s,-1.99,-0.15,9.65,0,0,unable to access data,

42.288000000000004 s,-1.99,-0.15,9.5,0,0,unable to access data,

42.308 s,-2.15,-0.15,9.5,0,0,unable to access data,

42.328 s,-2.3,0.31,9.04,0,0,unable to access data,

42.348 s,-2.3,0.31,9.04,0,0,unable to access data,

42.368 s,-2.15,0.31,8.73,0,0,unable to access data,

42.388 s,-2.3,0.61,8.73,0,0,unable to access data,

42.408 s,-2.3,0.61,8.73,0,0,unable to access data,

42.438 s,-2.45,0.92,8.89,0,0,unable to access data,

42.469 s,-2.3,1.38,8.89,0,0,unable to access data,

42.488 s,-2.45,1.38,9.19,0,0,unable to access data,

