time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata
280.85 s, -0.96 , 7.96 , 3.14,0,0,28.57958104,77.21447182
280.887 s, -1.72 , 7.54 , 2.41,0,0,28.57958104,77.21447182
280.918 s, -2.83 , 7.8100000000000005 , 1.99,0,0,28.57958104,77.21447182
280.948 s, -3.33 , 10.370000000000001 , 1.34,0,0,28.57958104,77.21447182
280.979 s, -2.18 , 11.25 , 0.92,0,0,28.57958104,77.21447182
281.01 s, -0.08 , 10.41 , 1.95,0,0,28.57958104,77.21447182
281.041 s, 0.46 , 9.42 , 2.64,0,0,28.57958104,77.21447182
281.071 s, 0.04 , 9.0 , 1.6500000000000001,0,0,28.57958104,77.21447182
281.10200000000003 s, -0.65 , 8.120000000000001 , 0.88,0,0,28.57958104,77.21447182
281.133 s, -1.9100000000000001 , 7.04 , 1.07,0,0,28.57958104,77.21447182
281.163 s, -2.72 , 7.43 , 1.19,0,0,28.57958104,77.21447182
281.194 s, -2.79 , 8.88 , 2.2600000000000002,0,0,28.57958104,77.21447182
281.224 s, -1.8 , 10.49 , 3.25,0,0,28.57958104,77.21447182
281.255 s, 0.84 , 10.3 , 3.87,0,0,28.57958104,77.21447182
281.286 s, 1.6500000000000001 , 10.26 , 3.94,0,0,28.57958104,77.21447182
281.31600000000003 s, 1.23 , 9.49 , 4.17,0,0,28.57958104,77.21447182
281.347 s, 0.38 , 8.5 , 4.13,0,0,28.57958104,77.21447182
281.377 s, 0.19 , 8.65 , 3.83,0,0,28.57958104,77.21447182
281.408 s, -1.1500000000000001 , 9.38 , 4.5600000000000005,0,0,28.57958104,77.21447182
281.438 s, -1.99 , 10.53 , 4.33,0,0,28.57958104,77.21447182
281.469 s, 1.61 , 13.13 , 2.45,0,0,28.57958104,77.21447182
281.5 s, 1.3800000000000001 , 11.450000000000001 , 1.11,0,0,28.57958104,77.21447182
281.53000000000003 s, -0.34 , 8.19 , 2.99,0,0,28.57958104,77.21447182
281.561 s, -1.1500000000000001 , 7.390000000000001 , 3.75,0,0,28.57958104,77.21447182
281.591 s, -2.37 , 7.08 , 3.06,0,0,28.57958104,77.21447182
281.622 s, -2.95 , 7.73 , 1.8,0,0,28.57958104,77.21447182
281.66 s, -3.29 , 8.08 , 0.88,0,0,28.57958104,77.21447182
281.69100000000003 s, -4.4 , 8.73 , 0.42,0,0,28.57958104,77.21447182
281.722 s, -3.14 , 9.72 , 0.27,0,0,28.57958104,77.21447182
281.753 s, -1.03 , 9.57 , 1.53,0,0,28.57958104,77.21447182
281.783 s, 0.31 , 9.69 , 3.79,0,0,28.57958104,77.21447182
281.814 s, 0.11 , 9.57 , 3.98,0,0,28.57958104,77.21447182
281.845 s, -1.53 , 8.73 , 1.99,0,0,28.57958104,77.21447182
281.875 s, -2.56 , 8.35 , 2.87,0,0,28.57958104,77.21447182
281.912 s, -3.14 , 9.07 , 2.37,0,0,28.57958104,77.21447182
281.943 s, -1.76 , 10.8 , 0.96,0,0,28.57958104,77.21447182
281.973 s, 0.0 , 10.99 , 0.5700000000000001,0,0,28.57958104,77.21447182
282.004 s, -0.61 , 9.53 , 0.77,0,0,28.57958104,77.21447182
282.035 s, -0.6900000000000001 , 8.92 , 0.92,0,0,28.57958104,77.21447182
282.065 s, -0.54 , 7.96 , 1.3800000000000001,0,0,28.57958104,77.21447182
282.096 s, -2.07 , 7.66 , 1.68,0,0,28.57958104,77.21447182
282.12600000000003 s, -3.18 , 9.84 , 2.37,0,0,28.57958104,77.21447182
282.157 s, -2.99 , 11.64 , 0.6900000000000001,0,0,28.57958104,77.21447182
282.19 s, -1.45 , 11.14 , 0.27,0,0,28.57958104,77.21447182
282.22 s, -0.84 , 9.07 , 1.76,0,0,28.57958104,77.21447182
282.25100000000003 s, -1.22 , 7.8100000000000005 , 2.49,0,0,28.57958104,77.21447182
282.281 s, -2.3000000000000003 , 7.92 , 3.45,0,0,28.57958104,77.21447182
282.312 s, -2.45 , 8.96 , 3.45,0,0,28.57958104,77.21447182
282.342 s, -1.6500000000000001 , 9.57 , 2.79,0,0,28.57958104,77.21447182
282.373 s, -2.14 , 9.19 , 3.6,0,0,28.57958104,77.21447182
282.404 s, -1.22 , 9.69 , 3.68,0,0,28.57958104,77.21447182
282.435 s, 0.23 , 9.8 , 2.95,0,0,28.57958104,77.21447182
282.46500000000003 s, -0.34 , 9.11 , 2.7600000000000002,0,0,28.57958104,77.21447182
282.496 s, -1.57 , 9.0 , 1.99,0,0,28.57958104,77.21447182
282.527 s, -1.6500000000000001 , 9.46 , 1.26,0,0,28.57958104,77.21447182
282.557 s, -1.6500000000000001 , 10.34 , 0.23,0,0,28.57958104,77.21447182
282.588 s, -2.5300000000000002 , 9.950000000000001 , -0.61,0,0,28.57958104,77.21447182
282.619 s, -2.56 , 9.07 , 0.42,0,0,28.57958104,77.21447182
282.649 s, -2.56 , 8.42 , 1.49,0,0,28.57958104,77.21447182
282.68 s, -1.95 , 8.15 , 1.84,0,0,28.57958104,77.21447182
282.71 s, -1.3800000000000001 , 9.15 , 1.45,0,0,28.57958104,77.21447182
282.741 s, -0.84 , 9.11 , 2.56,0,0,28.57958104,77.21447182
282.771 s, -0.77 , 8.46 , 3.94,0,0,28.57958104,77.21447182
282.802 s, -2.41 , 9.0 , 3.83,0,0,28.57958104,77.21447182
282.833 s, -3.18 , 9.69 , 4.4,0,0,28.57958104,77.21447182
282.863 s, -1.99 , 10.26 , 5.21,0,0,28.57958104,77.21447182
282.898 s, -0.34 , 10.49 , 4.36,0,0,28.57958104,77.21447182
282.928 s, 0.42 , 9.42 , 3.48,0,0,28.57958104,77.21447182
282.959 s, -0.84 , 8.040000000000001 , 3.52,0,0,28.57958104,77.21447182
282.98900000000003 s, -1.99 , 9.11 , 4.33,0,0,28.57958104,77.21447182
283.02 s, -0.96 , 9.69 , 3.18,0,0,28.57958104,77.21447182
283.052 s, -1.45 , 7.73 , 2.79,0,0,28.57958104,77.21447182
283.082 s, -2.99 , 7.8100000000000005 , 3.45,0,0,28.57958104,77.21447182
283.113 s, -2.37 , 9.99 , 1.68,0,0,28.57958104,77.21447182
283.144 s, -1.68 , 9.8 , 0.5,0,0,28.57958104,77.21447182
283.175 s, -1.6500000000000001 , 9.03 , 0.15,0,0,28.57958104,77.21447182
283.206 s, -2.18 , 8.58 , -0.42,0,0,28.57958104,77.21447182
283.237 s, -2.2600000000000002 , 8.42 , 0.04,0,0,28.57958104,77.21447182
283.267 s, -2.34 , 8.46 , 0.6900000000000001,0,0,28.57958104,77.21447182
283.298 s, -1.57 , 8.5 , 0.65,0,0,28.57958104,77.21447182
283.33 s, -1.61 , 8.77 , 1.26,0,0,28.57958104,77.21447182
283.361 s, -0.96 , 10.11 , 2.07,0,0,28.57958104,77.21447182
283.391 s, 0.77 , 10.450000000000001 , 3.83,0,0,28.57958104,77.21447182
283.422 s, 0.23 , 9.69 , 5.01,0,0,28.57958104,77.21447182
283.452 s, -0.42 , 9.0 , 6.32,0,0,28.57958104,77.21447182
283.483 s, 0.61 , 8.88 , 6.890000000000001,0,0,28.57958104,77.21447182
283.514 s, -1.11 , 8.540000000000001 , 6.62,0,0,28.57958104,77.21447182
283.544 s, -1.22 , 10.11 , 5.82,0,0,28.57958104,77.21447182
283.575 s, 0.54 , 11.41 , 4.44,0,0,28.57958104,77.21447182
283.605 s, 0.61 , 10.49 , 3.06,0,0,28.57958104,77.21447182
283.636 s, -0.08 , 8.88 , 3.33,0,0,28.57958104,77.21447182
283.66700000000003 s, -1.45 , 6.78 , 3.18,0,0,28.57958104,77.21447182
283.697 s, -1.8800000000000001 , 6.93 , 3.71,0,0,28.57958104,77.21447182
283.728 s, -2.11 , 8.040000000000001 , 3.56,0,0,28.57958104,77.21447182
283.758 s, -2.34 , 7.8500000000000005 , 2.34,0,0,28.57958104,77.21447182
283.789 s, -2.18 , 8.8 , 3.02,0,0,28.57958104,77.21447182
283.82 s, -2.18 , 9.65 , 1.9100000000000001,0,0,28.57958104,77.21447182
283.85 s, -1.49 , 10.18 , 0.92,0,0,28.57958104,77.21447182
283.88100000000003 s, -1.11 , 9.88 , 0.96,0,0,28.57958104,77.21447182
283.916 s, -2.14 , 8.08 , 0.84,0,0,28.57958104,77.21447182
283.947 s, -2.79 , 7.58 , 1.23,0,0,28.57958104,77.21447182
283.97700000000003 s, -2.56 , 7.8500000000000005 , 0.5700000000000001,0,0,28.57958104,77.21447182
284.008 s, -2.07 , 8.540000000000001 , 1.3,0,0,28.57958104,77.21447182
284.039 s, -2.11 , 9.61 , 2.2600000000000002,0,0,28.57958104,77.21447182
284.069 s, -0.6900000000000001 , 10.18 , 1.11,0,0,28.57958104,77.21447182
284.1 s, -0.5700000000000001 , 10.34 , 0.46,0,0,28.57958104,77.21447182
284.13 s, -1.8800000000000001 , 9.34 , 0.73,0,0,28.57958104,77.21447182
284.163 s, -0.08 , 9.49 , 1.45,0,0,28.57958104,77.21447182
284.194 s, -0.34 , 10.450000000000001 , 2.2600000000000002,0,0,28.57958104,77.21447182
284.225 s, -1.76 , 10.41 , 3.41,0,0,28.57958104,77.21447182
284.255 s, -0.88 , 10.34 , 4.79,0,0,28.57958104,77.21447182
284.286 s, 0.08 , 9.3 , 5.36,0,0,28.57958104,77.21447182
284.31600000000003 s, 0.27 , 8.040000000000001 , 6.55,0,0,28.57958104,77.21447182
284.347 s, -0.96 , 6.93 , 6.13,0,0,28.57958104,77.21447182
284.378 s, -2.11 , 7.96 , 5.78,0,0,28.57958104,77.21447182
284.408 s, -1.57 , 8.31 , 5.28,0,0,28.57958104,77.21447182
284.439 s, -0.34 , 7.5 , 4.1,0,0,28.57958104,77.21447182
284.469 s, -0.65 , 7.62 , 2.72,0,0,28.57958104,77.21447182
284.5 s, -1.26 , 8.77 , 2.68,0,0,28.57958104,77.21447182
284.531 s, -0.65 , 9.61 , 2.7600000000000002,0,0,28.57958104,77.21447182
284.562 s, -0.15 , 10.11 , 2.95,0,0,28.57958104,77.21447182
284.593 s, 0.15 , 10.26 , 2.37,0,0,28.57958104,77.21447182
284.623 s, 0.54 , 9.84 , 1.61,0,0,28.57958104,77.21447182
284.654 s, -0.11 , 9.03 , 1.61,0,0,28.57958104,77.21447182
284.685 s, -0.27 , 9.11 , 1.76,0,0,28.57958104,77.21447182
284.71500000000003 s, -0.65 , 9.23 , 2.11,0,0,28.57958104,77.21447182
284.746 s, -0.31 , 9.84 , 2.7600000000000002,0,0,28.57958104,77.21447182
284.776 s, 0.73 , 10.22 , 2.72,0,0,28.57958104,77.21447182
284.807 s, 0.5700000000000001 , 9.69 , 3.1,0,0,28.57958104,77.21447182
284.837 s, 0.65 , 8.96 , 3.48,0,0,28.57958104,77.21447182
284.868 s, 0.46 , 8.38 , 3.29,0,0,28.57958104,77.21447182
284.91700000000003 s, -2.7600000000000002 , 9.34 , 3.18,0,0,28.57958104,77.21447182
284.948 s, -1.26 , 10.99 , 2.87,0,0,28.57958104,77.21447182
284.978 s, 1.03 , 12.17 , 2.37,0,0,28.57958104,77.21447182
285.009 s, 0.77 , 10.6 , 1.99,0,0,28.57958104,77.21447182
285.04 s, 0.15 , 8.77 , 2.95,0,0,28.57958104,77.21447182
285.07 s, -0.8 , 8.19 , 3.45,0,0,28.57958104,77.21447182
285.101 s, -1.3 , 8.38 , 2.91,0,0,28.57958104,77.21447182
285.13100000000003 s, -0.73 , 8.42 , 2.2600000000000002,0,0,28.57958104,77.21447182
285.163 s, -2.07 , 8.08 , 2.11,0,0,28.57958104,77.21447182
285.194 s, -3.1 , 9.23 , 2.3000000000000003,0,0,28.57958104,77.21447182
285.225 s, -1.34 , 11.18 , 0.54,0,0,28.57958104,77.21447182
285.25600000000003 s, -0.38 , 10.57 , -0.42,0,0,28.57958104,77.21447182
285.286 s, -0.54 , 8.58 , 0.65,0,0,28.57958104,77.21447182
285.317 s, -1.3800000000000001 , 7.73 , 1.07,0,0,28.57958104,77.21447182
285.348 s, -1.53 , 7.96 , 1.61,0,0,28.57958104,77.21447182
285.378 s, -1.22 , 8.540000000000001 , 1.49,0,0,28.57958104,77.21447182
285.409 s, -1.84 , 8.61 , 1.6500000000000001,0,0,28.57958104,77.21447182
285.44 s, -1.72 , 9.26 , 2.5300000000000002,0,0,28.57958104,77.21447182
285.47 s, -0.04 , 10.07 , 2.83,0,0,28.57958104,77.21447182
285.50100000000003 s, 1.07 , 9.49 , 2.83,0,0,28.57958104,77.21447182
285.531 s, 0.88 , 8.5 , 3.41,0,0,28.57958104,77.21447182
285.562 s, 0.88 , 7.890000000000001 , 4.0200000000000005,0,0,28.57958104,77.21447182
285.592 s, 0.65 , 7.8500000000000005 , 4.13,0,0,28.57958104,77.21447182
285.623 s, -0.61 , 7.7700000000000005 , 3.29,0,0,28.57958104,77.21447182
285.654 s, -1.11 , 7.2 , 3.25,0,0,28.57958104,77.21447182
285.684 s, -0.88 , 7.3100000000000005 , 3.45,0,0,28.57958104,77.21447182
285.71500000000003 s, 0.0 , 7.3100000000000005 , 2.7600000000000002,0,0,28.57958104,77.21447182
285.745 s, 0.96 , 6.890000000000001 , 4.44,0,0,28.57958104,77.21447182
285.776 s, 0.92 , 6.51 , 5.82,0,0,28.57958104,77.21447182
285.807 s, 1.8800000000000001 , 6.97 , 6.74,0,0,28.57958104,77.21447182
285.837 s, 3.22 , 6.66 , 8.65,0,0,28.57958104,77.21447182
285.868 s, 4.29 , 6.13 , 9.950000000000001,0,0,28.57958104,77.21447182
285.898 s, 2.3000000000000003 , 5.4 , 10.53,0,0,28.57958104,77.21447182
285.92900000000003 s, 1.8 , 4.5200000000000005 , 10.91,0,0,28.57958104,77.21447182
285.96 s, 3.87 , 5.21 , 10.6,0,0,28.57958104,77.21447182
285.99 s, 3.75 , 5.32 , 10.22,0,0,28.57958104,77.21447182
286.021 s, 3.14 , 5.4 , 10.11,0,0,28.57958104,77.21447182
286.05400000000003 s, 3.64 , 5.97 , 9.26,0,0,28.57958104,77.21447182
286.085 s, 3.37 , 5.78 , 6.93,0,0,28.57958104,77.21447182
286.116 s, 1.68 , 4.29 , 5.86,0,0,28.57958104,77.21447182
286.146 s, 0.65 , 4.67 , 6.47,0,0,28.57958104,77.21447182
286.178 s, 2.6 , 7.390000000000001 , 7.66,0,0,28.57958104,77.21447182
286.208 s, 3.06 , 6.66 , 8.73,0,0,28.57958104,77.21447182
286.23900000000003 s, 1.9100000000000001 , 4.98 , 8.65,0,0,28.57958104,77.21447182
286.27 s, 2.79 , 5.9 , 7.46,0,0,28.57958104,77.21447182
286.3 s, 3.87 , 6.93 , 5.86,0,0,28.57958104,77.21447182
286.331 s, 3.64 , 9.03 , 7.8500000000000005,0,0,28.57958104,77.21447182
286.361 s, 3.1 , 8.15 , 11.48,0,0,28.57958104,77.21447182
286.392 s, 2.22 , 5.82 , 11.450000000000001,0,0,28.57958104,77.21447182
286.423 s, 1.3 , 4.29 , 8.08,0,0,28.57958104,77.21447182
286.45300000000003 s, 1.57 , 4.5200000000000005 , 6.51,0,0,28.57958104,77.21447182
286.484 s, 1.49 , 4.44 , 5.86,0,0,28.57958104,77.21447182
286.514 s, 0.42 , 4.36 , 5.4,0,0,28.57958104,77.21447182
286.545 s, 0.19 , 5.67 , 6.47,0,0,28.57958104,77.21447182
286.575 s, 0.8 , 6.28 , 7.390000000000001,0,0,28.57958104,77.21447182
286.606 s, 0.8 , 6.2 , 7.8100000000000005,0,0,28.57958104,77.21447182
286.637 s, 1.34 , 5.63 , 7.69,0,0,28.57958104,77.21447182
286.668 s, 1.68 , 5.97 , 7.5,0,0,28.57958104,77.21447182
286.698 s, 1.53 , 6.55 , 8.08,0,0,28.57958104,77.21447182
286.729 s, 1.49 , 5.47 , 8.77,0,0,28.57958104,77.21447182
286.76 s, 1.49 , 4.5200000000000005 , 7.69,0,0,28.57958104,77.21447182
286.791 s, 1.99 , 4.67 , 7.62,0,0,28.57958104,77.21447182
286.821 s, 2.07 , 4.79 , 7.04,0,0,28.57958104,77.21447182
286.85200000000003 s, 1.8 , 5.51 , 6.97,0,0,28.57958104,77.21447182
286.882 s, 2.0300000000000002 , 6.8500000000000005 , 8.35,0,0,28.57958104,77.21447182
286.913 s, 2.0300000000000002 , 6.7 , 7.5,0,0,28.57958104,77.21447182
286.952 s, 2.6 , 5.93 , 6.2,0,0,28.57958104,77.21447182
286.983 s, 1.8800000000000001 , 6.24 , 6.01,0,0,28.57958104,77.21447182
287.01300000000003 s, 2.18 , 7.62 , 7.890000000000001,0,0,28.57958104,77.21447182
287.044 s, 2.68 , 8.23 , 11.03,0,0,28.57958104,77.21447182
287.076 s, 2.22 , 7.01 , 12.56,0,0,28.57958104,77.21447182
287.106 s, 2.3000000000000003 , 4.79 , 10.83,0,0,28.57958104,77.21447182
287.137 s, 1.76 , 3.22 , 7.390000000000001,0,0,28.57958104,77.21447182
287.169 s, 1.23 , 3.29 , 4.98,0,0,28.57958104,77.21447182
287.2 s, 0.88 , 4.0200000000000005 , 6.28,0,0,28.57958104,77.21447182
287.23 s, 0.23 , 5.28 , 7.62,0,0,28.57958104,77.21447182
287.261 s, 0.92 , 6.93 , 7.8100000000000005,0,0,28.57958104,77.21447182
287.291 s, 2.3000000000000003 , 7.04 , 6.8500000000000005,0,0,28.57958104,77.21447182
287.322 s, 2.37 , 5.82 , 6.32,0,0,28.57958104,77.21447182
287.353 s, 2.14 , 5.21 , 6.390000000000001,0,0,28.57958104,77.21447182
287.383 s, 2.34 , 5.21 , 5.93,0,0,28.57958104,77.21447182
287.414 s, 2.49 , 5.51 , 5.05,0,0,28.57958104,77.21447182
287.445 s, 1.72 , 5.44 , 4.67,0,0,28.57958104,77.21447182
287.476 s, 3.94 , 8.19 , 12.02,0,0,28.57958104,77.21447182
287.50600000000003 s, 2.83 , 5.97 , 15.5,0,0,28.57958104,77.21447182
287.537 s, 1.3800000000000001 , 1.61 , 7.96,0,0,28.57958104,77.21447182
287.568 s, 1.57 , 1.72 , 3.68,0,0,28.57958104,77.21447182
287.598 s, 2.11 , 4.48 , 5.24,0,0,28.57958104,77.21447182
287.629 s, 3.56 , 7.8500000000000005 , 8.040000000000001,0,0,28.57958104,77.21447182
287.659 s, 4.86 , 9.42 , 7.390000000000001,0,0,28.57958104,77.21447182
287.69 s, 4.29 , 9.72 , 6.3500000000000005,0,0,28.57958104,77.21447182
287.72 s, 3.87 , 7.24 , 7.08,0,0,28.57958104,77.21447182
287.75100000000003 s, 3.1 , 6.09 , 6.8100000000000005,0,0,28.57958104,77.21447182
287.781 s, 2.49 , 6.7 , 7.16,0,0,28.57958104,77.21447182
287.812 s, 2.64 , 6.32 , 9.26,0,0,28.57958104,77.21447182
287.843 s, 2.37 , 4.59 , 9.76,0,0,28.57958104,77.21447182
287.873 s, 1.45 , 3.37 , 7.46,0,0,28.57958104,77.21447182
287.904 s, 1.57 , 4.17 , 6.01,0,0,28.57958104,77.21447182
287.937 s, 1.95 , 6.97 , 7.3500000000000005,0,0,28.57958104,77.21447182
287.968 s, 3.06 , 7.8100000000000005 , 8.08,0,0,28.57958104,77.21447182
287.998 s, 2.87 , 6.58 , 6.2,0,0,28.57958104,77.21447182
288.029 s, 2.22 , 5.93 , 6.390000000000001,0,0,28.57958104,77.21447182
288.06 s, 2.07 , 5.59 , 6.78,0,0,28.57958104,77.21447182
288.091 s, 1.9100000000000001 , 5.21 , 6.05,0,0,28.57958104,77.21447182
288.121 s, 1.84 , 5.21 , 5.63,0,0,28.57958104,77.21447182
288.154 s, 2.41 , 6.24 , 6.55,0,0,28.57958104,77.21447182
288.187 s, 3.52 , 6.78 , 7.16,0,0,28.57958104,77.21447182
288.218 s, 3.52 , 6.93 , 7.46,0,0,28.57958104,77.21447182
288.248 s, 3.41 , 6.78 , 7.92,0,0,28.57958104,77.21447182
288.279 s, 3.18 , 5.78 , 7.08,0,0,28.57958104,77.21447182
288.309 s, 2.7600000000000002 , 5.24 , 6.55,0,0,28.57958104,77.21447182
288.34000000000003 s, 2.72 , 6.13 , 7.92,0,0,28.57958104,77.21447182
288.37 s, 2.83 , 6.32 , 8.31,0,0,28.57958104,77.21447182
288.401 s, 2.5300000000000002 , 5.78 , 6.93,0,0,28.57958104,77.21447182
288.432 s, 2.68 , 6.28 , 7.12,0,0,28.57958104,77.21447182
288.462 s, 2.64 , 6.8500000000000005 , 7.2,0,0,28.57958104,77.21447182
288.493 s, 2.34 , 6.2 , 6.66,0,0,28.57958104,77.21447182
288.523 s, 1.84 , 5.51 , 7.08,0,0,28.57958104,77.21447182
288.55400000000003 s, 1.8 , 5.97 , 8.84,0,0,28.57958104,77.21447182
288.585 s, 2.07 , 5.7 , 9.34,0,0,28.57958104,77.21447182
288.615 s, 1.76 , 4.9 , 8.5,0,0,28.57958104,77.21447182
288.646 s, 1.8 , 4.5200000000000005 , 6.78,0,0,28.57958104,77.21447182
288.676 s, 2.14 , 4.79 , 7.2,0,0,28.57958104,77.21447182
288.707 s, 1.61 , 5.24 , 8.120000000000001,0,0,28.57958104,77.21447182
288.737 s, 1.26 , 5.01 , 8.23,0,0,28.57958104,77.21447182
288.76800000000003 s, 2.11 , 4.86 , 6.8500000000000005,0,0,28.57958104,77.21447182
288.799 s, 2.41 , 5.09 , 6.43,0,0,28.57958104,77.21447182
288.83 s, 1.68 , 5.55 , 6.62,0,0,28.57958104,77.21447182
288.86 s, 1.68 , 7.43 , 8.73,0,0,28.57958104,77.21447182
288.891 s, 3.14 , 7.390000000000001 , 8.69,0,0,28.57958104,77.21447182
288.922 s, 3.06 , 5.05 , 6.3500000000000005,0,0,28.57958104,77.21447182
288.95300000000003 s, 2.37 , 5.13 , 6.16,0,0,28.57958104,77.21447182
288.983 s, 3.37 , 5.86 , 6.58,0,0,28.57958104,77.21447182
289.014 s, 3.52 , 6.05 , 6.8500000000000005,0,0,28.57958104,77.21447182
289.045 s, 2.49 , 5.17 , 8.15,0,0,28.57958104,77.21447182
289.075 s, 1.42 , 4.67 , 8.0,0,0,28.57958104,77.21447182
289.106 s, 1.95 , 5.36 , 9.61,0,0,28.57958104,77.21447182
289.136 s, 2.18 , 6.05 , 10.49,0,0,28.57958104,77.21447182
289.169 s, 2.11 , 5.7 , 8.65,0,0,28.57958104,77.21447182
289.199 s, 2.87 , 5.63 , 7.8100000000000005,0,0,28.57958104,77.21447182
289.23 s, 2.7600000000000002 , 5.4 , 7.3100000000000005,0,0,28.57958104,77.21447182
289.26 s, 1.95 , 5.93 , 6.55,0,0,28.57958104,77.21447182
289.291 s, 1.68 , 6.58 , 6.8100000000000005,0,0,28.57958104,77.21447182
289.321 s, 1.34 , 5.78 , 8.23,0,0,28.57958104,77.21447182
289.35200000000003 s, 1.19 , 5.09 , 9.69,0,0,28.57958104,77.21447182
289.383 s, 0.61 , 4.0600000000000005 , 9.57,0,0,28.57958104,77.21447182
289.413 s, 0.38 , 3.33 , 8.15,0,0,28.57958104,77.21447182
289.444 s, 0.77 , 3.25 , 7.2700000000000005,0,0,28.57958104,77.21447182
289.474 s, 0.6900000000000001 , 3.45 , 7.43,0,0,28.57958104,77.21447182
289.505 s, 0.65 , 4.29 , 9.11,0,0,28.57958104,77.21447182
289.536 s, 1.99 , 4.94 , 10.07,0,0,28.57958104,77.21447182
289.567 s, 2.68 , 5.28 , 9.53,0,0,28.57958104,77.21447182
289.598 s, 2.11 , 4.36 , 8.23,0,0,28.57958104,77.21447182
289.629 s, 1.68 , 3.68 , 7.12,0,0,28.57958104,77.21447182
289.66 s, 1.03 , 4.4 , 6.390000000000001,0,0,28.57958104,77.21447182
289.69 s, 1.0 , 5.28 , 7.04,0,0,28.57958104,77.21447182
289.721 s, 0.92 , 4.71 , 8.540000000000001,0,0,28.57958104,77.21447182
289.75100000000003 s, 1.11 , 4.1 , 9.57,0,0,28.57958104,77.21447182
289.782 s, 1.8 , 3.87 , 11.14,0,0,28.57958104,77.21447182
289.812 s, 1.9100000000000001 , 3.68 , 9.69,0,0,28.57958104,77.21447182
289.843 s, 2.07 , 4.4 , 8.0,0,0,28.57958104,77.21447182
289.874 s, 1.99 , 4.67 , 7.390000000000001,0,0,28.57958104,77.21447182
289.904 s, 2.11 , 7.04 , 9.23,0,0,28.57958104,77.21447182
289.935 s, 3.48 , 8.040000000000001 , 12.67,0,0,28.57958104,77.21447182
289.973 s, 2.64 , 2.45 , 5.55,0,0,28.57958104,77.21447182
290.004 s, 0.31 , 1.1500000000000001 , 3.6,0,0,28.57958104,77.21447182
290.034 s, -1.03 , 4.44 , 4.5600000000000005,0,0,28.57958104,77.21447182
290.065 s, 2.11 , 8.040000000000001 , 6.8500000000000005,0,0,28.57958104,77.21447182
290.095 s, 4.17 , 9.34 , 7.54,0,0,28.57958104,77.21447182
290.12600000000003 s, 2.0300000000000002 , 8.8 , 9.26,0,0,28.57958104,77.21447182
290.158 s, 2.79 , 5.55 , 10.34,0,0,28.57958104,77.21447182
290.189 s, 2.83 , 4.9 , 8.38,0,0,28.57958104,77.21447182
290.22 s, 1.6500000000000001 , 4.75 , 6.13,0,0,28.57958104,77.21447182
290.25100000000003 s, 1.95 , 4.5200000000000005 , 7.7700000000000005,0,0,28.57958104,77.21447182
290.281 s, 1.8 , 3.79 , 9.88,0,0,28.57958104,77.21447182
290.312 s, 0.34 , 4.44 , 9.84,0,0,28.57958104,77.21447182
290.343 s, 1.26 , 4.71 , 8.92,0,0,28.57958104,77.21447182
290.373 s, 2.18 , 4.5600000000000005 , 7.54,0,0,28.57958104,77.21447182
290.404 s, 1.26 , 4.21 , 5.09,0,0,28.57958104,77.21447182
290.435 s, 0.8 , 4.44 , 5.7,0,0,28.57958104,77.21447182
290.46500000000003 s, 2.0300000000000002 , 6.43 , 8.8,0,0,28.57958104,77.21447182
290.496 s, 2.87 , 7.3100000000000005 , 9.34,0,0,28.57958104,77.21447182
290.526 s, 2.87 , 6.32 , 7.92,0,0,28.57958104,77.21447182
290.557 s, 3.29 , 6.09 , 7.7700000000000005,0,0,28.57958104,77.21447182
290.587 s, 3.52 , 5.28 , 6.51,0,0,28.57958104,77.21447182
290.618 s, 3.33 , 5.21 , 4.67,0,0,28.57958104,77.21447182
290.648 s, 3.18 , 5.86 , 3.64,0,0,28.57958104,77.21447182
290.67900000000003 s, 3.45 , 6.890000000000001 , 4.36,0,0,28.57958104,77.21447182
290.71 s, 4.13 , 9.07 , 7.08,0,0,28.57958104,77.21447182
290.74 s, 4.36 , 8.77 , 8.61,0,0,28.57958104,77.21447182
290.771 s, 3.56 , 6.66 , 7.54,0,0,28.57958104,77.21447182
290.801 s, 2.72 , 6.16 , 6.13,0,0,28.57958104,77.21447182
290.832 s, 3.14 , 6.2 , 5.74,0,0,28.57958104,77.21447182
290.862 s, 2.5300000000000002 , 6.43 , 5.93,0,0,28.57958104,77.21447182
290.89300000000003 s, 2.99 , 6.8100000000000005 , 8.88,0,0,28.57958104,77.21447182
290.924 s, 2.95 , 7.01 , 8.92,0,0,28.57958104,77.21447182
290.954 s, 3.22 , 7.62 , 9.69,0,0,28.57958104,77.21447182
290.987 s, 2.79 , 5.78 , 7.24,0,0,28.57958104,77.21447182
291.01800000000003 s, 2.6 , 4.98 , 5.36,0,0,28.57958104,77.21447182
291.049 s, 1.99 , 5.01 , 4.75,0,0,28.57958104,77.21447182
291.081 s, 1.42 , 4.5200000000000005 , 5.74,0,0,28.57958104,77.21447182
291.112 s, 1.45 , 4.98 , 6.74,0,0,28.57958104,77.21447182
291.142 s, 2.41 , 6.32 , 8.27,0,0,28.57958104,77.21447182
291.174 s, 3.14 , 6.74 , 8.65,0,0,28.57958104,77.21447182
291.205 s, 2.83 , 6.93 , 8.42,0,0,28.57958104,77.21447182
291.235 s, 2.99 , 6.3500000000000005 , 7.69,0,0,28.57958104,77.21447182
