time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata
494.262 s, 0.0 , 4.71 , 6.93,0,0,28.57958104,77.21447182
494.293 s, 0.04 , 4.4 , 5.55,0,0,28.57958104,77.21447182
494.32300000000004 s, 0.15 , 4.17 , 6.51,0,0,28.57958104,77.21447182
494.354 s, 0.54 , 3.9 , 9.8,0,0,28.57958104,77.21447182
494.385 s, 0.73 , 3.56 , 12.290000000000001,0,0,28.57958104,77.21447182
494.415 s, -0.27 , 2.68 , 12.1,0,0,28.57958104,77.21447182
494.446 s, -1.3800000000000001 , 3.37 , 8.5,0,0,28.57958104,77.21447182
494.47700000000003 s, -0.5 , 5.05 , 3.98,0,0,28.57958104,77.21447182
494.50800000000004 s, -0.6900000000000001 , 4.9 , 3.9,0,0,28.57958104,77.21447182
494.538 s, 0.5 , 3.56 , 11.18,0,0,28.57958104,77.21447182
494.569 s, 1.61 , 4.1 , 12.67,0,0,28.57958104,77.21447182
494.599 s, 1.8 , 5.86 , 9.34,0,0,28.57958104,77.21447182
494.63 s, 2.14 , 6.62 , 7.66,0,0,28.57958104,77.21447182
494.661 s, 2.34 , 6.09 , 6.2,0,0,28.57958104,77.21447182
494.692 s, 1.76 , 4.98 , 6.47,0,0,28.57958104,77.21447182
494.723 s, 0.88 , 4.29 , 7.12,0,0,28.57958104,77.21447182
494.753 s, 0.54 , 4.59 , 7.16,0,0,28.57958104,77.21447182
494.784 s, 0.8 , 5.67 , 8.540000000000001,0,0,28.57958104,77.21447182
494.814 s, 1.45 , 6.55 , 9.07,0,0,28.57958104,77.21447182
494.845 s, 2.41 , 7.2 , 9.11,0,0,28.57958104,77.21447182
494.875 s, 2.95 , 6.8100000000000005 , 9.91,0,0,28.57958104,77.21447182
494.906 s, 1.3800000000000001 , 5.59 , 8.88,0,0,28.57958104,77.21447182
494.937 s, 0.27 , 4.59 , 6.97,0,0,28.57958104,77.21447182
494.967 s, -0.11 , 3.64 , 6.7,0,0,28.57958104,77.21447182
494.998 s, -0.96 , 3.33 , 6.97,0,0,28.57958104,77.21447182
495.028 s, -0.54 , 4.33 , 6.66,0,0,28.57958104,77.21447182
495.059 s, 0.77 , 4.5600000000000005 , 10.3,0,0,28.57958104,77.21447182
495.09000000000003 s, 0.15 , 4.29 , 11.83,0,0,28.57958104,77.21447182
495.12100000000004 s, -0.34 , 5.01 , 8.08,0,0,28.57958104,77.21447182
495.152 s, 0.96 , 4.94 , 7.8500000000000005,0,0,28.57958104,77.21447182
495.182 s, 1.42 , 4.33 , 8.84,0,0,28.57958104,77.21447182
495.213 s, 1.19 , 3.64 , 9.57,0,0,28.57958104,77.21447182
495.244 s, 1.23 , 3.79 , 9.72,0,0,28.57958104,77.21447182
495.27500000000003 s, 1.1500000000000001 , 4.21 , 8.65,0,0,28.57958104,77.21447182
495.306 s, 1.0 , 5.51 , 7.16,0,0,28.57958104,77.21447182
495.336 s, 2.22 , 6.58 , 6.78,0,0,28.57958104,77.21447182
495.367 s, 2.83 , 6.24 , 7.890000000000001,0,0,28.57958104,77.21447182
495.397 s, 2.22 , 5.55 , 8.0,0,0,28.57958104,77.21447182
495.428 s, 1.8 , 4.94 , 6.8500000000000005,0,0,28.57958104,77.21447182
495.459 s, 1.23 , 4.63 , 6.66,0,0,28.57958104,77.21447182
495.48900000000003 s, 0.96 , 5.09 , 6.32,0,0,28.57958104,77.21447182
495.52000000000004 s, 1.3800000000000001 , 5.86 , 6.8100000000000005,0,0,28.57958104,77.21447182
495.55 s, 3.14 , 6.890000000000001 , 10.26,0,0,28.57958104,77.21447182
495.582 s, 3.29 , 5.7 , 12.21,0,0,28.57958104,77.21447182
495.612 s, 1.3 , 4.25 , 10.76,0,0,28.57958104,77.21447182
495.64300000000003 s, 0.34 , 4.25 , 7.92,0,0,28.57958104,77.21447182
495.67400000000004 s, 0.61 , 4.25 , 6.16,0,0,28.57958104,77.21447182
495.704 s, 0.23 , 3.6 , 6.8500000000000005,0,0,28.57958104,77.21447182
495.735 s, -0.08 , 3.29 , 9.26,0,0,28.57958104,77.21447182
495.765 s, -0.04 , 4.21 , 9.49,0,0,28.57958104,77.21447182
495.796 s, 0.5 , 4.98 , 8.65,0,0,28.57958104,77.21447182
495.827 s, 1.3 , 4.86 , 8.38,0,0,28.57958104,77.21447182
495.858 s, 1.72 , 4.75 , 8.08,0,0,28.57958104,77.21447182
495.889 s, 1.1500000000000001 , 3.68 , 8.08,0,0,28.57958104,77.21447182
495.919 s, 0.73 , 2.95 , 9.23,0,0,28.57958104,77.21447182
495.95 s, 1.61 , 3.75 , 9.8,0,0,28.57958104,77.21447182
495.981 s, 2.2600000000000002 , 5.13 , 9.69,0,0,28.57958104,77.21447182
496.011 s, 2.11 , 6.24 , 8.5,0,0,28.57958104,77.21447182
496.04200000000003 s, 2.56 , 6.09 , 8.27,0,0,28.57958104,77.21447182
496.072 s, 2.79 , 5.36 , 8.65,0,0,28.57958104,77.21447182
496.103 s, 2.11 , 4.75 , 7.2700000000000005,0,0,28.57958104,77.21447182
496.134 s, 1.3800000000000001 , 4.25 , 5.82,0,0,28.57958104,77.21447182
496.164 s, 1.07 , 4.75 , 5.67,0,0,28.57958104,77.21447182
496.195 s, 1.0 , 5.17 , 5.36,0,0,28.57958104,77.21447182
496.226 s, 2.5300000000000002 , 6.58 , 7.46,0,0,28.57958104,77.21447182
496.257 s, 5.28 , 7.62 , 12.94,0,0,28.57958104,77.21447182
496.29200000000003 s, 2.91 , 5.55 , 11.98,0,0,28.57958104,77.21447182
496.32300000000004 s, 0.61 , 4.86 , 7.7700000000000005,0,0,28.57958104,77.21447182
496.353 s, 0.5700000000000001 , 4.67 , 5.97,0,0,28.57958104,77.21447182
496.384 s, 0.31 , 4.13 , 5.21,0,0,28.57958104,77.21447182
496.414 s, -0.04 , 3.48 , 6.93,0,0,28.57958104,77.21447182
496.445 s, -0.54 , 3.18 , 9.57,0,0,28.57958104,77.21447182
496.475 s, -0.96 , 3.71 , 10.07,0,0,28.57958104,77.21447182
496.50600000000003 s, -0.19 , 4.48 , 9.61,0,0,28.57958104,77.21447182
496.53700000000003 s, 1.0 , 5.01 , 9.23,0,0,28.57958104,77.21447182
496.568 s, 1.19 , 4.36 , 8.61,0,0,28.57958104,77.21447182
496.599 s, 0.96 , 3.33 , 9.0,0,0,28.57958104,77.21447182
496.629 s, 1.49 , 3.79 , 8.77,0,0,28.57958104,77.21447182
496.66 s, 2.11 , 4.36 , 8.23,0,0,28.57958104,77.21447182
496.69 s, 1.68 , 5.05 , 8.08,0,0,28.57958104,77.21447182
496.721 s, 2.11 , 6.13 , 7.66,0,0,28.57958104,77.21447182
496.752 s, 3.29 , 6.43 , 8.96,0,0,28.57958104,77.21447182
496.782 s, 2.95 , 5.47 , 9.03,0,0,28.57958104,77.21447182
496.813 s, 1.76 , 4.94 , 6.8500000000000005,0,0,28.57958104,77.21447182
496.843 s, 1.26 , 4.63 , 5.9,0,0,28.57958104,77.21447182
496.874 s, 0.61 , 4.36 , 6.01,0,0,28.57958104,77.21447182
496.904 s, 0.38 , 4.44 , 6.78,0,0,28.57958104,77.21447182
496.935 s, 2.0300000000000002 , 6.58 , 9.38,0,0,28.57958104,77.21447182
496.966 s, 3.9 , 7.5 , 12.56,0,0,28.57958104,77.21447182
496.99600000000004 s, 2.22 , 5.01 , 12.06,0,0,28.57958104,77.21447182
497.027 s, 0.19 , 3.6 , 9.0,0,0,28.57958104,77.21447182
497.057 s, 0.0 , 4.21 , 5.97,0,0,28.57958104,77.21447182
497.088 s, -0.34 , 4.21 , 5.24,0,0,28.57958104,77.21447182
497.118 s, -0.88 , 3.56 , 7.58,0,0,28.57958104,77.21447182
497.149 s, -0.38 , 4.29 , 9.15,0,0,28.57958104,77.21447182
497.18 s, 0.15 , 5.01 , 8.84,0,0,28.57958104,77.21447182
497.213 s, 0.65 , 5.24 , 8.65,0,0,28.57958104,77.21447182
497.24600000000004 s, 1.8 , 5.78 , 8.23,0,0,28.57958104,77.21447182
497.28700000000003 s, 1.23 , 4.0600000000000005 , 9.03,0,0,28.57958104,77.21447182
497.318 s, 0.8 , 3.75 , 8.92,0,0,28.57958104,77.21447182
497.349 s, 1.34 , 4.63 , 7.390000000000001,0,0,28.57958104,77.21447182
497.379 s, 1.61 , 4.75 , 7.66,0,0,28.57958104,77.21447182
497.41 s, 1.6500000000000001 , 5.32 , 8.65,0,0,28.57958104,77.21447182
497.44100000000003 s, 2.5300000000000002 , 6.05 , 8.31,0,0,28.57958104,77.21447182
497.471 s, 3.06 , 6.13 , 8.92,0,0,28.57958104,77.21447182
497.502 s, 2.34 , 5.63 , 8.040000000000001,0,0,28.57958104,77.21447182
497.533 s, 1.6500000000000001 , 5.44 , 6.390000000000001,0,0,28.57958104,77.21447182
497.563 s, 1.42 , 5.32 , 6.3500000000000005,0,0,28.57958104,77.21447182
497.594 s, 1.1500000000000001 , 5.4 , 6.58,0,0,28.57958104,77.21447182
497.624 s, 1.42 , 6.05 , 7.3500000000000005,0,0,28.57958104,77.21447182
497.65500000000003 s, 3.1 , 6.78 , 10.53,0,0,28.57958104,77.21447182
497.685 s, 2.99 , 5.63 , 12.02,0,0,28.57958104,77.21447182
497.716 s, 1.07 , 4.17 , 10.6,0,0,28.57958104,77.21447182
497.747 s, -0.31 , 3.71 , 7.8500000000000005,0,0,28.57958104,77.21447182
497.777 s, -0.96 , 3.64 , 6.13,0,0,28.57958104,77.21447182
497.808 s, -1.3800000000000001 , 3.41 , 6.93,0,0,28.57958104,77.21447182
497.838 s, -0.8 , 3.98 , 8.31,0,0,28.57958104,77.21447182
497.869 s, 0.08 , 5.05 , 8.88,0,0,28.57958104,77.21447182
497.899 s, 0.34 , 5.28 , 8.46,0,0,28.57958104,77.21447182
497.93 s, 0.92 , 5.51 , 7.43,0,0,28.57958104,77.21447182
497.961 s, 1.72 , 5.47 , 7.8100000000000005,0,0,28.57958104,77.21447182
497.992 s, 1.11 , 4.25 , 8.96,0,0,28.57958104,77.21447182
498.023 s, 1.07 , 4.0600000000000005 , 9.42,0,0,28.57958104,77.21447182
498.053 s, 1.49 , 4.25 , 9.15,0,0,28.57958104,77.21447182
498.084 s, 1.1500000000000001 , 4.5200000000000005 , 8.65,0,0,28.57958104,77.21447182
498.11400000000003 s, 1.07 , 5.47 , 7.04,0,0,28.57958104,77.21447182
498.14500000000004 s, 2.0300000000000002 , 5.86 , 6.78,0,0,28.57958104,77.21447182
498.176 s, 2.95 , 5.78 , 9.03,0,0,28.57958104,77.21447182
498.208 s, 3.02 , 5.55 , 9.23,0,0,28.57958104,77.21447182
498.24 s, 2.34 , 5.21 , 7.8100000000000005,0,0,28.57958104,77.21447182
498.271 s, 1.3800000000000001 , 4.5600000000000005 , 7.66,0,0,28.57958104,77.21447182
498.301 s, 0.46 , 4.48 , 6.78,0,0,28.57958104,77.21447182
498.332 s, 0.84 , 5.4 , 7.24,0,0,28.57958104,77.21447182
498.363 s, 2.45 , 6.47 , 9.65,0,0,28.57958104,77.21447182
498.39300000000003 s, 3.25 , 6.32 , 11.56,0,0,28.57958104,77.21447182
498.42400000000004 s, 1.95 , 4.98 , 10.450000000000001,0,0,28.57958104,77.21447182
498.454 s, 0.46 , 3.75 , 7.890000000000001,0,0,28.57958104,77.21447182
498.485 s, -0.65 , 3.18 , 6.47,0,0,28.57958104,77.21447182
498.515 s, -1.1500000000000001 , 3.37 , 6.78,0,0,28.57958104,77.21447182
498.546 s, -0.8 , 4.13 , 8.46,0,0,28.57958104,77.21447182
498.577 s, -0.11 , 5.21 , 9.61,0,0,28.57958104,77.21447182
498.60900000000004 s, 0.19 , 5.28 , 9.11,0,0,28.57958104,77.21447182
498.64 s, 0.8 , 5.17 , 8.540000000000001,0,0,28.57958104,77.21447182
498.671 s, 1.34 , 5.09 , 7.7700000000000005,0,0,28.57958104,77.21447182
498.702 s, 1.07 , 4.29 , 7.46,0,0,28.57958104,77.21447182
498.733 s, 1.19 , 4.0200000000000005 , 8.88,0,0,28.57958104,77.21447182
498.764 s, 1.53 , 4.5600000000000005 , 8.73,0,0,28.57958104,77.21447182
498.795 s, 1.61 , 4.98 , 8.120000000000001,0,0,28.57958104,77.21447182
498.825 s, 1.26 , 5.59 , 7.5,0,0,28.57958104,77.21447182
498.856 s, 1.57 , 6.2 , 6.390000000000001,0,0,28.57958104,77.21447182
498.886 s, 2.95 , 6.62 , 7.5,0,0,28.57958104,77.21447182
498.91700000000003 s, 3.45 , 6.16 , 8.65,0,0,28.57958104,77.21447182
498.94800000000004 s, 2.72 , 5.36 , 7.3500000000000005,0,0,28.57958104,77.21447182
498.978 s, 1.99 , 4.63 , 7.16,0,0,28.57958104,77.21447182
499.009 s, 1.03 , 4.21 , 7.46,0,0,28.57958104,77.21447182
499.039 s, 1.1500000000000001 , 5.47 , 7.390000000000001,0,0,28.57958104,77.21447182
499.07 s, 2.91 , 7.46 , 9.65,0,0,28.57958104,77.21447182
499.1 s, 3.41 , 6.74 , 11.91,0,0,28.57958104,77.21447182
499.13100000000003 s, 1.42 , 4.59 , 10.14,0,0,28.57958104,77.21447182
499.16200000000003 s, 0.38 , 3.83 , 7.58,0,0,28.57958104,77.21447182
499.192 s, -0.08 , 3.56 , 6.43,0,0,28.57958104,77.21447182
499.226 s, -0.46 , 3.87 , 5.93,0,0,28.57958104,77.21447182
499.257 s, -0.38 , 4.0200000000000005 , 6.78,0,0,28.57958104,77.21447182
499.28700000000003 s, 0.0 , 4.13 , 10.03,0,0,28.57958104,77.21447182
499.322 s, 0.11 , 4.59 , 10.57,0,0,28.57958104,77.21447182
499.353 s, 0.31 , 5.01 , 8.84,0,0,28.57958104,77.21447182
499.386 s, 0.88 , 4.71 , 9.0,0,0,28.57958104,77.21447182
499.41700000000003 s, 0.54 , 3.64 , 8.96,0,0,28.57958104,77.21447182
499.44800000000004 s, 0.5 , 3.41 , 9.11,0,0,28.57958104,77.21447182
499.478 s, 1.0 , 4.1 , 8.31,0,0,28.57958104,77.21447182
499.509 s, 1.23 , 4.67 , 7.73,0,0,28.57958104,77.21447182
499.54 s, 1.3 , 5.32 , 8.040000000000001,0,0,28.57958104,77.21447182
499.571 s, 1.72 , 5.82 , 7.16,0,0,28.57958104,77.21447182
499.601 s, 2.64 , 6.13 , 7.54,0,0,28.57958104,77.21447182
499.632 s, 3.14 , 5.86 , 8.69,0,0,28.57958104,77.21447182
499.66200000000003 s, 2.34 , 5.4 , 7.390000000000001,0,0,28.57958104,77.21447182
499.693 s, 1.9100000000000001 , 4.94 , 6.8500000000000005,0,0,28.57958104,77.21447182
499.723 s, 1.11 , 4.29 , 7.3500000000000005,0,0,28.57958104,77.21447182
499.754 s, 0.92 , 4.98 , 7.92,0,0,28.57958104,77.21447182
499.785 s, 2.07 , 6.47 , 9.38,0,0,28.57958104,77.21447182
499.815 s, 3.14 , 6.8100000000000005 , 11.52,0,0,28.57958104,77.21447182
499.846 s, 2.5300000000000002 , 5.47 , 10.72,0,0,28.57958104,77.21447182
499.87600000000003 s, 1.26 , 4.36 , 8.38,0,0,28.57958104,77.21447182
499.907 s, 0.31 , 3.37 , 6.890000000000001,0,0,28.57958104,77.21447182
499.937 s, -0.46 , 2.99 , 6.55,0,0,28.57958104,77.21447182
499.968 s, -0.54 , 3.52 , 6.97,0,0,28.57958104,77.21447182
499.999 s, -0.08 , 4.71 , 8.040000000000001,0,0,28.57958104,77.21447182
500.029 s, 0.6900000000000001 , 5.47 , 9.34,0,0,28.57958104,77.21447182
500.06 s, 1.3 , 5.36 , 9.91,0,0,28.57958104,77.21447182
500.091 s, 0.6900000000000001 , 4.44 , 9.19,0,0,28.57958104,77.21447182
500.12100000000004 s, 0.84 , 4.33 , 8.46,0,0,28.57958104,77.21447182
500.152 s, 1.23 , 4.17 , 8.61,0,0,28.57958104,77.21447182
500.183 s, 0.88 , 3.52 , 9.61,0,0,28.57958104,77.21447182
500.214 s, 0.73 , 4.0200000000000005 , 8.84,0,0,28.57958104,77.21447182
500.244 s, 1.23 , 4.75 , 7.54,0,0,28.57958104,77.21447182
500.27500000000003 s, 1.3800000000000001 , 4.82 , 7.96,0,0,28.57958104,77.21447182
500.307 s, 1.42 , 5.47 , 7.58,0,0,28.57958104,77.21447182
500.338 s, 2.0300000000000002 , 6.01 , 6.16,0,0,28.57958104,77.21447182
500.368 s, 3.22 , 6.13 , 7.58,0,0,28.57958104,77.21447182
500.399 s, 3.52 , 5.47 , 9.65,0,0,28.57958104,77.21447182
500.43 s, 2.22 , 5.05 , 8.38,0,0,28.57958104,77.21447182
500.46000000000004 s, 1.72 , 4.9 , 7.3100000000000005,0,0,28.57958104,77.21447182
500.491 s, 0.84 , 4.25 , 7.73,0,0,28.57958104,77.21447182
500.521 s, 0.27 , 4.29 , 8.31,0,0,28.57958104,77.21447182
500.552 s, 0.96 , 5.59 , 8.540000000000001,0,0,28.57958104,77.21447182
500.582 s, 2.5300000000000002 , 6.66 , 9.34,0,0,28.57958104,77.21447182
500.61400000000003 s, 3.02 , 5.74 , 10.18,0,0,28.57958104,77.21447182
500.64500000000004 s, 1.8 , 4.67 , 9.72,0,0,28.57958104,77.21447182
500.676 s, 1.19 , 4.63 , 7.58,0,0,28.57958104,77.21447182
500.706 s, 0.42 , 4.21 , 6.890000000000001,0,0,28.57958104,77.21447182
500.737 s, -0.54 , 3.71 , 7.7700000000000005,0,0,28.57958104,77.21447182
500.76800000000003 s, -0.42 , 4.17 , 8.19,0,0,28.57958104,77.21447182
500.798 s, 0.34 , 4.67 , 9.3,0,0,28.57958104,77.21447182
500.829 s, 0.27 , 4.36 , 9.61,0,0,28.57958104,77.21447182
500.86 s, 0.27 , 4.36 , 8.08,0,0,28.57958104,77.21447182
500.891 s, 1.0 , 5.01 , 7.54,0,0,28.57958104,77.21447182
500.921 s, 1.19 , 4.94 , 7.890000000000001,0,0,28.57958104,77.21447182
500.952 s, 1.3 , 4.1 , 9.3,0,0,28.57958104,77.21447182
500.982 s, 1.9100000000000001 , 4.13 , 10.6,0,0,28.57958104,77.21447182
501.01300000000003 s, 1.76 , 4.67 , 8.8,0,0,28.57958104,77.21447182
501.044 s, 1.34 , 5.28 , 6.93,0,0,28.57958104,77.21447182
501.074 s, 1.57 , 5.4 , 6.66,0,0,28.57958104,77.21447182
501.105 s, 1.99 , 5.67 , 7.69,0,0,28.57958104,77.21447182
501.135 s, 2.3000000000000003 , 5.93 , 7.3100000000000005,0,0,28.57958104,77.21447182
501.166 s, 2.68 , 5.82 , 7.66,0,0,28.57958104,77.21447182
501.196 s, 2.37 , 5.47 , 8.58,0,0,28.57958104,77.21447182
501.228 s, 1.8 , 5.28 , 7.7700000000000005,0,0,28.57958104,77.21447182
501.259 s, 2.0300000000000002 , 4.79 , 8.23,0,0,28.57958104,77.21447182
501.289 s, 1.07 , 3.75 , 9.34,0,0,28.57958104,77.21447182
501.32 s, -0.23 , 3.6 , 8.19,0,0,28.57958104,77.21447182
501.351 s, 0.0 , 4.82 , 7.5,0,0,28.57958104,77.21447182
501.38300000000004 s, 1.07 , 5.44 , 9.69,0,0,28.57958104,77.21447182
501.42 s, 2.14 , 5.51 , 11.06,0,0,28.57958104,77.21447182
501.45 s, 1.9100000000000001 , 5.4 , 9.23,0,0,28.57958104,77.21447182
501.481 s, 1.23 , 4.67 , 7.62,0,0,28.57958104,77.21447182
501.512 s, 0.42 , 3.71 , 6.93,0,0,28.57958104,77.21447182
501.54200000000003 s, -0.11 , 3.37 , 7.12,0,0,28.57958104,77.21447182
501.57300000000004 s, -0.65 , 3.83 , 7.2,0,0,28.57958104,77.21447182
501.604 s, 0.15 , 4.86 , 8.61,0,0,28.57958104,77.21447182
501.634 s, 1.72 , 5.09 , 11.75,0,0,28.57958104,77.21447182
501.665 s, 1.03 , 4.48 , 10.8,0,0,28.57958104,77.21447182
501.696 s, 0.38 , 4.36 , 7.5,0,0,28.57958104,77.21447182
501.728 s, 1.0 , 4.71 , 6.28,0,0,28.57958104,77.21447182
501.759 s, 1.72 , 4.59 , 6.93,0,0,28.57958104,77.21447182
501.789 s, 1.84 , 3.98 , 8.73,0,0,28.57958104,77.21447182
501.82 s, 1.8800000000000001 , 4.13 , 9.76,0,0,28.57958104,77.21447182
501.851 s, 1.76 , 4.94 , 8.46,0,0,28.57958104,77.21447182
501.88100000000003 s, 2.07 , 5.44 , 8.42,0,0,28.57958104,77.21447182
501.91200000000003 s, 2.18 , 5.59 , 8.77,0,0,28.57958104,77.21447182
501.942 s, 1.99 , 6.01 , 7.390000000000001,0,0,28.57958104,77.21447182
501.973 s, 2.18 , 6.28 , 6.32,0,0,28.57958104,77.21447182
502.003 s, 2.45 , 5.78 , 7.04,0,0,28.57958104,77.21447182
502.034 s, 2.0300000000000002 , 4.82 , 7.46,0,0,28.57958104,77.21447182
502.064 s, 1.8 , 4.25 , 7.2,0,0,28.57958104,77.21447182
502.095 s, 1.84 , 4.17 , 7.54,0,0,28.57958104,77.21447182
502.12600000000003 s, 1.68 , 4.48 , 8.540000000000001,0,0,28.57958104,77.21447182
502.157 s, 1.8800000000000001 , 5.44 , 10.11,0,0,28.57958104,77.21447182
502.187 s, 1.84 , 6.390000000000001 , 10.68,0,0,28.57958104,77.21447182
502.22 s, 1.76 , 6.8100000000000005 , 9.26,0,0,28.57958104,77.21447182
502.25100000000003 s, 1.95 , 6.3500000000000005 , 8.0,0,0,28.57958104,77.21447182
502.281 s, 2.11 , 5.47 , 7.890000000000001,0,0,28.57958104,77.21447182
502.327 s, 0.96 , 4.13 , 7.12,0,0,28.57958104,77.21447182
502.358 s, 0.23 , 3.22 , 6.43,0,0,28.57958104,77.21447182
502.38800000000003 s, -0.5700000000000001 , 2.6 , 7.16,0,0,28.57958104,77.21447182
502.419 s, -0.96 , 2.91 , 8.19,0,0,28.57958104,77.21447182
502.45 s, -0.15 , 4.21 , 9.57,0,0,28.57958104,77.21447182
502.48 s, 0.84 , 5.21 , 11.56,0,0,28.57958104,77.21447182
502.511 s, 0.88 , 5.09 , 11.98,0,0,28.57958104,77.21447182
502.541 s, 1.0 , 4.82 , 10.34,0,0,28.57958104,77.21447182
502.572 s, 1.49 , 5.05 , 8.65,0,0,28.57958104,77.21447182
502.60200000000003 s, 1.49 , 4.82 , 8.08,0,0,28.57958104,77.21447182
502.63300000000004 s, 0.73 , 3.56 , 7.12,0,0,28.57958104,77.21447182
502.664 s, 0.5 , 2.72 , 7.2,0,0,28.57958104,77.21447182
502.694 s, 0.73 , 3.14 , 7.62,0,0,28.57958104,77.21447182
502.725 s, 0.92 , 3.87 , 7.24,0,0,28.57958104,77.21447182
502.755 s, 1.42 , 4.9 , 7.7700000000000005,0,0,28.57958104,77.21447182
502.786 s, 2.37 , 6.16 , 8.96,0,0,28.57958104,77.21447182
502.81600000000003 s, 3.02 , 6.97 , 8.92,0,0,28.57958104,77.21447182
502.84700000000004 s, 2.7600000000000002 , 6.74 , 8.35,0,0,28.57958104,77.21447182
502.878 s, 2.18 , 5.74 , 7.96,0,0,28.57958104,77.21447182
502.908 s, 1.42 , 4.48 , 7.66,0,0,28.57958104,77.21447182
502.939 s, 0.61 , 3.79 , 7.12,0,0,28.57958104,77.21447182
502.97 s, 0.34 , 4.0600000000000005 , 6.32,0,0,28.57958104,77.21447182
503.00100000000003 s, 0.8 , 4.75 , 7.08,0,0,28.57958104,77.21447182
503.032 s, 0.96 , 5.24 , 8.46,0,0,28.57958104,77.21447182
503.062 s, 1.03 , 5.86 , 8.58,0,0,28.57958104,77.21447182
503.093 s, 2.18 , 6.7 , 9.46,0,0,28.57958104,77.21447182
503.123 s, 3.14 , 6.58 , 10.64,0,0,28.57958104,77.21447182
503.154 s, 2.68 , 5.59 , 10.91,0,0,28.57958104,77.21447182
503.184 s, 1.23 , 4.33 , 9.53,0,0,28.57958104,77.21447182
503.217 s, 0.0 , 3.33 , 7.3500000000000005,0,0,28.57958104,77.21447182
503.247 s, -1.26 , 2.91 , 6.2,0,0,28.57958104,77.21447182
503.278 s, -1.8800000000000001 , 3.37 , 5.82,0,0,28.57958104,77.21447182
503.308 s, -1.3800000000000001 , 3.87 , 6.78,0,0,28.57958104,77.21447182
503.339 s, -0.08 , 4.25 , 9.61,0,0,28.57958104,77.21447182
503.37 s, 1.8 , 5.55 , 11.83,0,0,28.57958104,77.21447182
503.40000000000003 s, 3.48 , 7.2700000000000005 , 11.56,0,0,28.57958104,77.21447182
503.431 s, 2.41 , 6.58 , 9.49,0,0,28.57958104,77.21447182
503.461 s, 1.03 , 5.01 , 9.0,0,0,28.57958104,77.21447182
503.492 s, 0.31 , 4.0600000000000005 , 8.35,0,0,28.57958104,77.21447182
503.522 s, -0.6900000000000001 , 2.83 , 6.74,0,0,28.57958104,77.21447182
503.553 s, -1.84 , 1.95 , 6.890000000000001,0,0,28.57958104,77.21447182
503.584 s, -1.8800000000000001 , 2.5300000000000002 , 7.3500000000000005,0,0,28.57958104,77.21447182
503.61400000000003 s, -0.73 , 4.13 , 7.01,0,0,28.57958104,77.21447182
503.64500000000004 s, 1.19 , 5.51 , 8.46,0,0,28.57958104,77.21447182
503.676 s, 2.07 , 5.9 , 10.07,0,0,28.57958104,77.21447182
503.707 s, 0.6900000000000001 , 6.32 , 7.96,0,0,28.57958104,77.21447182
503.737 s, 0.5 , 7.2 , 5.67,0,0,28.57958104,77.21447182
503.76800000000003 s, 1.6500000000000001 , 7.08 , 8.0,0,0,28.57958104,77.21447182
503.79900000000004 s, 2.37 , 5.67 , 12.1,0,0,28.57958104,77.21447182
503.829 s, 1.11 , 4.36 , 10.76,0,0,28.57958104,77.21447182
503.86 s, 0.42 , 4.36 , 9.0,0,0,28.57958104,77.21447182
503.89 s, -0.5 , 4.13 , 7.96,0,0,28.57958104,77.21447182
503.921 s, -1.26 , 4.17 , 5.82,0,0,28.57958104,77.21447182
503.951 s, -1.19 , 5.05 , 5.28,0,0,28.57958104,77.21447182
503.982 s, -0.61 , 5.21 , 6.32,0,0,28.57958104,77.21447182
504.01300000000003 s, 0.73 , 5.55 , 8.42,0,0,28.57958104,77.21447182
504.043 s, 2.11 , 5.63 , 10.91,0,0,28.57958104,77.21447182
504.074 s, 1.6500000000000001 , 5.32 , 10.76,0,0,28.57958104,77.21447182
504.104 s, 0.54 , 5.4 , 9.57,0,0,28.57958104,77.21447182
504.135 s, -0.04 , 5.59 , 8.38,0,0,28.57958104,77.21447182
504.166 s, -0.34 , 5.4 , 7.2700000000000005,0,0,28.57958104,77.21447182
504.196 s, -0.92 , 4.29 , 7.08,0,0,28.57958104,77.21447182
504.228 s, -1.42 , 3.64 , 6.93,0,0,28.57958104,77.21447182
504.25800000000004 s, -0.23 , 4.21 , 7.390000000000001,0,0,28.57958104,77.21447182
504.289 s, 0.54 , 5.13 , 8.08,0,0,28.57958104,77.21447182
504.32 s, 0.5700000000000001 , 5.32 , 7.7700000000000005,0,0,28.57958104,77.21447182
504.35 s, 0.77 , 5.17 , 8.120000000000001,0,0,28.57958104,77.21447182
504.38100000000003 s, 1.0 , 4.98 , 8.96,0,0,28.57958104,77.21447182
504.41200000000003 s, 0.73 , 4.9 , 9.0,0,0,28.57958104,77.21447182
504.443 s, 0.65 , 5.13 , 8.61,0,0,28.57958104,77.21447182
504.474 s, 0.73 , 5.17 , 8.61,0,0,28.57958104,77.21447182
504.504 s, 0.84 , 5.21 , 8.15,0,0,28.57958104,77.21447182
504.535 s, 1.0 , 5.4 , 7.69,0,0,28.57958104,77.21447182
504.565 s, 1.26 , 5.4 , 7.73,0,0,28.57958104,77.21447182
504.596 s, 1.23 , 5.47 , 7.390000000000001,0,0,28.57958104,77.21447182
504.62600000000003 s, 1.23 , 5.47 , 6.7,0,0,28.57958104,77.21447182
