time,x-axis,y-axis,z-axis,Event1,Event2, ,

594.794 s,1.53,4.14,8.43,0,0,28.64618464,77.33651128

594.814 s,1.38,4.44,9.19,0,0,28.64618464,77.33651128

594.8340000000001 s,0.92,4.44,9.19,0,0,28.64618464,77.33651128

594.854 s,0.92,4.44,9.19,0,0,28.64618464,77.33651128

594.874 s,0.15,4.14,8.58,0,0,28.64618464,77.33651128

594.894 s,0.15,4.14,8.58,0,0,28.64618464,77.33651128

594.914 s,-0.15,3.52,7.81,0,0,28.64618464,77.33651128

594.934 s,-0.15,3.06,7.66,0,0,28.64618464,77.33651128

594.9590000000001 s,-0.15,3.06,7.66,0,0,28.64618464,77.33651128

594.977 s,0.15,3.22,7.66,0,0,28.64618464,77.33651128

594.996 s,0.46,3.83,8.12,0,0,28.64618464,77.33651128

595.018 s,0.46,3.83,8.12,0,0,28.64618464,77.33651128

595.034 s,0.77,4.44,9.35,0,0,28.64618464,77.33651128

595.054 s,0.77,4.44,9.35,0,0,28.64618464,77.33651128

595.075 s,0.77,5.21,10.73,0,0,28.64618464,77.33651128

595.094 s,0.31,4.44,9.81,0,0,28.64618464,77.33651128

595.114 s,0.31,4.44,9.81,0,0,28.64618464,77.33651128

595.135 s,-0.31,3.22,8.73,0,0,28.64618464,77.33651128

595.1560000000001 s,-0.77,2.45,7.2,0,0,28.64618464,77.33651128

595.174 s,-0.77,2.45,7.2,0,0,28.64618464,77.33651128

595.198 s,-0.77,2.6,6.59,0,0,28.64618464,77.33651128

595.214 s,-0.77,2.6,6.59,0,0,28.64618464,77.33651128

595.239 s,-0.15,2.76,7.35,0,0,28.64618464,77.33651128

595.261 s,0.46,3.06,7.97,0,0,28.64618464,77.33651128

595.3000000000001 s,1.07,3.52,7.97,0,0,28.64618464,77.33651128

595.3340000000001 s,1.53,3.37,8.12,0,0,28.64618464,77.33651128

595.354 s,1.53,3.37,8.58,0,0,28.64618464,77.33651128

595.374 s,1.53,3.37,8.58,0,0,28.64618464,77.33651128

595.394 s,1.69,4.44,9.96,0,0,28.64618464,77.33651128

595.414 s,1.38,5.36,10.27,0,0,28.64618464,77.33651128

595.434 s,1.38,5.36,10.27,0,0,28.64618464,77.33651128

595.4540000000001 s,1.23,4.44,9.04,0,0,28.64618464,77.33651128

595.474 s,1.23,4.44,9.04,0,0,28.64618464,77.33651128

595.494 s,0.92,3.68,7.97,0,0,28.64618464,77.33651128

595.514 s,0.61,3.98,8.27,0,0,28.64618464,77.33651128

595.534 s,0.61,3.98,8.27,0,0,28.64618464,77.33651128

595.554 s,0.31,3.98,8.43,0,0,28.64618464,77.33651128

595.5740000000001 s,-0.61,3.68,8.12,0,0,28.64618464,77.33651128

595.594 s,-0.61,3.68,8.12,0,0,28.64618464,77.33651128

595.614 s,-1.38,3.83,7.81,0,0,28.64618464,77.33651128

595.646 s,-2.15,4.75,7.97,0,0,28.64618464,77.33651128

595.676 s,-2.45,4.6,9.19,0,0,28.64618464,77.33651128

595.694 s,-2.45,4.6,9.19,0,0,28.64618464,77.33651128

595.714 s,-1.84,3.98,9.65,0,0,28.64618464,77.33651128

595.761 s,-1.07,3.22,8.27,0,0,28.64618464,77.33651128

595.7760000000001 s,-0.77,2.91,6.28,0,0,28.64618464,77.33651128

595.794 s,-0.77,2.91,6.28,0,0,28.64618464,77.33651128

595.814 s,-0.77,3.52,7.05,0,0,28.64618464,77.33651128

595.8340000000001 s,0.92,4.75,8.89,0,0,28.64618464,77.33651128

595.854 s,0.92,4.75,8.89,0,0,28.64618464,77.33651128

595.874 s,0.46,4.14,9.35,0,0,28.64618464,77.33651128

595.894 s,0.46,4.14,9.35,0,0,28.64618464,77.33651128

595.914 s,-1.07,3.06,8.58,0,0,28.64618464,77.33651128

595.934 s,-1.69,2.6,8.43,0,0,28.64618464,77.33651128

595.9540000000001 s,-1.69,2.6,8.43,0,0,28.64618464,77.33651128

595.974 s,-1.84,2.6,8.89,0,0,28.64618464,77.33651128

595.994 s,-1.53,3.06,9.04,0,0,28.64618464,77.33651128

596.014 s,-1.53,3.06,9.04,0,0,28.64618464,77.33651128

596.034 s,-1.23,3.68,8.89,0,0,28.64618464,77.33651128

596.054 s,-1.23,3.68,8.89,0,0,28.64618464,77.33651128

596.0740000000001 s,-1.69,4.6,8.89,0,0,28.64618464,77.33651128

596.094 s,-2.15,4.75,8.43,0,0,28.64618464,77.33651128

596.114 s,-2.15,4.75,8.43,0,0,28.64618464,77.33651128

596.134 s,-2.3,3.83,7.66,0,0,28.64618464,77.33651128

596.154 s,-1.99,3.37,7.35,0,0,28.64618464,77.33651128

596.176 s,-1.99,3.37,7.35,0,0,28.64618464,77.33651128

596.194 s,-1.53,3.98,7.81,0,0,28.64618464,77.33651128

596.214 s,-1.53,3.98,7.81,0,0,28.64618464,77.33651128

596.237 s,-0.46,4.6,8.73,0,0,28.64618464,77.33651128

596.261 s,-0.61,4.75,8.43,0,0,28.64618464,77.33651128

596.277 s,-0.61,4.75,8.43,0,0,28.64618464,77.33651128

596.302 s,-0.61,4.29,8.58,0,0,28.64618464,77.33651128

596.317 s,-0.61,3.68,8.89,0,0,28.64618464,77.33651128

596.34 s,-0.61,3.68,8.89,0,0,28.64618464,77.33651128

596.374 s,-0.61,2.91,9.04,0,0,28.64618464,77.33651128

596.394 s,-0.92,2.91,8.89,0,0,28.64618464,77.33651128

596.414 s,-1.07,2.91,9.04,0,0,28.64618464,77.33651128

596.434 s,-1.07,2.91,9.04,0,0,28.64618464,77.33651128

596.4540000000001 s,-1.23,3.22,8.58,0,0,28.64618464,77.33651128

596.474 s,-1.23,3.22,8.58,0,0,28.64618464,77.33651128

596.494 s,-1.38,3.22,8.58,0,0,28.64618464,77.33651128

596.514 s,-1.38,2.76,8.43,0,0,28.64618464,77.33651128

596.534 s,-1.38,2.76,8.43,0,0,28.64618464,77.33651128

596.554 s,-0.92,3.06,7.97,0,0,28.64618464,77.33651128

596.5740000000001 s,-0.31,3.37,8.27,0,0,28.64618464,77.33651128

596.594 s,-0.31,3.37,8.27,0,0,28.64618464,77.33651128

596.614 s,0.31,3.68,8.27,0,0,28.64618464,77.33651128

596.634 s,0.31,3.68,8.27,0,0,28.64618464,77.33651128

596.654 s,0.31,3.98,8.43,0,0,28.64618464,77.33651128

596.674 s,0.31,3.98,9.04,0,0,28.64618464,77.33651128

596.694 s,0.31,3.98,9.04,0,0,28.64618464,77.33651128

596.714 s,-0.61,3.83,9.35,0,0,28.64618464,77.33651128

596.734 s,-0.61,3.83,9.35,0,0,28.64618464,77.33651128

596.754 s,-1.38,3.83,9.04,0,0,28.64618464,77.33651128

596.774 s,-1.84,3.52,8.58,0,0,28.64618464,77.33651128

596.794 s,-1.84,3.52,8.58,0,0,28.64618464,77.33651128

596.814 s,-1.69,3.06,8.58,0,0,28.64618464,77.33651128

596.8340000000001 s,-1.07,3.06,8.27,0,0,28.64618464,77.33651128

596.854 s,-1.07,3.06,8.27,0,0,28.64618464,77.33651128

596.874 s,-0.46,3.06,8.27,0,0,28.64618464,77.33651128

596.894 s,-0.46,3.06,8.27,0,0,28.64618464,77.33651128

596.914 s,0.15,3.22,8.43,0,0,28.64618464,77.33651128

596.934 s,0.46,3.68,7.81,0,0,28.64618464,77.33651128

596.966 s,0.46,3.68,7.81,0,0,28.64618464,77.33651128

596.996 s,0.61,3.68,8.89,0,0,28.64618464,77.33651128

597.014 s,0.61,3.68,8.89,0,0,28.64618464,77.33651128

597.034 s,0.61,3.83,8.27,0,0,28.64618464,77.33651128

597.057 s,0.61,3.83,8.27,0,0,28.64618464,77.33651128

597.0740000000001 s,-0.46,3.22,7.81,0,0,28.64618464,77.33651128

597.094 s,-0.77,2.91,7.81,0,0,28.64618464,77.33651128

597.115 s,-0.77,2.91,7.81,0,0,28.64618464,77.33651128

597.134 s,-0.92,3.52,7.81,0,0,28.64618464,77.33651128

597.155 s,-0.46,4.44,8.43,0,0,28.64618464,77.33651128

597.174 s,-0.46,4.44,8.43,0,0,28.64618464,77.33651128

597.195 s,0.15,5.21,8.58,0,0,28.64618464,77.33651128

597.214 s,0.15,5.21,8.58,0,0,28.64618464,77.33651128

597.239 s,0.15,4.75,8.58,0,0,28.64618464,77.33651128

597.2620000000001 s,-0.46,4.6,9.35,0,0,28.64618464,77.33651128

597.294 s,-1.38,4.9,9.5,0,0,28.64618464,77.33651128

597.317 s,-1.99,4.44,8.89,0,0,28.64618464,77.33651128

597.3340000000001 s,-1.99,4.44,8.89,0,0,28.64618464,77.33651128

597.354 s,-1.99,3.52,8.27,0,0,28.64618464,77.33651128

597.374 s,-1.99,3.52,8.27,0,0,28.64618464,77.33651128

597.394 s,-1.53,3.52,7.05,0,0,28.64618464,77.33651128

597.414 s,-0.92,3.83,7.35,0,0,28.64618464,77.33651128

597.434 s,-0.92,3.83,7.35,0,0,28.64618464,77.33651128

597.4540000000001 s,-0.15,4.29,8.27,0,0,28.64618464,77.33651128

597.474 s,-0.15,4.29,8.27,0,0,28.64618464,77.33651128

597.494 s,0.31,4.29,7.51,0,0,28.64618464,77.33651128

597.514 s,0.31,5.21,7.81,0,0,28.64618464,77.33651128

597.534 s,0.31,5.21,7.81,0,0,28.64618464,77.33651128

597.554 s,0.31,6.59,8.73,0,0,28.64618464,77.33651128

597.5740000000001 s,-0.31,5.82,8.43,0,0,28.64618464,77.33651128

597.594 s,-0.31,5.82,8.43,0,0,28.64618464,77.33651128

597.623 s,-0.46,3.83,7.2,0,0,28.64618464,77.33651128

597.66 s,-0.31,3.37,6.28,0,0,28.64618464,77.33651128

597.694 s,0.31,3.98,7.05,0,0,28.64618464,77.33651128

597.714 s,0.77,5.21,8.43,0,0,28.64618464,77.33651128

597.734 s,0.77,5.21,8.43,0,0,28.64618464,77.33651128

597.754 s,0.61,5.82,9.19,0,0,28.64618464,77.33651128

597.774 s,0.61,5.98,9.81,0,0,28.64618464,77.33651128

597.794 s,0.61,5.98,9.81,0,0,28.64618464,77.33651128

597.814 s,-0.46,5.52,9.5,0,0,28.64618464,77.33651128

597.8340000000001 s,-0.92,5.06,8.43,0,0,28.64618464,77.33651128

597.854 s,-0.92,5.06,8.43,0,0,28.64618464,77.33651128

597.874 s,-0.77,4.29,6.59,0,0,28.64618464,77.33651128

597.894 s,-0.77,4.29,6.59,0,0,28.64618464,77.33651128

597.914 s,-0.46,3.68,5.36,0,0,28.64618464,77.33651128

597.934 s,0.46,3.37,5.21,0,0,28.64618464,77.33651128

597.9540000000001 s,0.46,3.37,5.21,0,0,28.64618464,77.33651128

597.974 s,1.53,4.75,7.66,0,0,28.64618464,77.33651128

597.994 s,1.23,6.74,9.96,0,0,28.64618464,77.33651128

598.014 s,1.23,6.74,9.96,0,0,28.64618464,77.33651128

598.034 s,-0.61,6.13,9.35,0,0,28.64618464,77.33651128

598.054 s,-0.61,6.13,9.35,0,0,28.64618464,77.33651128

598.0740000000001 s,-1.07,3.52,7.51,0,0,28.64618464,77.33651128

598.094 s,-0.77,2.76,6.74,0,0,28.64618464,77.33651128

598.115 s,-0.77,2.76,6.74,0,0,28.64618464,77.33651128

598.134 s,0.15,4.14,7.35,0,0,28.64618464,77.33651128

598.155 s,1.69,6.74,8.89,0,0,28.64618464,77.33651128

598.174 s,1.69,6.74,8.89,0,0,28.64618464,77.33651128

598.197 s,2.3,7.66,9.65,0,0,28.64618464,77.33651128

598.214 s,2.3,7.66,9.65,0,0,28.64618464,77.33651128

598.236 s,1.38,6.28,8.89,0,0,28.64618464,77.33651128

598.2620000000001 s,0.46,3.98,6.74,0,0,28.64618464,77.33651128

598.293 s,-0.15,2.6,5.21,0,0,28.64611523,77.33659573

598.321 s,-0.15,2.45,5.36,0,0,28.64611523,77.33659573

598.346 s,-0.15,2.45,5.36,0,0,28.64611523,77.33659573

598.374 s,0.77,4.9,8.89,0,0,28.64611523,77.33659573

598.394 s,0.61,8.73,11.19,0,0,28.64611523,77.33659573

598.414 s,0.61,5.98,9.96,0,0,28.64611523,77.33659573

598.434 s,0.61,5.98,9.96,0,0,28.64611523,77.33659573

598.4540000000001 s,-0.77,3.37,7.35,0,0,28.64611523,77.33659573

598.474 s,-0.77,3.37,7.35,0,0,28.64611523,77.33659573

598.494 s,-1.07,3.22,6.28,0,0,28.64611523,77.33659573

598.514 s,-0.31,4.44,6.74,0,0,28.64611523,77.33659573

598.534 s,-0.31,4.44,6.74,0,0,28.64611523,77.33659573

598.554 s,0.77,6.28,8.89,0,0,28.64611523,77.33659573

598.5740000000001 s,0.77,6.9,9.5,0,0,28.64611523,77.33659573

598.594 s,0.77,6.9,9.5,0,0,28.64611523,77.33659573

598.614 s,0.31,4.75,8.73,0,0,28.64611523,77.33659573

598.634 s,0.31,4.75,8.73,0,0,28.64611523,77.33659573

598.654 s,0.31,2.76,6.59,0,0,28.64611523,77.33659573

598.674 s,-0.15,1.99,5.36,0,0,28.64611523,77.33659573

598.694 s,-0.15,1.99,5.36,0,0,28.64611523,77.33659573

598.714 s,0.31,3.06,7.2,0,0,28.64611523,77.33659573

598.734 s,0.31,3.06,7.2,0,0,28.64611523,77.33659573

598.754 s,0.61,6.28,10.11,0,0,28.64611523,77.33659573

598.774 s,0.61,5.52,9.5,0,0,28.64611523,77.33659573

598.794 s,0.61,5.52,9.5,0,0,28.64611523,77.33659573

598.814 s,-0.31,3.06,7.81,0,0,28.64611523,77.33659573

598.8340000000001 s,-0.61,3.37,7.51,0,0,28.64611523,77.33659573

598.854 s,-0.61,3.37,7.51,0,0,28.64611523,77.33659573

598.874 s,-0.15,6.44,9.19,0,0,28.64611523,77.33659573

598.894 s,-0.15,6.44,9.19,0,0,28.64611523,77.33659573

598.914 s,-0.15,6.74,10.11,0,0,28.64611523,77.33659573

598.934 s,-0.77,4.29,8.89,0,0,28.64611523,77.33659573

598.966 s,-0.77,4.29,8.89,0,0,28.64611523,77.33659573

598.996 s,-0.92,2.76,6.13,0,0,28.64611523,77.33659573

599.014 s,-0.92,2.76,6.13,0,0,28.64611523,77.33659573

599.034 s,-0.61,4.14,6.9,0,0,28.64611523,77.33659573

599.054 s,-0.61,4.14,6.9,0,0,28.64611523,77.33659573

599.0740000000001 s,-0.15,6.74,9.19,0,0,28.64611523,77.33659573

599.094 s,-0.15,5.52,9.19,0,0,28.64611523,77.33659573

599.114 s,-0.15,5.52,9.19,0,0,28.64611523,77.33659573

599.1370000000001 s,-0.77,3.22,7.66,0,0,28.64611523,77.33659573

599.158 s,-1.53,3.52,7.35,0,0,28.64611523,77.33659573

599.174 s,-1.53,3.52,7.35,0,0,28.64611523,77.33659573

599.195 s,-1.23,5.52,8.73,0,0,28.64611523,77.33659573

599.214 s,-1.23,5.52,8.73,0,0,28.64611523,77.33659573

599.239 s,-1.23,4.9,8.73,0,0,28.64611523,77.33659573

599.2620000000001 s,-0.15,4.14,8.27,0,0,28.64611523,77.33659573

599.28 s,-0.15,4.14,8.27,0,0,28.64608227,77.33662454

599.314 s,-0.15,4.6,8.27,0,0,28.64608227,77.33662454

599.3340000000001 s,0.46,4.6,8.27,0,0,28.64608227,77.33662454

599.354 s,0.92,4.44,7.66,0,0,28.64608227,77.33662454

599.374 s,0.92,4.44,7.66,0,0,28.64608227,77.33662454

599.394 s,1.07,4.29,7.2,0,0,28.64608227,77.33662454

599.414 s,1.23,4.9,7.97,0,0,28.64608227,77.33662454

599.434 s,1.23,4.9,7.97,0,0,28.64608227,77.33662454

599.4540000000001 s,0.61,5.21,8.58,0,0,28.64608227,77.33662454

599.474 s,0.61,5.21,8.58,0,0,28.64608227,77.33662454

599.494 s,0.15,4.29,8.73,0,0,28.64608227,77.33662454

599.514 s,-0.15,3.68,8.43,0,0,28.64608227,77.33662454

599.534 s,-0.15,3.68,8.43,0,0,28.64608227,77.33662454

599.554 s,-0.15,4.14,8.43,0,0,28.64608227,77.33662454

599.5740000000001 s,0.61,4.75,8.89,0,0,28.64608227,77.33662454

599.594 s,0.61,4.75,8.89,0,0,28.64608227,77.33662454

599.623 s,0.61,4.6,7.97,0,0,28.64608227,77.33662454

599.6560000000001 s,-0.15,5.67,6.9,0,0,28.64608227,77.33662454

599.674 s,-0.15,5.82,7.51,0,0,28.64608227,77.33662454

599.694 s,-0.15,5.82,7.51,0,0,28.64608227,77.33662454

599.714 s,0.31,4.75,7.66,0,0,28.64608227,77.33662454

599.734 s,0.31,4.75,7.66,0,0,28.64608227,77.33662454

599.754 s,0.15,4.14,7.2,0,0,28.64608227,77.33662454

599.774 s,-0.15,4.29,7.81,0,0,28.64608227,77.33662454

599.794 s,-0.15,4.29,7.81,0,0,28.64608227,77.33662454

599.814 s,-0.77,5.36,8.89,0,0,28.64608227,77.33662454

599.8340000000001 s,-1.38,5.52,9.04,0,0,28.64608227,77.33662454

599.854 s,-1.38,5.52,9.04,0,0,28.64608227,77.33662454

599.874 s,-1.84,4.44,8.43,0,0,28.64608227,77.33662454

599.894 s,-1.84,4.44,8.43,0,0,28.64608227,77.33662454

599.914 s,-1.84,3.98,7.51,0,0,28.64608227,77.33662454

599.934 s,-1.38,3.37,6.9,0,0,28.64608227,77.33662454

599.9540000000001 s,-1.38,3.37,6.9,0,0,28.64608227,77.33662454

599.974 s,-0.77,3.98,7.51,0,0,28.64608227,77.33662454

599.994 s,-0.77,4.75,7.97,0,0,28.64608227,77.33662454

600.014 s,-0.77,4.75,7.97,0,0,28.64608227,77.33662454

600.034 s,0.15,5.06,7.97,0,0,28.64608227,77.33662454

600.054 s,0.15,5.06,7.97,0,0,28.64608227,77.33662454

600.0740000000001 s,-0.46,5.06,7.97,0,0,28.64608227,77.33662454

600.094 s,-0.92,4.75,8.12,0,0,28.64608227,77.33662454

600.115 s,-0.92,4.75,8.12,0,0,28.64608227,77.33662454

600.1370000000001 s,-1.23,4.44,8.43,0,0,28.64608227,77.33662454

600.158 s,-0.77,4.75,8.43,0,0,28.64608227,77.33662454

600.174 s,-0.77,4.75,8.43,0,0,28.64608227,77.33662454

600.197 s,-0.31,5.36,8.27,0,0,28.64608227,77.33662454

600.214 s,-0.31,5.36,8.27,0,0,28.64608227,77.33662454

600.238 s,-0.61,5.21,7.51,0,0,28.64608227,77.33662454

600.2620000000001 s,-0.92,4.75,7.2,0,0,28.64608227,77.33662454

600.2860000000001 s,-0.77,4.14,7.35,0,0,28.64608227,77.33662454

600.3050000000001 s,-0.77,4.14,7.35,0,0,28.64608227,77.33662454

600.323 s,-0.61,4.6,7.66,0,0,28.64605105,77.33666047

600.341 s,-0.61,4.6,7.66,0,0,28.64605105,77.33666047

600.356 s,-0.92,6.13,8.43,0,0,28.64605105,77.33666047

600.374 s,-0.92,6.13,8.43,0,0,28.64605105,77.33666047

600.394 s,-1.69,6.13,8.73,0,0,28.64605105,77.33666047

600.414 s,-2.45,5.06,8.89,0,0,28.64605105,77.33666047

600.434 s,-2.45,5.06,8.89,0,0,28.64605105,77.33666047

600.4540000000001 s,-2.3,3.98,8.58,0,0,28.64605105,77.33666047

600.474 s,-2.3,3.98,8.58,0,0,28.64605105,77.33666047

600.494 s,-1.38,3.52,7.66,0,0,28.64605105,77.33666047

600.514 s,-1.23,3.83,6.9,0,0,28.64605105,77.33666047

600.534 s,-1.23,3.83,6.9,0,0,28.64605105,77.33666047

600.554 s,-0.77,4.14,6.28,0,0,28.64605105,77.33666047

600.5740000000001 s,-0.31,4.29,6.44,0,0,28.64605105,77.33666047

600.594 s,-0.31,4.29,6.44,0,0,28.64605105,77.33666047

600.614 s,0.46,5.52,7.51,0,0,28.64605105,77.33666047

600.634 s,0.46,5.52,7.51,0,0,28.64605105,77.33666047

600.654 s,0.31,7.2,8.58,0,0,28.64605105,77.33666047

600.674 s,-0.31,5.98,8.12,0,0,28.64605105,77.33666047

600.694 s,-0.31,5.98,8.12,0,0,28.64605105,77.33666047

600.714 s,-1.38,5.06,7.51,0,0,28.64605105,77.33666047

600.734 s,-1.38,5.06,7.51,0,0,28.64605105,77.33666047

600.754 s,-1.69,5.82,8.43,0,0,28.64605105,77.33666047

600.774 s,-1.38,5.67,8.89,0,0,28.64605105,77.33666047

600.794 s,-1.38,5.67,8.89,0,0,28.64605105,77.33666047

600.814 s,-1.07,5.21,8.12,0,0,28.64605105,77.33666047

600.8340000000001 s,-0.92,3.83,6.9,0,0,28.64605105,77.33666047

600.854 s,-0.92,3.83,6.9,0,0,28.64605105,77.33666047

600.874 s,-0.77,3.37,6.44,0,0,28.64605105,77.33666047

600.894 s,-0.77,3.37,6.44,0,0,28.64605105,77.33666047

600.914 s,-0.61,4.6,7.2,0,0,28.64605105,77.33666047

600.934 s,-0.77,6.13,8.58,0,0,28.64605105,77.33666047

600.966 s,-0.77,6.13,8.58,0,0,28.64605105,77.33666047

600.996 s,-1.38,4.6,8.58,0,0,28.64605105,77.33666047

601.014 s,-1.38,4.6,8.58,0,0,28.64605105,77.33666047

601.034 s,-1.53,4.14,7.97,0,0,28.64605105,77.33666047

601.054 s,-1.53,4.14,7.97,0,0,28.64605105,77.33666047

601.0740000000001 s,-1.38,5.36,7.97,0,0,28.64605105,77.33666047

601.094 s,-0.92,5.98,8.43,0,0,28.64605105,77.33666047

601.114 s,-0.92,5.98,8.43,0,0,28.64605105,77.33666047

601.135 s,-0.92,5.98,8.12,0,0,28.64605105,77.33666047

601.155 s,-1.07,4.75,7.51,0,0,28.64605105,77.33666047

601.174 s,-1.07,4.75,7.51,0,0,28.64605105,77.33666047

601.194 s,-0.77,3.22,6.74,0,0,28.64605105,77.33666047

601.214 s,-0.77,3.22,6.74,0,0,28.64605105,77.33666047

601.238 s,-0.46,3.22,6.74,0,0,28.64605105,77.33666047

601.26 s,0.15,4.29,7.05,0,0,28.64605105,77.33666047

601.275 s,0.15,4.29,7.05,0,0,28.64605105,77.33666047

601.294 s,0.46,5.67,8.43,0,0,28.6460197,77.3366948

601.314 s,0.46,5.67,8.43,0,0,28.6460197,77.3366948

601.3340000000001 s,0.46,6.28,9.19,0,0,28.6460197,77.3366948

601.354 s,-0.31,5.52,9.04,0,0,28.6460197,77.3366948

601.374 s,-0.31,5.52,9.04,0,0,28.6460197,77.3366948

601.394 s,-0.61,5.06,8.58,0,0,28.6460197,77.3366948

601.414 s,-0.46,3.98,7.35,0,0,28.6460197,77.3366948

601.434 s,-0.46,3.98,7.35,0,0,28.6460197,77.3366948

601.4540000000001 s,-0.15,3.52,7.05,0,0,28.6460197,77.3366948

601.474 s,-0.15,3.52,7.05,0,0,28.6460197,77.3366948

601.494 s,0.31,3.98,7.35,0,0,28.6460197,77.3366948

601.514 s,0.31,5.52,8.27,0,0,28.6460197,77.3366948

601.534 s,0.31,5.52,8.27,0,0,28.6460197,77.3366948

601.554 s,0.15,5.52,8.12,0,0,28.6460197,77.3366948

601.5740000000001 s,-0.46,4.6,7.66,0,0,28.6460197,77.3366948

601.6 s,-0.46,4.6,7.66,0,0,28.6460197,77.3366948

601.62 s,-0.77,4.29,7.35,0,0,28.6460197,77.3366948

601.6370000000001 s,-0.77,4.29,7.35,0,0,28.6460197,77.3366948

601.6560000000001 s,-0.31,4.29,7.97,0,0,28.6460197,77.3366948

601.674 s,0.15,5.21,8.89,0,0,28.6460197,77.3366948

601.694 s,0.15,5.21,8.89,0,0,28.6460197,77.3366948

601.714 s,-0.46,5.82,9.04,0,0,28.6460197,77.3366948

601.734 s,-0.46,5.82,9.04,0,0,28.6460197,77.3366948

601.754 s,-0.92,5.21,8.27,0,0,28.6460197,77.3366948

601.774 s,-0.92,3.68,7.35,0,0,28.6460197,77.3366948

601.794 s,-0.92,3.68,7.35,0,0,28.6460197,77.3366948

601.814 s,-0.61,4.14,7.66,0,0,28.6460197,77.3366948

601.8340000000001 s,-0.31,5.21,7.97,0,0,28.6460197,77.3366948

601.854 s,-0.31,5.21,7.97,0,0,28.6460197,77.3366948

601.874 s,-0.77,4.9,8.12,0,0,28.6460197,77.3366948

601.894 s,-0.77,4.9,8.12,0,0,28.6460197,77.3366948

601.914 s,-1.23,4.14,7.66,0,0,28.6460197,77.3366948

601.934 s,-1.07,4.6,8.12,0,0,28.6460197,77.3366948

601.9540000000001 s,-1.07,4.6,8.12,0,0,28.6460197,77.3366948

601.974 s,-0.61,4.9,8.27,0,0,28.6460197,77.3366948

601.994 s,-0.31,3.98,7.81,0,0,28.6460197,77.3366948

602.014 s,-0.31,3.98,7.81,0,0,28.6460197,77.3366948

602.034 s,-0.15,3.83,6.9,0,0,28.6460197,77.3366948

602.054 s,-0.15,3.83,6.9,0,0,28.6460197,77.3366948

602.0740000000001 s,0.61,4.9,7.35,0,0,28.6460197,77.3366948

602.094 s,1.07,5.67,8.12,0,0,28.6460197,77.3366948

602.114 s,1.07,5.67,8.12,0,0,28.6460197,77.3366948

602.135 s,0.31,5.67,8.27,0,0,28.6460197,77.3366948

602.155 s,-0.61,5.36,8.73,0,0,28.6460197,77.3366948

602.174 s,-0.61,5.36,8.73,0,0,28.6460197,77.3366948

602.194 s,-0.77,4.14,8.12,0,0,28.6460197,77.3366948

602.214 s,-0.77,4.14,8.12,0,0,28.6460197,77.3366948

602.239 s,-0.61,3.37,7.51,0,0,28.6460197,77.3366948

602.2620000000001 s,-0.46,3.83,7.35,0,0,28.6460197,77.3366948

602.309 s,-0.46,5.06,8.12,0,0,28.6460197,77.3366948

602.338 s,0.15,5.52,9.04,0,0,28.64598711,77.33673947

602.363 s,0.15,5.52,9.04,0,0,28.64598711,77.33673947

602.386 s,0.15,5.52,7.97,0,0,28.64598711,77.33673947

602.402 s,-0.46,4.75,7.97,0,0,28.64598711,77.33673947

602.418 s,-0.61,3.52,6.9,0,0,28.64598711,77.33673947

602.442 s,-0.61,3.52,6.9,0,0,28.64598711,77.33673947

602.457 s,-0.31,3.37,6.59,0,0,28.64598711,77.33673947

602.481 s,0.46,4.29,7.35,0,0,28.64598711,77.33673947

602.496 s,0.46,4.29,7.35,0,0,28.64598711,77.33673947

602.519 s,0.61,5.82,8.58,0,0,28.64598711,77.33673947

602.5360000000001 s,0.61,5.82,8.58,0,0,28.64598711,77.33673947

602.557 s,0.61,6.13,8.89,0,0,28.64598711,77.33673947

602.5740000000001 s,-0.77,5.36,8.43,0,0,28.64598711,77.33673947

602.594 s,-0.77,5.36,8.43,0,0,28.64598711,77.33673947

602.614 s,-0.77,4.6,8.27,0,0,28.64598711,77.33673947

602.634 s,-0.77,4.6,8.27,0,0,28.64598711,77.33673947

602.654 s,-0.15,4.14,7.66,0,0,28.64598711,77.33673947

602.674 s,-0.15,4.44,7.97,0,0,28.64598711,77.33673947

602.694 s,-0.15,4.44,7.97,0,0,28.64598711,77.33673947

602.714 s,-0.31,5.36,7.97,0,0,28.64598711,77.33673947

602.734 s,-0.31,5.36,7.97,0,0,28.64598711,77.33673947

602.754 s,-0.31,5.36,8.27,0,0,28.64598711,77.33673947

602.774 s,-0.31,4.9,8.27,0,0,28.64598711,77.33673947

602.794 s,-0.31,4.9,8.27,0,0,28.64598711,77.33673947

602.814 s,-0.15,3.83,7.66,0,0,28.64598711,77.33673947

